Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_DEC_LITTLEPALMTREE,,Little Palm Tree,小さなヤシの木,Kleine Palme,Petit Palmier,Palmera Pequeña,Pequena Palmeira,Маленькая пальма,Piccola Palma,小棕櫚樹,小棕榈树,작은 야자수,Mała Palma,Маленька пальма,Kleine Palmboom,Küçük Palmiye Ağacı
L_DEC_LISTER'STEARS,,Lister's Tears,リスターの涙,Listers Tränen,Larmes de Lister,Lágrimas de Lister,Lágrimas de Lister,Слёзы Листера,Lacrime di Lister,李斯特之淚,利斯特之泪,리스터의 눈물,Łzy Listera,Сльози Лістера,Listers Tranen,Lister'ın Gözyaşları
L_DEC_PALMTREE,,Palm Tree,ヤシの木,Palme,Palmier,Palmera,Palmeira,Пальма,Palma,棕櫚樹,棕榈树,야자수,Palma,Пальма,Palmboom,Palmiye Ağacı
L_DEC_BAMBOO,,Bamboo,竹,Bambus,Bambou,Bambú,Bambu,Бамбук,Bambù,竹子,竹子,대나무,Bambus,Бамбук,Bamboe,Bambu
L_DEC_THEPRIEST,,The Priest,司祭,Der Priester,Le Prêtre,El Sacerdote,O Sacerdote,Жрец,Il Sacerdote,牧師,祭司,사제,Kapłan,Священник,De Priester,Rahip
L_DEC_LISTER'STABLE,,Lister's Table,リスターの机,Listers Tisch,Table de Lister,Mesa de Lister,Mesa de Lister,Стол Листера,Tavolo di Lister,列斯特的桌子,利斯特的桌子,리스터의 테이블,Stół Listera,Стіл Лістера,Lister's Tafel,Lister'ın Masası
L_DEC_LISTER'STHRONE,,Lister's Throne,リスターの玉座,Listers Thron,Trône de Lister,Trono de Lister,Trono de Lister,Трон Листера,Trono di Lister,李斯特的王座,利斯特的王座,리스터의 왕좌,Tron Listera,Трон Лістера,Listers Troon,Lister'ın Tahtı
L_DEC_TRIBUTETOPERDITION,,Tribute to Perdition,破滅への貢物,Tribut an den Untergang,Hommage à la Perdition,Tributo a la Perdición,Tributo à Perdição,Дань Погибели,Tributo alla Perdizione,滅亡的獻祭,珀迪森的进贡祭坛,파멸에 대한 헌사,Hołd dla Zatracenia,Данина Загибелі,Eerbetoon aan Verdoemenis,Yıkıma Saygı
L_DEC_PERDITION'SBANNER,,Perdition's Banner,破滅の旗印,Verdammnisbanner,Étendard de la Perdition,Estandarte de la Perdición,Estandarte da Perdição,Знамя Погибели,Vessillo della Dannazione,滅亡之旗,珀迪森的旗帜,파멸의 깃발,Sztandar Zatracenia,Знамено Загибелі,Banier van Verdoemenis,Mahvolma Sancağı
L_DEC_PERDITION'SBIGRUG,,Perdition's Big Rug,破滅の大きな絨毯,Verderbens großer Teppich,Tapis Géant de la Perdition,Alfombra Grande de la Perdición,Tapete Grande da Perdição,Большой Ковер Погибели,Tappeto Grande della Perdizione,滅亡之大地毯,珀迪森的大地毯,파멸의 큰 러그,Wielki Dywan Zatracenia,Великий Килим Загибелі,Verdoemenis' Grote Tapijt,Mahşerin Büyük Halısı
L_DEC_PERDITION'SLANTERN,,Perdition's Lantern,破滅の灯火,Laterne der Verdammnis,Lanterne de la Perdition,Linterna de la Perdición,Lanterna da Perdição,Фонарь Погибели,Lanterna della Perdizione,滅亡之燈,珀迪森的灯笼,파멸의 등불,Latarnia Zatracenia,Ліхтар Загибелі,Lantaarn der Verdoemenis,Mahşerin Feneri
L_DEC_PERDITION'SCHAIR,,Perdition's Chair,破滅の椅子,Stuhl der Verdammnis,Chaise de la Perdition,Silla de la Perdición,Cadeira da Perdição,Трон Проклятия,Seggio della Perdizione,滅亡之椅,珀迪森的椅子,파멸의 의자,Krzesło Zatracenia,Крісло Загибелі,Verdoemenisstoel,Mahvolma Sandalyesi
L_DEC_PERDITION'SPILLAR,,Perdition's Pillar,破滅の柱,Säule der Verdammnis,Pilier de la Perdition,Pilar de la Perdición,Pilar da Perdição,Столп Проклятия,Pilastro della Perdizione,滅亡之柱,珀迪森的柱子,파멸의 기둥,Filar Zatracenia,Стовп Загибелі,Verdoemenis Pilaar,Mahvolma Sütunu
L_DEC_PERDITION'SLONGRUG,,Perdition's Long Rug,破滅の長い絨毯,Teppich der langen Verdammnis,Tapis Long de la Perdition,Alfombra Larga de la Perdición,Tapete Longo da Perdição,Длинный Ковер Погибели,Lungo Tappeto della Perdizione,滅亡之長地毯,珀迪森的长地毯,파멸의 긴 러그,Długi Dywan Zatracenia,Довгий Килим Загибелі,Tapijt van het Lange Verderf,Mahvolmanın Uzun Halısı
L_DEC_TWINBLADES,,Twin Blades,双刃,Zwillingsklingen,Lames Jumelles,Espadas Gemelas,Lâminas Gêmeas,Парные Клинки,Lame Gemelle,雙刃,双刃,쌍검,Bliźniacze Ostrza,Парні Клинки,Tweelingzwaarden,İkiz Kılıçlar
L_DEC_IRONWILL,,Iron Will,鋼の意志,Eiserner Wille,Volonté de Fer,Voluntad de Hierro,Vontade de Ferro,Железная Воля,Volontà di Ferro,鋼鐵意志,钢铁意志,강철의 의지,Żelazna Wola,Залізна воля,IJzeren Wil,Demir İrade
L_DEC_ENERGYFLOWER,,Energy Flower,エナジーフラワー,Energieblume,Fleur d'Énergie,Flor de Energía,Flor de Energia,Энергетический Цветок,Fiore Energetico,能量花,能量之花,에너지 꽃,Kwiat Energii,Енергетична Квітка,Energiebloem,Enerji Çiçeği
L_DEC_GLOWBERRIES,,Glow Berries,光のベリー,Leuchtbeeren,Baies Luisantes,Bayas Luminosas,Bagas Luminosas,Светоягоды,Bacche Luminose,螢光漿果,发光浆果,빛나는 열매,Świecące Jagody,Світлоягоди,Gloeibessen,Işıldayan Meyveler
L_DEC_SPECTRALCORAL,,Spectral Coral,スペクトラルコーラル,Spektrales Korall,Corail Spectral,Coral Espectral,Coral Espectral,Призрачный Коралл,Corallo Spettrale,幽靈珊瑚,幽灵珊瑚,유령 산호,Widmowa Koralowina,Примарний Корал,Spectraal Koraal,Hayaletimsi Mercan
L_DEC_ENERGIZEDDEADWOOD,,Energized Deadwood,エネルギーを帯びた枯れ木,Energetisiertes Totholz,Bois Mort Énergisé,Leño Energizado,Madeira Morta Energizada,Заряженная Мертвая Древесина,Legno Morto Energizzato,充能枯木,能量枯木,활성화된 고목,Naładowane Martwe Drewno,Наелектризована Мертва Деревина,Geëlektriseerd Doodhout,Enerji Yüklü Kuruağaç
L_DEC_GHOSTVINES,,Ghost Vines,幽霊蔓,Geistranken,Lianes Fantômes,Enredaderas Fantasma,Vinhas Fantasma,Призрачные Лозы,Liane Fantasma,幽靈藤蔓,幽灵藤蔓,유령 덩굴,Duchowe Pnącza,Примарні Лози,Spookranken,Hayalet Sarmaşıklar
L_DEC_GRIMARBITER,,Grim Arbiter,厳格なる裁定者,Finsterer Richter,Arbitre Sinistre,Árbitro Sombrío,Árbitro Sombrio,Мрачный Судья,Arbitro Tetro,嚴厲仲裁者,冷酷仲裁者,냉혹한 심판관,Ponury Rozjemca,Похмурий Суддя,Grimmige Scheidsrechter,Acımasız Hakem
L_DEC_PERDITION'STABLE,,Perdition's Table,破滅の卓,Tisch der Verdammnis,Table de la Perdition,Mesa de la Perdición,Mesa da Perdição,Стол Проклятия,Tavolo della Dannazione,滅亡之桌,珀迪森的桌子,파멸의 탁자,Stół Zatracenia,Стіл Загибелі,Tafel der Verdoemenis,Mahvolma Masası
L_DEC_PERDITION'STHRONE,,Perdition's Throne,滅亡の玉座,Thron der Verdammnis,Trône de la Perdition,Trono de la Perdición,Trono da Perdição,Трон Проклятия,Trono della Perdizione,滅亡王座,珀迪森的王座,파멸의 왕좌,Tron Zatracenia,Трон Загибелі,Troon der Verdoemenis,Mahvolmuşun Tahtı
L_DEC_TRIBUTETOYSEROS,,Tribute to Yseros,イセロスへの献辞,Tribut an Yseros,Hommage à Yseros,Tributo a Yseros,Tributo a Yseros,Дань Исеросу,Tributo a Yseros,向伊瑟洛斯致敬,伊瑟洛丝的进贡祭坛,이세로스에게 바치는 공물,Hołd dla Yserosa,Данина Ісеросу,Eerbetoon aan Yseros,Yseros'a Saygı
L_DEC_YSEROS'BANNER,,Yseros' Banner,イセロスの旗,Yseros' Banner,Étendard d'Yseros,Estandarte de Yseros,Estandarte de Yseros,Знамя Исероса,Vessillo di Yseros,伊瑟洛斯之旗,伊瑟洛丝的旗帜,이세로스의 깃발,Sztandar Yserosa,Знамено Ісероса,Banier van Yseros,Yseros'un Sancağı
L_DEC_YSEROS'BIGRUG,,Yseros' Big Rug,イセロスの大きな絨毯,Yseros' großer Teppich,Tapis Géant d'Yseros,Alfombra Grande de Yseros,Tapete Grande de Yseros,Большой Ковер Исероса,Tappeto Grande di Yseros,伊瑟洛斯的大地毯,伊瑟洛丝的大地毯,이세로스의 큰 러그,Wielki Dywan Yserosa,Великий Килим Ісероса,Yseros' Grote Tapijt,Yseros'un Büyük Halısı
L_DEC_YSEROS'GLOW,,Yseros' Glow,イセロスの輝き,Yseros' Schein,Lueur d'Yseros,Resplandor de Yseros,Brilho de Yseros,Сияние Исероса,Bagliore di Yseros,伊瑟洛斯之輝,伊瑟洛丝的光辉,이세로스의 빛,Poświata Yserosa,Сяйво Ізероса,Yseros' Gloed,Yseros'un Parıltısı
L_DEC_YSEROS'CHAIR,,Yseros' Chair,イセロスの椅子,Yseros' Stuhl,Chaise d'Yseros,Silla de Yseros,Cadeira de Yseros,Кресло Исероса,Seggio di Yseros,伊瑟洛斯之椅,伊瑟洛丝的椅子,이세로스의 의자,Krzesło Yserosa,Крісло Ісероса,Yseros' Stoel,Yseros'un Sandalyesi
L_DEC_YSEROS'PILLAR,,Yseros' Pillar,イセロスの柱,Yseros' Säule,Pilier d'Yseros,Pilar de Yseros,Pilar de Yseros,Столп Исероса,Pilastro di Yseros,伊瑟洛斯之柱,伊瑟洛丝的柱子,이세로스의 기둥,Filar Yserosa,Колона Ісероса,Yseros' Pillar,Yseros'un Sütunu
L_DEC_YSEROS'LONGRUG,,Yseros' Long Rug,イセロスの長い敷物,Yseros' langer Teppich,Tapis Long d'Yseros,Alfombra Larga de Yseros,Tapete Comprido de Yseros,Длинный ковер Исероса,Tappeto Lungo di Yseros,伊瑟洛斯的長地毯,伊瑟洛丝的长地毯,이세로스의 긴 러그,Długi Dywan Yserosa,Довгий килим Ісероса,Yseros' Lange Tapijt,Yseros'un Uzun Halısı
L_DEC_GAZEOFTHESPHINX,,Gaze of the Sphinx,スフィンクスの凝視,Blick der Sphinx,Regard du Sphinx,Mirada de la Esfinge,Olhar da Esfinge,Взгляд Сфинкса,Sguardo della Sfinge,獅身人面像的凝視,斯芬克斯之凝视,스핑크스의 응시,Spojrzenie Sfinksa,Погляд Сфінкса,Blik van de Sfinx,Sfenks'in Bakışı
L_DEC_EVENINGBARRENS,,Evening Barrens,夕暮れの荒野,Abendödland,Landes du Soir,Páramos del Atardecer,Ermos do Entardecer,Вечерние Пустоши,Lande della Sera,黃昏荒原,黄昏荒原,저녁 황무지,Wieczorne Pustkowia,Вечірні Пустища,Avondwoestenij,Akşam Çorakları
L_DEC_AHRUNAORCHID,,Ahruna Orchid,アルナ・オーキッド,Ahruna-Orchidee,Orchidée d'Ahruna,Orquídea de Ahruna,Orquídea de Ahruna,Орхидея Аруны,Orchidea di Ahruna,阿魯娜蘭花,阿鲁纳兰花,아루나 난초,Orchidea Ahruna,Орхідея Аруни,Ahruna Orchidee,Ahruna Orkidesi
L_DEC_ARMOFYSEROS,,Arm of Yseros,イセロスの腕,Arm des Yseros,Bras d'Yseros,Brazo de Yseros,Braço de Yseros,Рука Исероса,Braccio di Yseros,伊瑟洛斯之臂,伊瑟洛丝之臂,이세로스의 팔,Ramię Yserosa,Рука Ісероса,Arm van Yseros,Yseros'un Kolu
L_DEC_POTTEDCACTUS,,Potted Cactus,サボテンの鉢植え,Topfkaktus,Cactus en pot,Cactus en Maceta,Cacto em Vaso,Кактус в горшке,Cactus in Vaso,盆栽仙人掌,盆栽仙人掌,화분에 심은 선인장,Doniczkowy Kaktus,Кактус у горщику,Cactus in Pot,Saksı Kaktüsü
L_DEC_RUBYSUCCULENT,,Ruby Succulent,ルビーサキュレント,Rubinsukkulent,Succulent Rubis,Suculenta Rubí,Suculenta Rubi,Рубиновый Суккулент,Succulenta Rubino,紅寶石多肉植物,红宝石色多肉植物,루비 다육식물,Rubinowy Sukulent,Рубіновий Сукулент,Robijnrode Vetplant,Yakut Sukulent
L_DEC_ANOASISATHOME,,An Oasis At Home,我が家のオアシス,Eine Oase Zuhause,Une Oasis Chez Soi,Un Oasis En Casa,Um Oásis em Casa,Оазис у дома,Un'Oasi A Casa,家中綠洲,家中绿洲,집에서의 오아시스,Oaza w Domu,Оаза вдома,Een Oase Thuis,Evde Bir Vaha
L_DEC_SANDSTONECOBRA,,Sandstone Cobra,サンドストーン・コブラ,Sandstein-Kobra,Cobra de Grès,Cobra de Arenisca,Naja de Arenito,Песчаный Кобра,Cobra di Arenaria,砂岩眼鏡蛇,砂岩眼镜蛇,사암 코브라,Kobra z Piaskowca,Піщаний Кобра,Zandstenen Cobra,Kumtaşı Kobrası
L_DEC_YSEROS'TABLE,,Yseros' Table,イセロスの机,Yseros' Tafel,Table d'Yseros,Mesa de Yseros,Mesa de Yseros,Стол Исероса,Tavolo di Yseros,伊瑟洛斯之桌,伊瑟洛丝的桌子,이세로스의 탁자,Stół Yserosa,Стіл Ісероса,Yseros' Tafel,Yseros'un Masası
L_DEC_YSEROS'THRONE,,Yseros' Throne,イセロスの玉座,Yseros' Thron,Trône d'Yseros,Trono de Yseros,Trono de Yseros,Трон Исероса,Trono di Yseros,伊瑟洛斯之座,伊瑟洛丝的王座,이세로스의 왕좌,Tron Yserosa,Трон Ісероса,Yseros' Troon,Yseros'un Tahtı
L_DEC_TRIBUTETOAPOCRANOX,,Tribute to Apocranox,アポクラノックスへの賛辞,Tribut an Apocranox,Hommage à Apocranox,Tributo a Apocranox,Tributo a Apocranox,Дань Апокраноксу,Tributo ad Apocranox,向阿波克拉諾克斯致敬,阿波克拉诺的进贡祭坛,아포크라녹스에 대한 헌사,Hołd dla Apocranoksa,Данина Апокраноксу,Eerbetoon aan Apocranox,Apocranox'a Saygı
L_DEC_APOCRANOX'SBANNER,,Apocranox's Banner,アポクラノックスの旗,Apocranox' Banner,Bannière d'Apocranox,Estandarte de Apocranox,Estandarte de Apocranox,Знамя Апокранокса,Vessillo di Apocranox,阿波克拉諾克斯的旗幟,阿波克拉诺的旗帜,아포크라녹스의 깃발,Sztandar Apocranoksa,Знамено Апокранокса,Banier van Apocranox,Apocranox'un Sancağı
L_DEC_APOCRANOX'SBIGRUG,,Apocranox's Big Rug,アポクラノックスの大きな絨毯,Apocranox's großer Teppich,Tapis Géant d'Apocranox,Alfombra Grande de Apocranox,Tapete Grande de Apocranox,Большой Ковер Апокранокса,Tappeto Grande di Apocranox,阿波克拉諾克斯的大地毯,阿波克拉诺的大地毯,아포크라녹스의 큰 러그,Wielki Dywan Apocranoksa,Великий Килим Апокранокса,Apocranox's Grote Tapijt,Apocranox'un Büyük Halısı
L_DEC_APOCRANOX'SBRAZIER,,Apocranox's Brazier,アポクラノックスの火鉢,Apocranox' Kohlenbecken,Brasero d'Apocranox,Brasero de Apocranox,Braseiro de Apocranox,Жаровня Апокранокса,Braciere di Apocranox,阿波克拉諾克斯的火盆,阿波克拉诺的火盆,아포크라녹스의 화로,Kadzielnica Apocranoksa,Жаровня Апокранокса,Brazier van Apocranox,Apocranox'un Mangalı
L_DEC_APOCRANOX'SCHAIR,,Apocranox's Chair,アポクラノックスの椅子,Apocranox' Stuhl,Chaise d'Apocranox,Silla de Apocranox,Cadeira de Apocranox,Кресло Апокранокса,Sedia di Apocranox,阿波克拉諾克斯的椅子,阿波克拉诺的椅子,아포크라녹스의 의자,Krzesło Apocranoksa,Крісло Апокранокса,Apocranox's Stoel,Apocranox'un Sandalyesi
L_DEC_APOCRANOX'SPILLAR,,Apocranox's Pillar,アポクラノックスの柱,Apocranox' Säule,Pilier d'Apocranox,Pilar de Apocranox,Pilar de Apocranox,Столп Апокранокса,Pilastro di Apocranox,阿波克拉諾克斯之柱,阿波克拉诺的柱子,아포크라녹스의 기둥,Filar Apocranoksa,Колона Апокранокса,Apocranox' Pilaar,Apocranox'un Sütunu
L_DEC_APOCRANOX'SLONGRUG,,Apocranox's Long Rug,アポクラノックスの長い敷物,Apocranox' langer Teppich,Tapis Long d'Apocranox,Alfombra Larga de Apocranox,Tapete Longo de Apocranox,Длинный ковёр Апокранокса,Tappeto Lungo di Apocranox,阿波克拉諾克斯的長地毯,阿波克拉诺的长地毯,아포크라녹스의 긴 러그,Długi Dywan Apocranoksa,Довгий килим Апокранокса,Apocranox's Lange Tapijt,Apocranox'un Uzun Halısı
L_DEC_BLOODMOON,,Blood Moon,ブラッドムーン,Blutmond,Lune Sanglante,Luna de Sangre,Lua de Sangue,Кровавая Луна,Luna di Sangue,血月,血月,핏빛 달,Krwawy Księżyc,Кривавий Місяць,Bloedmaan,Kan Ayı
L_DEC_THEHUNT,,The Hunt,狩り,Die Jagd,La Chasse,La Cacería,A Caçada,Охота,La Caccia,狩獵,狩猎,사냥,Polowanie,Полювання,De Jacht,Av
L_DEC_BLOODCAPS,,Blood Caps,ブラッドキャップ,Blutkappen,Chapeaux de Sang,Gorras de Sangre,Cogumelos de Sangue,Кровавые Шляпки,Cappucci di Sangue,血帽菇,血蘑菇,피의 버섯,Krwawe Kapelusze,Кров'яні Шапки,Bloedkappen,Kan Mantarları
L_DEC_FALLLASHER,,Fall Lasher,フォール・ラッシャー,Fallpeitscher,Fouetteur d'Automne,Látigo de Otoño,Açoitador de Outono,Осенний Хлыст,Flagellatore d'Autunno,秋鞭,秋之鞭,가을 채찍,Jesienny Biczownik,Осінній Батіг,Herfstgesel,Sonbahar Kırbacı
L_DEC_WITHERINGSHRUB,,Withering Shrub,枯れゆく低木,Verwelkender Strauch,Arbuste Flétri,Arbusto Marchito,Arbusto Definhante,Увядающий Куст,Arbusto Avvizzito,枯萎的灌木,枯萎灌木,시들어가는 관목,Więdnący Krzew,Зів'ялий Кущ,Verwelkende Struik,Solgun Çalı
L_DEC_BLOODYOAK,,Bloody Oak,血染めの樫,Blutiger Eichbaum,Chêne Sanglant,Roble Sangriento,Carvalho Sangrento,Кровавый Дуб,Quercia Insanguinata,血橡樹,血色橡树,피의 참나무,Krwawy Dąb,Кривавий Дуб,Bloedige Eik,Kanlı Meşe
L_DEC_SNAKEROOTS,,Snakeroots,ヘビノネ,Schlangenwurzeln,Racines-serpent,Raíces de serpiente,Raízes-de-cobra,Змеекорни,Radici di Serpente,蛇根,蛇根,뱀뿌리,Wężokorzenie,Зміїне коріння,Slangenwortel,Yılan Kökleri
L_DEC_UNKNOWNSKULL,,Unknown Skull,謎の頭蓋骨,Unbekannter Schädel,Crâne Inconnu,Cráneo Desconocido,Crânio Desconhecido,Неизвестный череп,Teschio Sconosciuto,未知頭骨,未知头骨,미지의 해골,Nieznana Czaszka,Невідомий череп,Onbekende Schedel,Bilinmeyen Kafatası
L_DEC_APOCRANOX'STABLE,,Apocranox's Table,アポクラノックスの机,Apocranox' Tafel,Table d'Apocranox,Mesa de Apocranox,Mesa de Apocranox,Таблица Апокранокса,Tavola di Apocranox,阿波克拉諾克斯的桌子,阿波克拉诺的桌子,아포크라녹스의 테이블,Stół Apocranoksa,Таблиця Апокранокса,Tafel van Apocranox,Apocranox'un Masası
L_DEC_APOCRANOX'STHRONE,,Apocranox's Throne,アポクラノックスの玉座,Apocranox' Thron,Trône d'Apocranox,Trono de Apocranox,Trono de Apocranox,Трон Апокранокса,Trono di Apocranox,阿波克拉諾克斯的王座,阿波克拉诺的王座,아포크라녹스의 왕좌,Tron Apocranoksa,Трон Апокранокса,Apocranox' Troon,Apocranox'un Tahtı
L_DEC_TRIBUTETOREGALIS,,Tribute to Regalis,レガリスへの献辞,Tribut an Regalis,Hommage à Regalis,Tributo a Regalis,Tributo a Regalis,Дань Регалису,Tributo a Regalis,向雷加利斯致敬,蕾伽丽丝的进贡祭坛,레갈리스에 대한 헌사,Hołd dla Regalisa,Данина Регалісу,Eerbetoon aan Regalis,Regalis'e Saygı
L_DEC_REGALIS'BANNER,,Regalis' Banner,レガリスの旗,Regalis' Banner,Bannière de Regalis,Estandarte de Regalis,Estandarte de Regalis,Знамя Регалиса,Vessillo di Regalis,雷加利斯的旗幟,蕾伽丽丝的旗帜,레갈리스의 깃발,Sztandar Regalisa,Знамено Регаліса,Banier van Regalis,Regalis'in Sancağı
L_DEC_REGALIS'BIGRUG,,Regalis' Big Rug,レガリスの大きな絨毯,Regalis' großer Teppich,Tapis Géant de Regalis,Alfombra Grande de Regalis,Tapete Grande de Regalis,Большой Ковер Регалиса,Tappeto Grande di Regalis,雷加利斯的大地毯,蕾伽丽丝的大地毯,레갈리스의 큰 러그,Wielki Dywan Regalisa,Великий Килим Регаліса,Regalis' Grote Tapijt,Regalis'in Büyük Halısı
L_DEC_REGALIS'INNERBEAUTY,,Regalis' Inner Beauty,レガリスの内なる美,Regalis' innere Schönheit,Beauté Intérieure de Regalis,Belleza Interior de Regalis,Beleza Interior de Regalis,Внутренняя красота Регалиса,La Bellezza Interiore di Regalis,雷加利斯的內在美,蕾伽丽丝的内在美,레갈리스의 내면적 아름다움,Wewnętrzne Piękno Regalisa,Внутрішня Краса Регаліса,Regalis' Innerlijke Schoonheid,Regalis'in İç Güzelliği
L_DEC_REGALIS'CHAIR,,Regalis' Chair,レガリスの椅子,Regalis' Stuhl,Chaise de Regalis,Silla de Regalis,Cadeira de Regalis,Кресло Регалиса,Seggio di Regalis,雷加利斯之椅,蕾伽丽丝的椅子,레갈리스의 의자,Krzesło Regalisa,Крісло Регаліса,Regalis' Stoel,Regalis'in Sandalyesi
L_DEC_REGALIS'PILLARPURPLE,,Regalis' Pillar (Purple),レガリスの柱（紫）,Regalis' Säule (Lila),Pilier de Regalis (Violet),Pilar de Regalis (Púrpura),Pilar de Regalis (Roxo),Столп Регалиса (Фиолетовый),Pilastro di Regalis (Viola),雷加利斯之柱（紫）,蕾伽丽丝的柱子（紫）,레갈리스의 기둥 (보라색),Filar Regalisa (Fioletowy),Стовп Регаліса (Фіолетовий),Zuil van Regalis (Paars),Regalis'in Sütunu (Mor)
L_DEC_REGALIS'LONGRUG,,Regalis' Long Rug,レガリスの長い絨毯,Regalis' langer Teppich,Tapis Long de Regalis,Alfombra Larga de Regalis,Tapete Comprido de Regalis,Длинный ковёр Регалиса,Tappeto Lungo di Regalis,雷加利斯的長地毯,蕾伽丽丝的长地毯,레갈리스의 긴 러그,Długi Dywan Regalisa,Довгий килим Регаліса,Regalis' Lange Tapijt,Regalis'in Uzun Halısı
L_DEC_INTOXICATION,,Intoxication,酩酊,Trunkenheit,Intoxication,Intoxicación,Intoxicação,Опьянение,Intossicazione,醉酒,醉酒,취기,Upojenie,Сп'яніння,Bedwelming,Sarhoşluk
L_DEC_WALKINTOMYPARLOR,,Walk In To My Parlor,私の部屋へようこそ,Tritt ein in meinen Salon,Entre dans mon salon,Entra En Mi Salón,Entre em Meu Salão,Войди В Мою Гостиную,Entra Nel Mio Salotto,歡迎光臨我的客廳,步入我的会客室,내 응접실로 들어오세요,Wejdź Do Mojego Salonu,Завітай До Моєї Вітальні,Loop In Mijn Salon,Salonuma Buyur
L_DEC_LURIDBLOOM,,Lurid Bloom,妖しい花,Greller Blütenflor,Floraison Morbide,Florecimiento Lúgubre,Florescência Lúgubre,Зловещий Цвет,Fioritura Livida,妖豔綻放,妖艳绽放,괴이한 꽃,Jaskrawy Rozkwit,Моторошний Цвіт,Grimmige Bloei,Solgun Çiçeklenme
L_DEC_SPIDERWORT,,Spiderwort,スパイダーワート,Spinnenkraut,Éphémère,Tradescantia,Erva-de-aranha,Традесканция,Spiderwort,紫露草,蜘蛛草,거미풀,Trzykrotka,Традесканція,Spinnenplant,Örümcekotu
