Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_PROJD_ENCHANTER_RANK_3,,Allows you to upgrade your Spell Gems even further.,魔石をさらに強化することができます。,"Ermöglicht es dir, deine Zauber-Edelsteine noch weiter zu verbessern.",Vous permet d'améliorer vos Gemmes de Sort encore davantage.,Te permite mejorar aún más tus Gemas de Hechizo.,Permite que você aprimore suas Gemas de Feitiço ainda mais.,Позволяет улучшить ваши Камни Заклинаний еще сильнее.,Ti permette di potenziare ulteriormente le tue Gemme Incantesimo.,讓你能夠進一步強化你的法術寶石。,允许你进一步给法术宝石升阶。,주문 보석을 더욱 강화할 수 있게 해줍니다.,Pozwala na jeszcze dalsze ulepszanie Klejnotów Zaklęć.,Дозволяє вдосконалювати ваші Магічні Самоцвіти ще більше.,Hiermee kun je je Spreukstenen nog verder upgraden.,Büyü Taşlarını daha da yükseltmene olanak tanır.
L_PROJN_TAVERN_BRAWLS,,Tavern Brawls,酒場の乱闘,Tavernenschlägereien,Bagarres de Taverne,Peleas de Taberna,Brigas de Taverna,Трактирные Драки,Risse da Taverna,酒館鬥毆,酒馆斗殴,선술집 난투,Bijatyki w Karczmie,Таверняні Бійки,Kroeggevechten,Meyhane Kavgaları
L_PROJD_TAVERN_BRAWLS,,"Unlocks the Tavern Brawl decoration, allowing you to fight against other players' creatures to win exclusive prizes.",酒場の乱闘装飾をアンロックし、他のプレイヤーのクリーチャーと戦って限定報酬を獲得できるようになります。,"Schaltet die Tavernenschlägerei-Dekoration frei, die es dir ermöglicht, gegen Kreaturen anderer Spieler zu kämpfen, um exklusive Preise zu gewinnen.","Débloque la décoration Bagarre de Taverne, vous permettant d'affronter les créatures d'autres joueurs pour gagner des prix exclusifs.","Desbloquea la decoración Pelea de Taberna, permitiéndote luchar contra las criaturas de otros jugadores para ganar premios exclusivos.","Desbloqueia a decoração Briga de Taverna, permitindo que você lute contra as criaturas de outros jogadores para ganhar prêmios exclusivos.","Разблокирует декорацию ""Трактирная драка","Sblocca la decorazione Rissa da Taverna, permettendoti di combattere contro le creature di altri giocatori per vincere premi esclusivi.",解鎖酒館大亂鬥裝飾，讓你能夠與其他玩家的生物對戰，贏取獨家獎勵。,解锁酒馆斗殴装饰，允许你与其他玩家的生物战斗，赢取独家奖励。,선술집 난투 장식을 해제하여 다른 플레이어의 생물과 싸워 독점 보상을 획득할 수 있습니다.,"Odblokowuje dekorację Bijatyka w Karczmie, umożliwiając walkę przeciwko stworom innych graczy, aby wygrać ekskluzywne nagrody.","Розблоковує декорацію ""Таверна для бійок","Ontgrendelt de Herberggevecht-decoratie, waarmee je tegen wezens van andere spelers kunt vechten om exclusieve prijzen te winnen.","Meyhane Kavgası dekorasyonunu açar, diğer oyuncuların yaratıklarına karşı savaşarak özel ödüller kazanmanızı sağlar."
L_PROJN_REFINERY,,Refinery,精製所,Raffinerie,Raffinerie,Refinería,Refinaria,Нефтеперерабатывающий завод,Raffineria,精煉廠,精炼机,정제소,Rafineria,Нафтопереробний завод,Raffinaderij,Rafineri
L_PROJD_REFINERY,,"Unlocks the Refinery decoration, allowing you to salvage your unwanted Artifacts and Spell Gems, as well as convert your resources into different ones.",精錬所の装飾をアンロックし、不要なアーティファクトやスペルジェムを分解したり、リソースを別のものに変換したりできるようになります。,"Schaltet die Raffinerie-Dekoration frei, mit der du unerwünschte Artefakte und Zaubergems verwerten sowie deine Ressourcen in andere umwandeln kannst.","Débloque la décoration Raffinerie, vous permettant de récupérer vos Artéfacts et Gemmes de Sort indésirables, ainsi que de convertir vos ressources en d'autres types.","Desbloquea la decoración Refinería, permitiéndote recuperar tus Artefactos y Gemas de Hechizo no deseados, así como convertir tus recursos en otros diferentes.","Desbloqueia a decoração Refinaria, permitindo que você recupere seus Artefatos e Gemas de Feitiço indesejados, além de converter seus recursos em outros diferentes.","Разблокирует украшение Очистительный завод, позволяющее перерабатывать ненужные Артефакты и Самоцветы заклинаний, а также конвертировать ресурсы в другие виды.","Sblocca la decorazione Raffineria, permettendoti di recuperare i tuoi Artefatti e Gemme Incantate indesiderati, oltre a convertire le tue risorse in altre diverse.",解鎖精煉廠裝飾，讓你能夠回收不需要的神器和法術寶石，以及將你的資源轉換成不同種類的資源。,解锁精炼机装饰，允许你分解不需要的神器和法术宝石，还能将资源互相转化。,제련소 장식을 해제하여 원하지 않는 유물과 주문 보석을 회수하고 자원을 다른 종류로 변환할 수 있습니다.,"Odblokowuje dekorację Rafineria, pozwalającą na odzyskiwanie niechcianych Artefaktów i Klejnotów Zaklęć, a także konwersję zasobów na inne.","Розблоковує декорацію Очисний завод, що дозволяє переробляти небажані Артефакти та Магічні Самоцвіти, а також перетворювати ваші ресурси на інші.","Ontgrendelt de Raffinaderij-decoratie, waarmee je ongewenste Artefacten en Spreukedelstenen kunt hergebruiken, en je grondstoffen kunt omzetten in andere.","Rafinerisi dekorasyonunu açar, istemediğiniz Eserlerinizi ve Büyü Taşlarınızı geri dönüştürmenize ve kaynaklarınızı farklı kaynaklara dönüştürmenize olanak tanır."
L_PROJN_GAMBLING_DWARVES,,Gambling Dwarves,ギャンブル好きなドワーフたち,Glücksspielende Zwerge,Nains Joueurs,Enanos Apostadores,Anões Apostadores,Азартные Гномы,Nani Giocatori d'Azzardo,賭博矮人,赌博矮人,도박하는 드워프들,Hazardujące Krasnoludy,Азартні Гноми,Goklustige Dwergen,Kumar Oynayan Cüceler
L_PROJD_GAMBLING_DWARVES,,Unlocks four different NPCs that you can place in your castle. Each one offers their own mini-games that reward you with valuable prizes. Also allows you to encounter Riddle Dwarves in realms.,城に配置できる4人の異なるNPCをアンロックします。それぞれが価値ある報酬を与えるミニゲームを提供します。また、領域内でなぞなしドワーフに遭遇できるようになります。,"Schaltet vier verschiedene NPCs frei, die du in deiner Burg platzieren kannst. Jeder bietet eigene Minispiele, die dich mit wertvollen Preisen belohnen. Ermöglicht dir außerdem, Rätselzwergen in den Reichen zu begegnen.",Débloque quatre PNJ différents que vous pouvez placer dans votre château. Chacun propose ses propres mini-jeux qui vous récompensent avec des prix précieux. Permet également de rencontrer des Nains Énigmatiques dans les royaumes.,Desbloquea cuatro PNJs diferentes que puedes colocar en tu castillo. Cada uno ofrece sus propios minijuegos que te recompensan con valiosos premios. También te permite encontrar Enanos Enigmáticos en los reinos.,Desbloqueia quatro NPCs diferentes que você pode colocar em seu castelo. Cada um oferece seus próprios minijogos que recompensam você com prêmios valiosos. Também permite que você encontre Anões Enigmáticos nos reinos.,"Разблокирует четырех разных NPC, которых вы можете разместить в своем замке. Каждый из них предлагает свои мини-игры, которые вознаграждают вас ценными призами. Также позволяет вам встречать Гномов-загадочников в мирах.",Sblocca quattro diversi NPC che puoi posizionare nel tuo castello. Ognuno offre i propri mini-giochi che ti premiano con preziosi premi. Permette anche di incontrare i Nani degli Enigmi nei reami.,解鎖四個不同的NPC，你可以將他們放置在你的城堡中。每個NPC都提供各自的小遊戲，完成後可獲得珍貴獎勵。同時也讓你能在各個領域中遇見謎語矮人。,解锁四个不同的NPC，你可以将他们放置在城堡中。每个NPC都提供各自的小游戏，完成后可获得珍贵的奖励。这也允许你在领域中遇到谜语矮人。,당신의 성에 배치할 수 있는 네 가지 다른 NPC를 해금합니다. 각각은 가치 있는 보상을 제공하는 자신만의 미니게임을 제공합니다. 또한 영역에서 수수께끼 드워프를 만날 수 있게 해줍니다.,"Odblokowuje czterech różnych NPC, których możesz umieścić w swoim zamku. Każdy z nich oferuje własne mini-gry, które nagradzają cię cennymi nagrodami. Pozwala również na spotkanie Zagadkowych Krasnoludów w krainach.","Розблоковує чотирьох різних NPC, яких можна розмістити у вашому замку. Кожен з них пропонує власні міні-ігри, які нагороджують вас цінними призами. Також дозволяє зустрічати Гномів-Загадок у світах.",Ontgrendelt vier verschillende NPC's die je in je kasteel kunt plaatsen. Elk biedt zijn eigen minigames die je belonen met waardevolle prijzen. Hiermee kun je ook Raadsel Dwergen tegenkomen in rijken.,Kalenize yerleştirebileceğiniz dört farklı NPC'nin kilidini açar. Her biri size değerli ödüller kazandıran kendi mini oyunlarını sunar. Ayrıca diyarlarda Bilmece Cüceleriyle karşılaşmanıza olanak tanır.
L_PROJN_ARENA,,Arena,アリーナ,Arena,Arène,Arena,Arena,Арена,Arena,競技場,竞技场,투기장,Arena,Арена,Arena,Arena
L_PROJD_ARENA,,"Unlocks the Arena decoration, which allows you to draft a team of creatures to fight against enemies and earn exclusive prizes.",アリーナの装飾を解除し、敵と戦って限定報酬を獲得するためのクリーチャーチームを編成できるようになります。,"Schaltet die Arena-Dekoration frei, mit der du ein Team aus Kreaturen zusammenstellen kannst, um gegen Feinde zu kämpfen und exklusive Preise zu gewinnen.","Débloque la décoration Arène, qui vous permet de constituer une équipe de créatures pour combattre des ennemis et gagner des récompenses exclusives.","Desbloquea la decoración de Arena, que te permite reclutar un equipo de criaturas para luchar contra enemigos y ganar premios exclusivos.","Desbloqueia a decoração Arena, que permite montar uma equipe de criaturas para lutar contra inimigos e ganhar prêmios exclusivos.","Разблокирует украшение Арена, которое позволяет вам набирать команду существ для сражения с врагами и получения эксклюзивных наград.","Sblocca la decorazione Arena, che ti permette di reclutare una squadra di creature per combattere contro nemici e guadagnare premi esclusivi.",解鎖競技場裝飾，讓你可以組建一支生物隊伍，與敵人對抗並贏取獨家獎勵。,解锁竞技场装饰，允许你组建一支生物团队与敌人战斗并赢取专属奖励。,아레나 장식을 해제하여 생물 팀을 구성해 적과 싸우고 독점 보상을 획득할 수 있습니다.,"Odblokowuje dekorację Areny, która pozwala na stworzenie drużyny stworów do walki z wrogami i zdobywanie ekskluzywnych nagród.","Розблоковує декорацію Арена, яка дозволяє набирати команду істот для боротьби проти ворогів та отримувати ексклюзивні нагороди.","Ontgrendelt de Arena-decoratie, waarmee je een team van wezens kunt samenstellen om tegen vijanden te vechten en exclusieve prijzen te verdienen.","Arena dekorasyonunu açar, bu sayede düşmanlara karşı savaşmak ve özel ödüller kazanmak için yaratıklardan oluşan bir takım oluşturabilirsiniz."
L_PROJN_GOBLET_OF_TRIALS,,Goblet of Trials,ゴブレット・オブ・トライアルズ,Kelch der Prüfungen,Coupe des Épreuves,Cáliz de Pruebas,Cálice de Provações,Кубок Испытаний,Calice delle Prove,試煉之杯,试炼之杯,시련의 성배,Kielich Prób,Келих Випробувань,Kelk der Beproevingen,Sınavlar Kadehi
L_PROJD_GOBLET_OF_TRIALS,,"Unlocks the Goblet of Trials decoration, which rewards you for completing Realm Quests under certain conditions.",特定の条件下でレルムクエストを完了することで報酬を得られる「試練の杯」の装飾を解放します。,"Schaltet die Dekoration „Kelch der Prüfungen"" frei, die dich für das Abschließen von Reichsquests unter bestimmten Bedingungen belohnt.","Débloque la décoration Coupe des Épreuves, qui vous récompense pour avoir terminé des Quêtes de Royaume sous certaines conditions.","Desbloquea la decoración Cáliz de Pruebas, que te recompensa por completar Misiones del Reino bajo ciertas condiciones.","Desbloqueia a decoração Cálice das Provações, que te recompensa por completar Missões do Reino sob certas condições.","Разблокирует украшение «Кубок Испытаний», которое вознаграждает вас за выполнение Заданий Мира при определённых условиях.","Sblocca la decorazione Calice delle Prove, che ti premia per aver completato le Missioni del Reame in determinate condizioni.",解鎖「試煉之杯」裝飾，當你在特定條件下完成領域任務時，將獲得獎勵。,解锁试炼之杯装饰，当你在特定条件下完成领域任务时可获得奖励。,특정 조건에서 영역 퀘스트를 완료하면 보상을 주는 시련의 성배 장식을 해금합니다.,"Odblokowuje dekorację Kielich Prób, która nagradza cię za ukończenie Zadań Krainy pod określonymi warunkami.","Розблоковує декорацію ""Келих Випробувань","Ontgrendelt de Kelk der Beproevingen-decoratie, die je beloont voor het voltooien van Rijksopdrachten onder bepaalde voorwaarden.",Belirli koşullar altında Diyar Görevlerini tamamladığınızda sizi ödüllendiren Sınavlar Kadehi dekorasyonunun kilidini açar.
L_PROJN_GATE_OF_THE_GODS,,Gate of the Gods,神々の門,Tor der Götter,Porte des Dieux,Puerta de los Dioses,Portão dos Deuses,Врата Богов,Porta degli Dei,神之門,众神之门,신들의 문,Brama Bogów,Брама Богів,Poort van de Goden,Tanrıların Kapısı
L_PROJD_GATE_OF_THE_GODS,,"Unlocks the Gate of the Gods decoration, which allows you to fight against the gods themselves!",神々の門の装飾品をアンロックし、神々自身と戦うことができるようになります！,"Schaltet die Dekoration „Tor der Götter"" frei, die es dir ermöglicht, gegen die Götter selbst zu kämpfen!","Débloque la décoration Porte des Dieux, qui vous permet d'affronter les dieux eux-mêmes !","Desbloquea la decoración Puerta de los Dioses, ¡que te permite luchar contra los propios dioses!","Desbloqueia a decoração Portão dos Deuses, que permite que você lute contra os próprios deuses!","Разблокирует украшение Врата Богов, которое позволяет сражаться против самих богов!","Sblocca la decorazione Porta degli Dei, che ti permette di combattere contro gli dei in persona!",解鎖「眾神之門」裝飾，讓你能夠與眾神本尊一較高下！,解锁众神之门装饰，允许你与众神本尊一决高下！,신들의 문 장식을 해제하여 신들 자신과 싸울 수 있게 됩니다!,"Odblokowuje dekorację Brama Bogów, która pozwala ci walczyć przeciwko samym bogom!","Розблоковує декорацію Брама Богів, яка дозволяє вам битися проти самих богів!","Ontgrendelt de Poort der Goden decoratie, waarmee je tegen de goden zelf kunt vechten!","Tanrıların Kapısı dekorasyonunu açar, bu da tanrıların kendilerine karşı savaşmanıza olanak tanır!"
L_PROJN_WILL_OF_THE_GODS,,Will of the Gods,神々の意志,Wille der Götter,Volonté des Dieux,Voluntad de los Dioses,Vontade dos Deuses,Воля Богов,Volontà degli Dei,神明的意志,众神之意志,신들의 의지,Wola Bogów,Воля Богів,Wil der Goden,Tanrıların İradesi
L_PROJD_WILL_OF_THE_GODS,,"Unlocks the Will of the Gods decoration, which instructs you to use certain traits each real-world week in exchange for valuable rewards.",神々の意志の装飾を解放します。これは、価値ある報酬と引き換えに、現実世界の毎週特定の特性を使用するよう指示します。,"Schaltet die Dekoration „Wille der Götter"" frei, die dir jede reale Woche bestimmte Eigenschaften vorgibt, die du im Austausch für wertvolle Belohnungen nutzen sollst.","Débloque la décoration Volonté des Dieux, qui vous demande d'utiliser certains traits chaque semaine réelle en échange de récompenses précieuses.","Desbloquea la decoración Voluntad de los Dioses, que te indica usar ciertos rasgos cada semana del mundo real a cambio de valiosas recompensas.","Desbloqueia a decoração Vontade dos Deuses, que te instrui a usar certos traços a cada semana do mundo real em troca de recompensas valiosas.","Разблокирует украшение «Воля Богов», которое указывает вам использовать определенные черты каждую реальную неделю в обмен на ценные награды.","Sblocca la decorazione Volontà degli Dei, che ti indica quali caratteristiche usare ogni settimana nel mondo reale in cambio di preziose ricompense.",解鎖「眾神之意志」裝飾，它會指示你在每個現實世界的週期內使用特定特質，以換取珍貴獎勵。,解锁众神之意志装饰，它会指导你在每个现实世界的一周内使用特定特性，以换取珍贵的奖励。,"신들의 의지 장식을 해제하여, 매주 현실 세계의 시간에 맞춰 특정 특성을 사용하도록 지시하고 그 대가로 가치 있는 보상을 제공합니다.","Odblokowuje dekorację Wola Bogów, która nakazuje ci używać określonych cech w każdym rzeczywistym tygodniu w zamian za cenne nagrody.","Розблоковує декорацію Воля Богів, яка щотижня в реальному світі дає вам завдання використовувати певні риси в обмін на цінні нагороди.","Ontgrendelt de decoratie Wil der Goden, die je opdraagt om elke echte-wereldweek bepaalde eigenschappen te gebruiken in ruil voor waardevolle beloningen.","Tanrıların İradesi dekorasyonunu açar, bu dekorasyon sana gerçek dünyada her hafta değerli ödüller karşılığında belirli özellikleri kullanmanı emreder."
L_PROJN_RELIQUARY,,Reliquary,聖遺物庫,Reliquiar,Reliquaire,Relicario,Relicário,Реликварий,Reliquiario,聖物室,圣物库,유물함,Relikwiarz,Реліквія,Reliekschrijn,Kutsal Emanetler
L_PROJD_RELIQUARY,,"Unlocks the Reliquary decoration, allowing you to partake in Prophecies. Prophecies are infinitely-repeatable quests that grant exclusive rewards. Also allows you to unlock and upgrade Relics of the Gods.",聖遺物の装飾を解放し、予言に参加できるようになります。予言は無限に繰り返し可能なクエストで、限定報酬を獲得できます。また、神々の遺物を解放し、アップグレードすることも可能になります。,"Schaltet die Reliquiendekoration frei, die es dir ermöglicht, an Prophezeiungen teilzunehmen. Prophezeiungen sind unendlich wiederholbare Quests, die exklusive Belohnungen gewähren. Ermöglicht dir außerdem, Relikte der Götter freizuschalten und aufzuwerten.","Débloque la décoration du Reliquaire, vous permettant de participer aux Prophéties. Les Prophéties sont des quêtes infiniment répétables qui accordent des récompenses exclusives. Permet également de débloquer et d'améliorer les Reliques des Dieux.","Desbloquea la decoración del Relicario, permitiéndote participar en Profecías. Las Profecías son misiones infinitamente repetibles que otorgan recompensas exclusivas. También te permite desbloquear y mejorar las Reliquias de los Dioses.","Desbloqueia a decoração Relicário, permitindo que você participe de Profecias. Profecias são missões infinitamente repetíveis que concedem recompensas exclusivas. Também permite que você desbloqueie e aprimore Relíquias dos Deuses.","Открывает украшение Реликварий, позволяющее вам участвовать в Пророчествах. Пророчества — это бесконечно повторяемые задания, которые дают эксклюзивные награды. Также позволяет разблокировать и улучшать Реликвии Богов.","Sblocca la decorazione Reliquiario, permettendoti di partecipare alle Profezie. Le Profezie sono missioni ripetibili all'infinito che garantiscono ricompense esclusive. Consente inoltre di sbloccare e potenziare le Reliquie degli Dei.",解鎖聖物庫裝飾，讓你能夠參與預言。預言是無限重複的任務，可獲得專屬獎勵。還允許你解鎖和升級諸神聖物。,解锁圣物库装饰，允许你使用预言。预言是无限重复的任务，提供专属奖励。这也允许你解锁和升级众神圣物。,유물고 장식을 해제하여 예언에 참여할 수 있게 합니다. 예언은 특별한 보상을 주는 무한 반복 가능한 퀘스트입니다. 또한 신들의 유물을 해제하고 업그레이드할 수 있게 합니다.,"Odblokowuje dekorację Relikwiarz, umożliwiając udział w Przepowiedniach. Przepowiednie to nieskończenie powtarzalne zadania, które zapewniają ekskluzywne nagrody. Pozwala również odblokować i ulepszać Relikwie Bogów.","Розблоковує декорацію Реліквій, що дозволяє вам брати участь у Пророцтвах. Пророцтва — це квести, які можна повторювати нескінченно та які дають ексклюзивні нагороди. Також дозволяє розблоковувати та покращувати Реліквії Богів.","Ontgrendelt de Reliekschrijn-decoratie, waardoor je kunt deelnemen aan Profetieën. Profetieën zijn oneindig herhaalbare quests die exclusieve beloningen opleveren. Hiermee kun je ook Relikwieën van de Goden ontgrendelen en upgraden.","Kalıntı dekorasyonunu açar, Kehanetlere katılmanıza olanak tanır. Kehanetler, özel ödüller veren sonsuz tekrarlanabilir görevlerdir. Ayrıca Tanrıların Kalıntılarını açmanıza ve yükseltmenize olanak sağlar."
L_PROJN_DIVINATION_CANDLE,,Divination Candle,占術の蝋燭,Wahrsagekerze,Bougie de Divination,Vela de Adivinación,Vela de Adivinhação,Свеча Прорицания,Candela della Divinazione,占卜蠟燭,占卜蜡烛,점술 양초,Świeca Wróżbiarska,Свічка Віщування,Waarzegkaarsen,Kehanet Mumu
L_PROJD_DIVINATION_CANDLE,,Allows you to find Divination Candles in realms. Divination Candles allow you to spawn your choice of creatures to fight against.,領域内で占いの蝋燭を見つけることができます。占いの蝋燭を使うと、戦いたい生物を自分で選んで出現させることができます。,"Ermöglicht es dir, Wahrsagekerzen in Reichen zu finden. Wahrsagekerzen erlauben es dir, Kreaturen deiner Wahl zu beschwören, gegen die du kämpfen kannst.",Vous permet de trouver des Bougies de Divination dans les royaumes. Les Bougies de Divination vous permettent de faire apparaître les créatures de votre choix pour les combattre.,Te permite encontrar Velas de Adivinación en los reinos. Las Velas de Adivinación te permiten invocar a las criaturas que elijas para luchar contra ellas.,Permite que você encontre Velas de Adivinhação nos reinos. Velas de Adivinhação permitem que você invoque criaturas de sua escolha para lutar contra elas.,Позволяет находить Гадальные Свечи в мирах. Гадальные Свечи позволяют призывать выбранных вами существ для сражения.,Ti permette di trovare Candele Divinatorie nei reami. Le Candele Divinatorie ti consentono di evocare creature a tua scelta contro cui combattere.,讓你能在領域中找到占卜蠟燭。占卜蠟燭可以讓你召喚自選的生物來對抗。,允许你在领域中找到占卜蜡烛。占卜蜡烛允许你生成自选的生物来对战。,영역에서 점술 양초를 찾을 수 있게 해줍니다. 점술 양초를 사용하면 원하는 생물을 소환하여 싸울 수 있습니다.,Pozwala ci znajdować Świece Wróżbiarskie w krainach. Świece Wróżbiarskie umożliwiają przyzywanie wybranych przez ciebie stworzeń do walki.,Дозволяє знаходити Віщувальні Свічки в світах. Віщувальні Свічки дозволяють викликати обраних вами істот для бою.,Hiermee kun je Waarzegkaarsen vinden in rijken. Waarzegkaarsen stellen je in staat om zelf te kiezen welke wezens je wilt oproepen om tegen te vechten.,"Diyarlarda Kehanet Mumları bulmanızı sağlar. Kehanet Mumları, karşı savaşmak için istediğiniz yaratıkları çağırmanıza olanak tanır."
L_PROJN_INCREASED_MAXIMUM_PROJECTS_1,,Increased Maximum Projects,プロジェクト上限増加,Erhöhte maximale Projekte,Augmentation du nombre maximal de projets,Aumento de Proyectos Máximos,Aumento de Projetos Máximos,Увеличение максимального количества проектов,Progetti Massimi Aumentati,提高最大專案數量,增加最大工程数,최대 프로젝트 증가,Zwiększona Maksymalna Liczba Projektów,Збільшено максимальну кількість проєктів,Verhoogd Maximaal Aantal Projecten,Maksimum Proje Sayısı Arttırıldı
