Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_B_TREASUREGOLEM_INTRO,,"A peaceful, fun-loving Treasure Golem appeared.",平和で陽気な宝石ゴーレムが現れた。,"Ein friedlicher, vergnügter Schatzgolem erschien.",Un Golem Trésor pacifique et enjoué est apparu.,Un Gólem del Tesoro pacífico y divertido apareció.,Um Golem do Tesouro pacífico e brincalhão apareceu.,"Появился мирный, весёлый Сокровищный Голем.",Un pacifico e allegro Golem del Tesoro è apparso.,一隻和平、愛玩樂的寶藏魔像出現了。,一只平和的、爱玩乐的宝藏魔像出现了。,평화롭고 재미를 좋아하는 보물 골렘이 나타났다.,"Pojawił się spokojny, wesoły Golem Skarbów.","Мирний, життєрадісний Скарбовий Голем з'явився.","Een vredelievende, vrolijke Schatgolem verscheen.","Barışçıl, eğlenceyi seven bir Hazine Golemi belirdi."
L_B_ENEMY_FLED,1 = enemy name,The enemy {1} has fled from battle!,敵の{1}は戦闘から逃げ出した！,Der Gegner {1} ist aus dem Kampf geflohen!,L'ennemi {1} a fui le combat !,El enemigo {1} ha huido de la batalla!,O inimigo {1} fugiu da batalha!,Враг {1} сбежал с поля боя!,Il nemico {1} è fuggito dalla battaglia!,敵人{1}已逃離戰鬥！,敌人{1}逃离了战斗！,적 {1}이(가) 전투에서 도망쳤다!,Przeciwnik {1} uciekł z walki!,Ворог {1} втік з бою!,De vijand {1} is gevlucht uit het gevecht!,Düşman {1} savaştan kaçtı!
L_B_MSG_VICTORY,,You and your creatures are victorious!,あなたとあなたの生物たちは勝利した！,Du und deine Kreaturen sind siegreich!,Vous et vos créatures êtes victorieux !,¡Tú y tus criaturas han salido victoriosos!,Você e suas criaturas são vitoriosos!,Вы и ваши существа одержали победу!,Tu e le tue creature siete vittoriosi!,你和你的生物獲得了勝利！,你和你的生物胜利了！,당신과 당신의 생물들이 승리했습니다!,Ty i twoje stworzenia odnieśliście zwycięstwo!,Ви та ваші істоти здобули перемогу!,Jij en je wezens zijn zegevierend!,Sen ve yaratıkların zafer kazandınız!
L_B_WIPE_ARENA,,Your creatures are all dead. You have been removed from the arena.,あなたのクリーチャーはすべて死亡しました。あなたはアリーナから退場させられました。,Alle deine Kreaturen sind tot. Du wurdest aus der Arena entfernt.,Toutes vos créatures sont mortes. Vous avez été retiré de l'arène.,Todas tus criaturas están muertas. Has sido expulsado de la arena.,Todas as suas criaturas estão mortas. Você foi removido da arena.,Все ваши существа мертвы. Вас удалили с арены.,Le tue creature sono tutte morte. Sei stato rimosso dall'arena.,你的生物全都死亡了。你已被移出競技場。,你的生物全都死亡了。你已被移出竞技场。,당신의 생물들이 모두 죽었습니다. 당신은 투기장에서 제외되었습니다.,Wszystkie twoje stworzenia nie żyją. Zostałeś usunięty z areny.,Усі ваші істоти мертві. Вас видалено з арени.,Je wezens zijn allemaal dood. Je bent uit de arena verwijderd.,Tüm yaratıkların öldü. Arenadan çıkarıldın.
L_B_WIPE_NORMAL,,"Your creatures are all dead. In a panic, you cast a warding spell on your creatures and teleport to safety.",生き物たちは全て死んでしまった。慌てて、あなたは生き物たちに守りの呪文をかけ、安全な場所へとテレポートした。,Alle deine Kreaturen sind tot. In Panik wirkst du einen Schutzzauber auf deine Kreaturen und teleportierst dich in Sicherheit.,"Toutes vos créatures sont mortes. Pris de panique, vous lancez un sort de protection sur vos créatures et vous téléportez en lieu sûr.","Todas tus criaturas están muertas. En un ataque de pánico, lanzas un hechizo de protección sobre tus criaturas y te teletransportas a un lugar seguro.","Todas as suas criaturas estão mortas. Em pânico, você lança um feitiço de proteção em suas criaturas e se teletransporta para um lugar seguro.",Все ваши существа мертвы. В панике вы накладываете защитное заклинание на ваших существ и телепортируетесь в безопасное место.,"Le tue creature sono tutte morte. In preda al panico, lanci un incantesimo di protezione sulle tue creature e ti teletrasporti in salvo.",你的生物全都死了。在驚慌之中，你對你的生物施放了一個守護法術，並傳送到安全的地方。,你的生物全都死亡了。在惊慌中，你对你的生物施放了一个守护法术并传送到安全地带。,"당신의 생물들이 모두 죽었습니다. 당황한 나머지, 당신은 생물들에게 보호 주문을 걸고 안전한 곳으로 순간이동합니다.",Wszystkie twoje stworzenia nie żyją. W panice rzucasz zaklęcie ochronne na swoje stworzenia i teleportujesz się w bezpieczne miejsce.,Усі ваші істоти мертві. У паніці ви накладаєте захисне закляття на своїх істот і телепортуєтесь у безпечне місце.,Je wezens zijn allemaal dood. In paniek spreek je een beschermende spreuk uit over je wezens en teleporteer je naar veiligheid.,"Yaratıkların hepsi öldü. Panik içinde, yaratıklarının üzerine bir koruma büyüsü yapıp güvenli bir yere ışınlanıyorsun."
L_B_SNARE_FREED,,Freed!,解放された！,Befreit!,Libéré !,¡Liberado!,Libertado!,Освобожден!,Liberato!,解放！,挣脱！,해방됐다!,Uwolniony!,Звільнено!,Bevrijd!,Kurtuldun!
L_B_BURN_INTENSIFIED,,More Intense\nBurn!,より激しく\n燃え上がれ！,Intensiver\nBrennen!,Plus Intense\nBrûle !,Más Intenso\n¡Quema!,Mais Intenso\nQueime!,Более Интенсивно\nГори!,Più Intenso\nBrucia!,更加猛烈\n燃燒！,更猛烈的\n燃烧！,더 강렬하게\n불태워라!,Bardziej Intensywne\nSpal!,Більш Інтенсивно\nГори!,Intenser\nBrand!,Daha Yoğun\nYan!
L_B_POISON_INTENSIFIED,,More Intense\nPoison!,より強力な\n毒！,Intensiveres\nGift!,Plus Intense\nPoison !,Más Intenso\n¡Veneno!,Mais Intenso\nVeneno!,Более Сильный\nЯд!,Più Intenso\nVeleno!,更強烈的\n毒素！,更猛烈的\n中毒！,더 강렬한\n독!,Bardziej Intensywna\nTrucizna!,Більш Інтенсивна\nОтрута!,Intenser\nGif!,Daha Yoğun\nZehir!
L_B_BOMB_INTENSIFIED,,More Intense\nBomb!,より激しく\nボム！,Intensiver\nBombe!,Plus Intense\nBombe !,Más Intenso\n¡Bomba!,Mais Intenso\nBomba!,Более Интенсивно\nБомба!,Più Intenso\nBomba!,更加激烈\n爆炸！,更猛烈的\n炸弹！,더 강렬한\n폭탄!,Bardziej Intensywna\nBomba!,Більш Інтенсивна\nБомба!,Intenser\nBom!,Daha Yoğun\nBomba!
L_B_COND_REMOVED,1 = condition name,{1} Removed,{1}を削除しました,{1} Entfernt,{1} Supprimé,{1} Eliminado,{1} Removido,{1} Удалено,{1} Rimosso,{1} 已移除,{1}已移除,{1} 제거됨,{1} Usunięto,{1} Видалено,{1} Verwijderd,{1} Kaldırıldı
L_B_CONDITION_REMOVED,1 = condition name,{1} Removed,{1}を削除しました,{1} Entfernt,{1} Supprimé,{1} Eliminado,{1} Removido,{1} Удалено,{1} Rimosso,{1} 已移除,{1}已移除,{1} 제거됨,{1} Usunięto,{1} Видалено,{1} Verwijderd,{1} Kaldırıldı
L_B_CONDITION_REMOVED_LOG,"1 = creature's name, 2 = condition name",{1} condition removed: {2}.,{1}の状態異常が解除された：{2}。,{1} Zustand entfernt: {2}.,{1} condition supprimée : {2}.,{1} condición eliminada: {2}.,{1} condição removida: {2}.,{1} состояние снято: {2}.,{1} condizione rimossa: {2}.,{1} 狀態移除：{2}。,{1}状态移除：{2}。,{1} 상태 제거됨: {2}.,{1} stan usunięty: {2}.,{1} стан знято: {2}.,{1} conditie verwijderd: {2}.,{1} durumu kaldırıldı: {2}.
L_B_SLEEP_WOKE,,Woke up!,目覚めた！,Aufgewacht!,Réveillé !,¡Despertó!,Acordou!,Проснулся!,Svegliato!,醒來了！,苏醒！,깨어났다!,Obudzony!,Прокинувся!,Wakker geworden!,Uyandı!
L_B_SLEEPING,,Sleeping,睡眠中,Schlafend,Endormi,Durmiendo,Dormindo,Спящий,Dormire,睡眠中,睡眠中,수면 중,Spanie,Сон,Slapen,Uyuyor
L_B_SILENCE_REMOVED,,Silence\nRemoved,沈黙\n解除,Stille\nEntfernt,Silence\nSupprimé,Silencio\nEliminado,Silêncio\nRemovido,Тишина\nУдалено,Silenzio\nRimosso,沉默\n已移除,沉默\n已移除,침묵\n제거됨,Cisza\nUsunięto,Тиша\nВидалено,Stilte\nVerwijderd,Sessizlik\nKaldırıldı
L_B_NEMESIS,,Nemesis,ネメシス,Nemesis,Némésis,Némesis,Nêmesis,Немезида,Nemesi,宿敵,宿敌,천적,Nemezis,Немезида,Nemesis,Nemesis
L_B_NEM_THORNS,,Thorns,棘,Dornen,Épines,Espinas,Espinhos,Шипы,Spine,荊棘,荆棘,가시,Ciernie,Шипи,Doornen,Dikenler
L_B_NEM_VENGEANCE,,Vengeance,復讐,Rache,Vengeance,Venganza,Vingança,Месть,Vendetta,復仇,复仇,복수,Zemsta,Помста,Wraak,İntikam
L_B_NEM_MISERY,,Misery,悲惨,Elend,Misère,Miseria,Miséria,Страдание,Miseria,悲慘,悲惨,비참함,Udręka,Страждання,Ellende,Sefalet
L_B_NEM_FEEDBACK,,Feedback,フィードバック,Feedback,Retour,Comentarios,Feedback,Отзыв,Feedback,回饋,反噬,피드백,Informacja zwrotna,Відгук,Feedback,Geri Bildirim
L_B_NEM_HEARTY,,Hearty,豪快な,Herzhaft,Robuste,Sustancioso,Vigoroso,Сытный,Sostanzioso,豐盛,强健,든든한,Sycący,Ситний,Stevig,Güçlü
L_B_NEM_AGILE,,Agile,敏捷,Wendig,Agile,Ágil,Ágil,Ловкость,Agile,敏捷,敏捷,민첩한,Zwinny,Спритний,Behendig,Çevik
L_B_NEM_UNDYING,,Undying,不死,Unsterblich,Immortel,Inmortal,Imortal,Бессмертный,Immortale,不死,不死,불멸,Nieśmiertelny,Невмирущий,Onsterfelijk,Ölümsüz
L_B_NEM_BLESSED,,Blessed,祝福された,Gesegnet,Béni,Bendito,Abençoado,Благословенный,Benedetto,祝福,祝福,축복받은,Błogosławiony,Благословенний,Gezegend,Kutsanmış
L_B_NEM_CHAMPION,,Champion,チャンピオン,Champion,Champion,Campeón,Campeão,Чемпион,Campione,勇士,勇士,챔피언,Czempion,Чемпіон,Kampioen,Şampiyon
L_B_NEM_RESISTANT,,Resistant,耐性,Resistent,Résistant,Resistente,Resistente,Устойчивый,Resistente,抗性,抵抗,저항력 있는,Odporny,Стійкий,Resistent,Dirençli
L_B_NEM_PLAGUE,,Plague,疫病,Seuche,Peste,Plaga,Praga,Чума,Peste,瘟疫,瘟疫,역병,Zaraza,Чума,Plaag,Veba
L_B_NEM_BRUTAL,,Brutal,ブルータル,Brutal,Brutal,Brutal,Brutal,Жестокий,Brutale,殘暴,残暴,잔혹한,Brutalny,Жорстокий,Meedogenloos,Acımasız
L_B_NEM_PULSE,,Pulse,パルス,Puls,Impulsion,Pulso,Pulso,Импульс,Impulso,脈動,脉冲,맥동,Puls,Імпульс,Puls,Nabız
L_B_NEM_HEX,,Hex,ヘックス,Hex,Hex,Hex,Hex,Гекс,Hex,妖術,妖术,헥스,Klątwa,Гекс,Hex,Büyü
L_B_NEM_GREEDY,,Greedy,強欲,Gierig,Cupide,Codicioso,Ganancioso,Жадный,Avido,貪婪,贪婪,탐욕스러운,Chciwy,Жадібний,Hebzuchtig,Açgözlü
L_B_NEM_PROTECTED,,Protected,保護された,Geschützt,Protégé,Protegido,Protegido,Защищено,Protetto,受保護,保护,보호됨,Chroniony,Захищено,Beschermd,Korumalı
L_B_NEM_MACABRE,,Macabre,マカブル,Makaber,Macabre,Macabro,Macabro,Зловещий,Macabro,詭譎,骇人,섬뜩한,Makabryczny,Моторошний,Macaber,Korkunç
L_B_NEM_OBTUSE,,Obtuse,鈍角,Schwerfällig,Obtus,Obtuso,Obtuso,Тупой,Ottuso,遲鈍,迟钝,둔각,Niejasny,Тупий,Ondoorzichtig,Anlaşılmaz
L_B_NEM_BLINKING,,Blinking,点滅,Blinzeln,Clignotement,Parpadeo,Piscando,Мерцание,Lampeggiante,閃爍,闪烁,깜박임,Miganie,Блимання,Knipperen,Yanıp Sönme
L_B_NEM_GENIUS,,Genius,天才,Genie,Génie,Genio,Gênio,Гений,Genio,天才,天才,천재,Geniusz,Геній,Genie,Dahi
L_B_NEM_KNOWLEDGEABLE,,Knowledgeable,博識,Sachkundig,Érudit,Erudito,Conhecedor,Эрудированный,Erudito,博學,博学,박식한,Obeznany,Обізнаний,Kundig,Bilgili
L_B_NEM_DESC_THORNS,,"50% of damage taken by enemies is reflected, up to 100% of enemies' Current Health.",敵が受けたダメージの50%が反射され、敵の現在HPの100%まで反射できる。,"50% des von Feinden erlittenen Schadens wird reflektiert, bis zu 100% der aktuellen Gesundheit der Feinde.","50% des dégâts subis par les ennemis sont renvoyés, jusqu'à 100% de la Santé Actuelle des ennemis.","50% del daño recibido por los enemigos es reflejado, hasta un 100% de la Salud Actual de los enemigos.","50% do dano recebido pelos inimigos é refletido, até 100% da Saúde Atual dos inimigos.","50% полученного врагами урона отражается обратно, вплоть до 100% от текущего здоровья врагов.","Il 50% dei danni subiti dai nemici viene riflesso, fino al 100% della Salute Attuale dei nemici.",敵人受到的傷害的50%會被反彈，最多可達敵人當前生命值的100%。,敌人承受伤害的50%会被反弹，最多可达敌人当前生命值的100%。,"적이 받는 피해의 50%가 반사되며, 최대 적 현재 체력의 100%까지 반사됩니다.","50% obrażeń zadanych wrogom jest odbijane, maksymalnie do 100% obecnego zdrowia przeciwników.","50% отриманої ворогами шкоди відбивається, до 100% від поточного здоров'я ворогів.","50% van de schade die vijanden oplopen wordt teruggekaatst, tot maximaal 100% van de huidige gezondheid van vijanden.","Düşmanlar tarafından alınan hasarın %50'si, düşmanların Mevcut Sağlığının en fazla %100'üne kadar yansıtılır."
L_B_NEM_DESC_VENGEANCE,,"After an enemy dies, all other enemies gain 30% stats.",敵が死亡すると、他のすべての敵のステータスが30%上昇する。,"Nachdem ein Gegner stirbt, erhalten alle anderen Gegner 30% mehr auf ihre Werte.","Après la mort d'un ennemi, tous les autres ennemis gagnent 30% de statistiques.","Después de que un enemigo muere, todos los demás enemigos ganan un 30% de estadísticas.","Após a morte de um inimigo, todos os outros inimigos ganham 30% de atributos.",После смерти врага все остальные враги получают +30% к характеристикам.,"Quando un nemico muore, tutti gli altri nemici ottengono il 30% in più alle statistiche.",敵人死亡後，所有其他敵人獲得30%屬性提升。,敌人死亡后，所有其他敌人获得30%属性值。,적이 사망하면 다른 모든 적들의 능력치가 30% 증가합니다.,"Po śmierci wroga, wszyscy pozostali wrogowie zyskują 30% statystyk.",Після смерті ворога всі інші вороги отримують 30% до характеристик.,"Nadat een vijand sterft, krijgen alle andere vijanden 30% meer stats.","Bir düşman öldükten sonra, diğer tüm düşmanlar %30 istatistik kazanır."
L_B_NEM_DESC_MISERY,,Your creatures cannot gain buffs or stats.,あなたのクリーチャーはバフやステータスを獲得できない。,Deine Kreaturen können keine Buffs oder Attribute erhalten.,Vos créatures ne peuvent pas obtenir de bonus ou de statistiques.,Tus criaturas no pueden obtener beneficios o estadísticas.,Suas criaturas não podem ganhar bônus ou atributos.,Ваши существа не могут получать баффы или характеристики.,Le tue creature non possono ottenere potenziamenti o statistiche.,你的生物無法獲得增益或屬性。,你的生物无法获得增益或属性值。,당신의 생물은 버프나 스탯을 얻을 수 없습니다.,Twoje stworzenia nie mogą otrzymywać wzmocnień ani statystyk.,Ваші істоти не можуть отримувати бафи чи характеристики.,Je wezens kunnen geen buffs of stats krijgen.,Yaratıkların güçlendirme veya istatistik kazanamaz.
L_B_NEM_DESC_FEEDBACK,,"After your creatures cast a spell, they take damage equal to 20% of Maximum Health.",自分のクリーチャーが呪文を唱えた後、最大体力の20%に等しいダメージを受ける。,"Nachdem deine Kreaturen einen Zauber gewirkt haben, erleiden sie Schaden in Höhe von 20% ihrer maximalen Gesundheit.","Après que vos créatures lancent un sort, elles subissent des dégâts égaux à 20% de leur Santé Maximale.","Después de que tus criaturas lancen un hechizo, reciben daño igual al 20% de su Salud Máxima.","Após suas criaturas lançarem um feitiço, elas sofrem dano igual a 20% da Saúde Máxima.","После того как ваши существа произносят заклинание, они получают урон, равный 20% от максимального здоровья.","Dopo che le tue creature lanciano un incantesimo, subiscono danni pari al 20% della Salute Massima.",在你的生物施放法術後，他們會受到等同於最大生命值20%的傷害。,你的生物施放法术后，它承受等同于最大生命值20%的伤害。,"당신의 생물이 주문을 시전한 후, 최대 체력의 20%에 해당하는 피해를 입습니다.","Po rzuceniu zaklęcia przez twoje stworzenia, otrzymują one obrażenia równe 20% ich Maksymalnego Zdrowia.","Після того, як ваші істоти використовують заклинання, вони отримують шкоду, що дорівнює 20% від максимального здоров'я.","Nadat je wezens een spreuk hebben uitgesproken, nemen ze schade gelijk aan 20% van hun Maximale Gezondheid.","Yaratıkların bir büyü kullandıktan sonra, Maksimum Sağlığın %20'si kadar hasar alırlar."
L_B_NEM_DESC_HEARTY,,Enemies have 100% more Health and take 50% less damage.,敵の体力が100%増加し、受けるダメージが50%減少する。,Gegner haben 100% mehr Lebenspunkte und erleiden 50% weniger Schaden.,Les ennemis ont 100% de Santé en plus et subissent 50% de dégâts en moins.,Los enemigos tienen 100% más de Salud e infligen 50% menos de daño.,Inimigos têm 100% mais Vida e recebem 50% menos dano.,Враги имеют на 100% больше здоровья и получают на 50% меньше урона.,I nemici hanno il 100% di Salute in più e subiscono il 50% di danni in meno.,敵人擁有100%更多生命值並受到50%更少傷害。,敌人的生命值增加100%，承受的伤害减少50%。,적들의 체력이 100% 증가하고 50% 적은 피해를 받습니다.,Przeciwnicy mają o 100% więcej Zdrowia i otrzymują o 50% mniej obrażeń.,Вороги мають на 100% більше здоров'я та отримують на 50% менше шкоди.,Vijanden hebben 100% meer Gezondheid en krijgen 50% minder schade.,Düşmanların %100 daha fazla Canı var ve %50 daha az hasar alırlar.
L_B_NEM_DESC_AGILE,,Enemies start at the top of the {TIMELINE}.,敵は{TIMELINE}の先頭から始まります。,Gegner beginnen am oberen Ende der {TIMELINE}.,Les ennemis commencent en haut de la {TIMELINE}.,Los enemigos comienzan en la parte superior del {TIMELINE}.,Inimigos começam no topo da {TIMELINE}.,Враги начинают в верхней части {TIMELINE}.,I nemici iniziano in cima alla {TIMELINE}.,敵人從{TIMELINE}的頂端開始。,敌人开始时处于{TIMELINE}顶端。,적들은 {TIMELINE} 상단에서 시작합니다.,Wrogowie zaczynają na górze {TIMELINE}.,Вороги починають на верхній частині {TIMELINE}.,Vijanden beginnen bovenaan de {TIMELINE}.,Düşmanlar {TIMELINE} üst kısmında başlar.
L_B_NEM_DESC_UNDYING,,Enemies resurrect after a short period of time.,敵は短時間で復活します。,Gegner werden nach kurzer Zeit wiederbelebt.,Les ennemis ressuscitent après une courte période de temps.,Los enemigos resucitan después de un breve período de tiempo.,Inimigos ressuscitam após um curto período de tempo.,Враги воскресают через короткий промежуток времени.,I nemici resuscitano dopo un breve periodo di tempo.,敵人會在短時間內復活。,敌人会在短时间内复活。,적들은 짧은 시간 후에 부활합니다.,Wrogowie odradzają się po krótkim czasie.,Вороги відроджуються через короткий проміжок часу.,Vijanden herrijzen na een korte periode.,Düşmanlar kısa bir süre sonra yeniden canlanır.
L_B_NEM_DESC_BLESSED,,Enemies start with 5 buffs.,敵は5つのバフを持った状態で開始する。,Gegner beginnen mit 5 Buffs.,Les ennemis commencent avec 5 bonus.,Los enemigos comienzan con 5 mejoras.,Inimigos começam com 5 buffs.,Враги начинают с 5 баффами.,I nemici iniziano con 5 potenziamenti.,敵人開始時擁有5個增益效果。,敌人开始时拥有5个增益。,적들은 5개의 버프를 가지고 시작합니다.,Przeciwnicy zaczynają z 5 wzmocnieniami.,Вороги починають з 5 бафами.,Vijanden beginnen met 5 buffs.,Düşmanlar 5 güçlendirme ile başlar.
L_B_NEM_DESC_CHAMPION,,"Leader is immune to damage, debuffs, and stat reduction while allies are alive.",味方が生存している間、リーダーはダメージ、デバフ、能力値低下を受けない。,"Anführer ist immun gegen Schaden, Debuffs und Attributreduzierung, solange Verbündete am Leben sind.","Le chef est immunisé contre les dégâts, les affaiblissements et la réduction de statistiques tant que ses alliés sont en vie.","El líder es inmune al daño, a los perjuicios y a la reducción de estadísticas mientras sus aliados estén vivos.","O líder é imune a dano, debuffs e redução de atributos enquanto os aliados estiverem vivos.","Лидер невосприимчив к урону, дебаффам и снижению характеристик, пока живы союзники.","Il leader è immune ai danni, ai debuff e alla riduzione delle statistiche finché gli alleati sono in vita.",當隊友還活著時，隊長免疫傷害、減益效果和能力值降低。,盟友存活时，队长免疫伤害、减益和属性值降低。,"아군이 살아있는 동안 리더는 피해, 디버프, 능력치 감소에 면역됩니다.","Przywódca jest odporny na obrażenia, osłabienia i redukcję statystyk, dopóki jego sojusznicy żyją.","Лідер має імунітет до пошкоджень, дебафів та зниження характеристик, поки союзники живі.","Leider is immuun voor schade, verzwakkingen en statusvermindering zolang bondgenoten in leven zijn.","Lider, müttefikler hayatta olduğu sürece hasara, olumsuz etkilere ve istatistik düşüşlerine karşı bağışıklıdır."
L_B_NEM_DESC_RESISTANT,,Enemies cannot lose stats and are resistant to debuffs.,敵はステータスを失うことができず、デバフに対して耐性を持っています。,Gegner können keine Attribute verlieren und sind resistent gegen Debuffs.,Les ennemis ne peuvent pas perdre de stats et sont résistants aux affaiblissements.,Los enemigos no pueden perder estadísticas y son resistentes a los debuffs.,Inimigos não podem perder atributos e são resistentes a debuffs.,Враги не могут терять характеристики и устойчивы к дебаффам.,I nemici non possono perdere statistiche e sono resistenti ai debuff.,敵人無法降低屬性值，且對減益效果有抗性。,敌人不会损失属性值，并且抵抗减益。,적들은 스탯을 잃지 않으며 디버프에 저항력이 있습니다.,Wrogowie nie mogą tracić statystyk i są odporni na osłabienia.,Вороги не можуть втрачати характеристики та стійкі до дебафів.,Vijanden kunnen geen stats verliezen en zijn resistent tegen debuffs.,Düşmanlar istatistik kaybetmez ve zayıflatıcı etkilere karşı dirençlidir.
