Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_CARD_HARPY2,,Enemies with {CONDNAME_DEBUFF_BLIND} take 10% more damage.,{CONDNAME_DEBUFF_BLIND}状態の敵は10%多くダメージを受ける。,Gegner mit {CONDNAME_DEBUFF_BLIND} erleiden 10% mehr Schaden.,Les ennemis avec {CONDNAME_DEBUFF_BLIND} subissent 10% de dégâts supplémentaires.,Los enemigos con {CONDNAME_DEBUFF_BLIND} reciben 10% más de daño.,Inimigos com {CONDNAME_DEBUFF_BLIND} recebem 10% a mais de dano.,Враги с {CONDNAME_DEBUFF_BLIND} получают на 10% больше урона.,I nemici con {CONDNAME_DEBUFF_BLIND} subiscono il 10% di danni in più.,帶有{CONDNAME_DEBUFF_BLIND}的敵人受到的傷害增加10%。,带有{CONDNAME_DEBUFF_BLIND}的敌人受到的伤害增加10%。,{CONDNAME_DEBUFF_BLIND} 상태인 적은 10% 더 많은 피해를 받습니다.,Wrogowie z {CONDNAME_DEBUFF_BLIND} otrzymują 10% więcej obrażeń.,Вороги з {CONDNAME_DEBUFF_BLIND} отримують на 10% більше шкоди.,Vijanden met {CONDNAME_DEBUFF_BLIND} krijgen 10% meer schade.,{CONDNAME_DEBUFF_BLIND} etkisindeki düşmanlar %10 daha fazla hasar alır.
L_CARD_HARPY3,,Enemies' {CONDNAME_DEBUFF_BLIND} debuff lasts forever.,敵の{CONDNAME_DEBUFF_BLIND}デバフは永久に持続する。,Gegner-{CONDNAME_DEBUFF_BLIND}-Debuff hält ewig an.,Les malus {CONDNAME_DEBUFF_BLIND} des ennemis durent éternellement.,Los debuffs de {CONDNAME_DEBUFF_BLIND} de los enemigos duran para siempre.,Debuff de {CONDNAME_DEBUFF_BLIND} dos inimigos dura para sempre.,Дебафф {CONDNAME_DEBUFF_BLIND} врагов длится вечно.,I nemici affetti da {CONDNAME_DEBUFF_BLIND} lo rimangono per sempre.,敵人的{CONDNAME_DEBUFF_BLIND}減益效果永久持續。,敌人的{CONDNAME_DEBUFF_BLIND}减益永久持续。,적의 {CONDNAME_DEBUFF_BLIND} 디버프가 영원히 지속됩니다.,Osłabienie {CONDNAME_DEBUFF_BLIND} przeciwników trwa wiecznie.,Дебаф {CONDNAME_DEBUFF_BLIND} ворогів триває вічно.,Vijanden hun {CONDNAME_DEBUFF_BLIND} verzwakking duurt voor altijd.,Düşmanların {CONDNAME_DEBUFF_BLIND} zayıflatması sonsuza kadar sürer.
L_CARD_IMP1,,Your creatures' {CLASS_Nature} spells deal 10% more damage.,自分のクリーチャーの{CLASS_Nature}呪文は10%多くのダメージを与える。,Deine Kreaturen verursachen mit {CLASS_Nature}-Zaubern 10% mehr Schaden.,Les sorts {CLASS_Nature} de vos créatures infligent 10% de dégâts supplémentaires.,Tus criaturas hacen un 10% más de daño con hechizos de {CLASS_Nature}.,Os feitiços de {CLASS_Nature} das suas criaturas causam 10% a mais de dano.,Заклинания {CLASS_Nature} ваших существ наносят на 10% больше урона.,Le magie {CLASS_Nature} delle tue creature infliggono il 10% di danno in più.,你的生物的{CLASS_Nature}法術造成的傷害提高10%。,你的生物的{CLASS_Nature}法术造成的伤害提高10%。,당신의 생물들의 {CLASS_Nature} 주문이 10% 더 많은 피해를 입힙니다.,Zaklęcia {CLASS_Nature} twoich stworzeń zadają o 10% więcej obrażeń.,Закляття {CLASS_Nature} ваших істот завдають на 10% більше шкоди.,Je wezens' {CLASS_Nature} spreuken doen 10% meer schade.,Yaratıklarının {CLASS_Nature} büyüleri %10 daha fazla hasar verir.
L_CARD_IMP2,,Your creatures' damaging {CLASS_Nature} spells ignore 10% of their enemies' {STAT_defense}.,味方の生物の与ダメージ{CLASS_Nature}呪文は、敵の{STAT_defense}の10%を無視する。,Deine Kreaturen ignorieren mit ihren schadenverursachenden {CLASS_Nature}-Zaubern 10% der {STAT_defense} ihrer Feinde.,Les sorts offensifs {CLASS_Nature} de vos créatures ignorent 10% de la {STAT_defense} de leurs ennemis.,Tus criaturas con hechizos dañinos de {CLASS_Nature} ignoran el 10% de la {STAT_defense} de sus enemigos.,As criaturas aliadas ignoram 10% da {STAT_defense} dos inimigos ao usar magias de dano de {CLASS_Nature}.,Разрушительные заклинания {CLASS_Nature} ваших существ игнорируют 10% {STAT_defense} их врагов.,Le magie offensive {CLASS_Nature} delle tue creature ignorano il 10% della {STAT_defense} dei loro nemici.,你的生物的傷害性{CLASS_Nature}法術會無視敵人10%的{STAT_defense}。,你的生物的伤害性{CLASS_Nature}法术无视敌人10%的{STAT_defense}。,당신의 생물들의 피해를 주는 {CLASS_Nature} 주문은 적의 {STAT_defense}를 10% 무시합니다.,Zadające obrażenia zaklęcia {CLASS_Nature} twoich stworzeń ignorują 10% {STAT_defense} przeciwników.,Руйнівні {CLASS_Nature} закляття ваших істот ігнорують 10% {STAT_defense} їхніх ворогів.,Je wezens' schadelijke {CLASS_Nature} spreuken negeren 10% van de {STAT_defense} van hun vijanden.,"Yaratıklarınızın hasar veren {CLASS_Nature} büyüleri, düşmanlarının {STAT_defense} değerinin %10'unu görmezden gelir."
L_CARD_IMP3,,Your creatures' {CLASS_Nature} spells have 10% additional {STAT_charges}.,自分のクリーチャーの{CLASS_Nature}呪文は{STAT_charges}が10%増加する。,Deine Kreaturen haben 10% zusätzliche {STAT_charges} bei {CLASS_Nature}-Zaubern.,Les sorts {CLASS_Nature} de vos créatures ont 10% de {STAT_charges} supplémentaires.,Tus criaturas tienen un 10% adicional de {STAT_charges} en hechizos de {CLASS_Nature}.,As criaturas do seu {CLASS_Nature} têm 10% de {STAT_charges} adicionais.,Заклинания {CLASS_Nature} ваших существ имеют на 10% больше {STAT_charges}.,Le magie {CLASS_Nature} delle tue creature hanno il 10% di {STAT_charges} aggiuntive.,你的生物的{CLASS_Nature}法術有額外10%的{STAT_charges}。,你的生物的{CLASS_Nature}法术有额外10%的{STAT_charges}。,당신의 생물들의 {CLASS_Nature} 주문은 10% 추가 {STAT_charges}를 가집니다.,Zaklęcia {CLASS_Nature} twoich stworzeń mają 10% dodatkowych {STAT_charges}.,Заклинання {CLASS_Nature} ваших істот мають на 10% більше {STAT_charges}.,Je wezens' {CLASS_Nature} spreuken hebben 10% extra {STAT_charges}.,Yaratıklarının {CLASS_Nature} büyüleri %10 ek {STAT_charges} kazanır.
L_CARD_SIREN1,,Enemies with {CONDNAME_DEBUFF_SLEEP} have a 25% chance to not wake up after they take damage from attacks.,{CONDNAME_DEBUFF_SLEEP}状態の敵は、攻撃によるダメージを受けても25%の確率で目覚めないことがあります。,"Feinde mit {CONDNAME_DEBUFF_SLEEP} haben eine 25% Chance, nach erlittenem Schaden durch Angriffe nicht aufzuwachen.",Les ennemis avec {CONDNAME_DEBUFF_SLEEP} ont 25% de chances de ne pas se réveiller après avoir subi des dégâts d'attaques.,Los enemigos con {CONDNAME_DEBUFF_SLEEP} tienen un 25% de probabilidad de no despertar después de recibir daño por ataques.,Inimigos com {CONDNAME_DEBUFF_SLEEP} têm 25% de chance de não acordar após sofrerem dano de ataques.,Враги с {CONDNAME_DEBUFF_SLEEP} имеют 25% шанс не проснуться после получения урона от атак.,I nemici con {CONDNAME_DEBUFF_SLEEP} hanno il 25% di probabilità di non svegliarsi dopo aver subito danni dagli attacchi.,帶有{CONDNAME_DEBUFF_SLEEP}的敵人在受到攻擊傷害後有25%的機率不會醒來。,带有{CONDNAME_DEBUFF_SLEEP}的敌人在受到攻击伤害后有25%的几率不会苏醒。,{CONDNAME_DEBUFF_SLEEP} 상태인 적은 공격으로 피해를 입은 후에도 25% 확률로 깨어나지 않습니다.,"Wrogowie z {CONDNAME_DEBUFF_SLEEP} mają 25% szans, że nie obudzą się po otrzymaniu obrażeń z ataków.",Вороги з {CONDNAME_DEBUFF_SLEEP} мають 25% шанс не прокинутися після отримання пошкоджень від атак.,Vijanden met {CONDNAME_DEBUFF_SLEEP} hebben 25% kans om niet wakker te worden nadat ze schade hebben opgelopen door aanvallen.,"Uyku {CONDNAME_DEBUFF_SLEEP} durumundaki düşmanların, saldırılardan hasar aldıktan sonra uyanmama ihtimali %25'tir."
L_CARD_SIREN2,,Enemies with {CONDNAME_DEBUFF_SLEEP} have a 25% chance to not wake up after they take damage from spells.,{CONDNAME_DEBUFF_SLEEP}状態の敵は、呪文によるダメージを受けた後に25%の確率で目覚めないことがあります。,"Feinde mit {CONDNAME_DEBUFF_SLEEP} haben eine 25% Chance, nach erlittenem Zauberschaden nicht aufzuwachen.",Les ennemis avec {CONDNAME_DEBUFF_SLEEP} ont 25% de chances de ne pas se réveiller après avoir subi des dégâts de sorts.,Los enemigos con {CONDNAME_DEBUFF_SLEEP} tienen un 25% de probabilidad de no despertar después de recibir daño de hechizos.,Inimigos com {CONDNAME_DEBUFF_SLEEP} têm 25% de chance de não acordar após sofrerem dano de magias.,Враги с {CONDNAME_DEBUFF_SLEEP} имеют 25% шанс не проснуться после получения урона от заклинаний.,I nemici con {CONDNAME_DEBUFF_SLEEP} hanno il 25% di probabilità di non svegliarsi dopo aver subito danni dagli incantesimi.,帶有{CONDNAME_DEBUFF_SLEEP}的敵人在受到法術傷害後有25%的機率不會醒來。,带有{CONDNAME_DEBUFF_SLEEP}的敌人在受到法术伤害后有25%的几率不会苏醒。,{CONDNAME_DEBUFF_SLEEP} 상태인 적은 주문으로 피해를 입은 후에도 25% 확률로 깨어나지 않습니다.,"Wrogowie z {CONDNAME_DEBUFF_SLEEP} mają 25% szans, że nie obudzą się po otrzymaniu obrażeń od zaklęć.",Вороги з {CONDNAME_DEBUFF_SLEEP} мають 25% шанс не прокинутися після отримання пошкоджень від заклинань.,Vijanden met {CONDNAME_DEBUFF_SLEEP} hebben 25% kans om niet wakker te worden nadat ze schade oplopen door spreuken.,"Uyku {CONDNAME_DEBUFF_SLEEP} durumundaki düşmanların, büyülerden hasar aldıktan sonra uyanmama şansı %25'tir."
L_CARD_SIREN3,,Enemies' {CONDNAME_DEBUFF_SLEEP} debuff lasts forever.,敵の{CONDNAME_DEBUFF_SLEEP}デバフは永久に持続する。,Gegner-{CONDNAME_DEBUFF_SLEEP}-Debuff hält ewig an.,Les malus {CONDNAME_DEBUFF_SLEEP} des ennemis durent éternellement.,Los debuffs de {CONDNAME_DEBUFF_SLEEP} de los enemigos duran para siempre.,Debuff de {CONDNAME_DEBUFF_SLEEP} dos inimigos dura para sempre.,Дебафф {CONDNAME_DEBUFF_SLEEP} врагов длится вечно.,I nemici affetti da {CONDNAME_DEBUFF_SLEEP} lo rimangono per sempre.,敵人的{CONDNAME_DEBUFF_SLEEP}減益效果永久持續。,敌人的{CONDNAME_DEBUFF_SLEEP}减益永久持续。,적의 {CONDNAME_DEBUFF_SLEEP} 디버프는 영원히 지속됩니다.,Osłabienie {CONDNAME_DEBUFF_SLEEP} przeciwników trwa wiecznie.,Дебаф {CONDNAME_DEBUFF_SLEEP} ворогів триває вічно.,Vijanden' {CONDNAME_DEBUFF_SLEEP} debuff duurt voor altijd.,Düşmanların {CONDNAME_DEBUFF_SLEEP} zayıflatması sonsuza kadar sürer.
L_CARD_MINOTAUR1,,You gain 30% more {RES_BRIMSTONE} from battles.,戦闘から得られる{RES_BRIMSTONE}が30%増加する。,Du erhältst 30% mehr {RES_BRIMSTONE} aus Kämpfen.,Vous gagnez 30% de {RES_BRIMSTONE} supplémentaire lors des combats.,Obtienes un 30% más de {RES_BRIMSTONE} de las batallas.,Você ganha 30% mais {RES_BRIMSTONE} em batalhas.,Вы получаете на 30% больше {RES_BRIMSTONE} из сражений.,Ottieni il 30% in più di {RES_BRIMSTONE} dalle battaglie.,你在戰鬥中獲得的{RES_BRIMSTONE}增加30%。,你在战斗中获得的{RES_BRIMSTONE}增加30%。,전투에서 {RES_BRIMSTONE}을(를) 30% 더 획득합니다.,Zyskujesz 30% więcej {RES_BRIMSTONE} z bitew.,Ви отримуєте на 30% більше {RES_BRIMSTONE} з битв.,Je krijgt 30% meer {RES_BRIMSTONE} uit gevechten.,Savaşlardan %30 daha fazla {RES_BRIMSTONE} kazanırsın.
L_CARD_MINOTAUR2,,Increases the base amount of {RES_BRIMSTONE} gained from battles by 15.,戦闘から獲得する{RES_BRIMSTONE}の基本量を15増加させる。,"Erhöht die Basismenge an {RES_BRIMSTONE}, die aus Kämpfen gewonnen wird, um 15.",Augmente la quantité de base de {RES_BRIMSTONE} obtenue lors des combats de 15.,Aumenta la cantidad base de {RES_BRIMSTONE} obtenida en batallas en un 15.,Aumenta a quantidade base de {RES_BRIMSTONE} obtida em batalhas em 15.,"Увеличивает базовое количество {RES_BRIMSTONE}, получаемого в боях, на 15.",Aumenta la quantità base di {RES_BRIMSTONE} ottenuta dalle battaglie del 15.,增加從戰鬥中獲得的基礎{RES_BRIMSTONE}數量15%。,从战斗中获取的基础{RES_BRIMSTONE}数量提高15。,전투에서 획득하는 {RES_BRIMSTONE}의 기본 양을 15만큼 증가시킵니다.,Zwiększa podstawową ilość {RES_BRIMSTONE} zdobywaną w bitwach o 15.,"Збільшує базову кількість {RES_BRIMSTONE}, отриману в боях, на 15.",Verhoogt de basishoeveelheid {RES_BRIMSTONE} verkregen uit gevechten met 15.,Savaşlardan kazanılan {RES_BRIMSTONE} temel miktarını %15 artırır.
L_CARD_MINOTAUR3,,You have a 15% chance to gain double {RES_BRIMSTONE} from battles.,戦闘で{RES_BRIMSTONE}を2倍獲得する確率が15%あります。,"Du hast eine 15% Chance, doppeltes {RES_BRIMSTONE} aus Kämpfen zu erhalten.",Vous avez 15% de chances d'obtenir le double de {RES_BRIMSTONE} lors des combats.,Tienes un 15% de probabilidad de obtener el doble de {RES_BRIMSTONE} en las batallas.,Você tem 15% de chance de ganhar o dobro de {RES_BRIMSTONE} nas batalhas.,У вас есть 15% шанс получить вдвое больше {RES_BRIMSTONE} из сражений.,Hai una probabilità del 15% di ottenere il doppio di {RES_BRIMSTONE} dalle battaglie.,你有 15% 的機會在戰鬥中獲得雙倍的{RES_BRIMSTONE}。,你有15%的概率从战斗中获取双倍{RES_BRIMSTONE}。,전투에서 {RES_BRIMSTONE}을(를) 두 배로 획득할 확률이 15%입니다.,Masz 15% szansy na podwojenie {RES_BRIMSTONE} z bitew.,У вас є 15% шанс отримати подвійну кількість {RES_BRIMSTONE} з битв.,Je hebt 15% kans om dubbele {RES_BRIMSTONE} te krijgen uit gevechten.,Savaşlardan çift {RES_BRIMSTONE} kazanmak için %15 şansın var.
L_CARD_SHAPESHIFTER1,,Your creatures deal 10% more damage to creatures that are weak against their class.,自分のクリーチャーは、そのクラスに弱いクリーチャーに対して10%多くのダメージを与える。,"Deine Kreaturen verursachen 10% mehr Schaden an Kreaturen, die gegen ihre Klasse schwach sind.",Vos créatures infligent 10% de dégâts supplémentaires aux créatures qui sont faibles contre leur classe.,Tus criaturas infligen un 10% más de daño a las criaturas que son débiles contra su clase.,Suas criaturas causam 10% a mais de dano a criaturas que são fracas contra a classe delas.,"Ваши существа наносят на 10% больше урона существам, которые слабы против их класса.",Le tue creature infliggono il 10% di danno in più alle creature deboli contro la loro classe.,你的生物對弱點屬性為其所屬職業的生物造成的傷害提高10%。,你的生物对它所克制系别的生物造成的伤害提高10%。,당신의 생물들은 자신의 클래스에 약한 생물들에게 10% 더 많은 피해를 입힙니다.,"Twoje stworzenia zadają o 10% więcej obrażeń stworzeniom, które są słabe przeciwko ich klasie.","Ваші істоти завдають на 10% більше шкоди істотам, які слабкі проти їхнього класу.",Je wezens doen 10% meer schade aan wezens die zwak zijn tegen hun klasse.,"Yaratıklarınız, kendi sınıflarına karşı zayıf olan yaratıklara %10 daha fazla hasar verir."
