Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_MAT_FESTIVALDRINK,,Festival Drink,祭りの飲み物,Festgetränk,Boisson de Festival,Bebida Festiva,Bebida do Festival,Праздничный напиток,Bevanda del Festival,節慶飲料,节庆饮料,축제 음료,Festiwalowy Napój,Святковий напій,Festivaldrank,Festival İçeceği
L_MAT_SUNBATHERDRINK,,Sunbather Drink,サンベイザー・ドリンク,Sonnenbad-Getränk,Boisson du Bain de Soleil,Bebida del Bañista Solar,Bebida do Banhista de Sol,Напиток Загорающего,Bevanda del Bagnante di Sole,日光浴飲料,日光浴者饮料,일광욕 음료,Napój Plażowicza,Напій Сонцелюба,Zonnebaderdrank,Güneşlenen İçeceği
L_MAT_PUMPDRILL,,Pump Drill,ポンプドリル,Handbohrer,Foreuse à Pompe,Taladro de Bombeo,Broca Manual,Ручная дрель,Trapano a Mano,手搖鑽,穿孔器,펌프 드릴,Wiertło Pompowe,Ручний дриль,Pompboor,Tulumba Matkabı
L_MAT_SLIPPERYSTONE,,Slippery Stone,滑る石,Rutschiger Stein,Pierre Glissante,Piedra Resbaladiza,Pedra Escorregadia,Скользкий Камень,Pietra Scivolosa,滑溜石,油滑石块,미끄러운 돌,Śliski Kamień,Слизький Камінь,Glibberige Steen,Kaygan Taş
L_MAT_JAGGEDROCK,,Jagged Rock,ギザギザ岩,Zackiger Felsen,Roche Dentelée,Roca Dentada,Rocha Serrilhada,Зазубренная Скала,Roccia Frastagliata,鋸齒岩石,锯齿岩石,톱니바위,Postrzępiona Skała,Зазубрена Скеля,Gekartelde Rots,Çentikli Kaya
L_MAT_GUMMYEGG,,Gummy Egg,グミの卵,Gummi-Ei,Œuf Gélifié,Huevo de Goma,Ovo de Goma,Желейное Яйцо,Uovo Gommoso,軟糖蛋,黏性蛋,젤리 알,Galaretowe Jajo,Желейне Яйце,Gummi-ei,Jelatinli Yumurta
L_MAT_OVOIDEGG,,Ovoid Egg,楕円形の卵,Ovoides Ei,Œuf Ovoïde,Huevo Ovoide,Ovo Ovoide,Яйцо овальной формы,Uovo Ovoidale,橢圓蛋,卵形蛋,타원형 알,Jajowaty Jaj,Яйце овальної форми,Ovoïde Ei,Oval Yumurta
L_MAT_SCRAMBLEDEGG,,Scrambled Egg,スクランブルエッグ,Rührei,Œuf brouillé,Huevo Revuelto,Ovo Mexido,Яичница-болтунья,Uovo Strapazzato,炒蛋,炒鸡蛋,스크램블 에그,Jajecznica,Яєчня,Roerei,Karışık Yumurta
L_MAT_CHOCOLATEEGG,,Chocolate Egg,チョコレートエッグ,Schokoladenei,Œuf en chocolat,Huevo de Chocolate,Ovo de Chocolate,Шоколадное яйцо,Uovo di Cioccolato,巧克力蛋,巧克力蛋,초콜릿 에그,Czekoladowe Jajko,Шоколадне яйце,Chocolade-ei,Çikolatalı Yumurta
L_MAT_BUNNYEGG,,Bunny Egg,バニーエッグ,Hasenei,Œuf de lapin,Huevo de Conejo,Ovo de Coelho,Кроличье Яйцо,Uovo di Coniglio,兔子蛋,兔兔蛋,토끼 알,Jajo Królika,Кролячі Яйця,Konijnenei,Tavşan Yumurtası
L_MAT_LIFECRIPPLER,,Life Crippler,ライフクリップラー,Lebenszerstörer,Mutilateur de Vie,Mutilador de Vida,Aleijador Vital,Калечащий Жизнь,Mutilatore Vitale,生命殘害者,生命克星,생명 파괴자,Kaleka Życia,Калічник Життя,Levensverminking,Yaşam Sakatlayanı
L_MAT_DEATHCRIPPLER,,Death Crippler,デスクリップラー,Todesverkrüppler,Estropieur Mortel,Mutilador Mortal,Mutilador Mortal,Смертельный Калечитель,Mutilatore Mortale,死亡殘廢者,死亡克星,죽음의 불구자,Kaleka Śmierci,Калічник Смерті,Doodsverminking,Ölüm Sakatlatıcı
L_MAT_CHAOSCRIPPLER,,Chaos Crippler,カオスクリップラー,Chaosbrecher,Estropieur du Chaos,Mutilador del Caos,Aleijador do Caos,Калечащий Хаос,Mutilatore del Caos,混沌殘害者,混沌克星,혼돈의 불구자,Okaleczacz Chaosu,Калічитель Хаосу,Chaosverlammer,Kaos Sakatlayıcı
L_MAT_SORCERYCRIPPLER,,Sorcery Crippler,魔術無力化,Magie-Lähmer,Mutilateur de Sorcellerie,Debilitador de Hechicería,Aleijador de Feitiçaria,Калечащее Колдовство,Mutilatore di Stregoneria,巫術殘廢者,巫术克星,마법 무력화기,Osłabiacz Magii,Калічник Чаклунства,Magie-Verlammeraar,Büyü Sakatlayıcı
L_MAT_NATURECRIPPLER,,Nature Crippler,自然破壊者,Naturverkrüppler,Mutilateur de la Nature,Mutilador de la Naturaleza,Aleijador da Natureza,Калечащий Природу,Mutilatore della Natura,自然殘害者,自然克星,자연 무력화기,Kaleczący Naturę,Калічник Природи,Natuurverzwakker,Doğa Sakatlayıcı
L_MAT_SLATEOFARCANA,,Slate of Arcana,スレート・オブ・アルカナ,Tafel der Arkana,Ardoise des Arcanes,Pizarra de Arcana,Lousa de Arcana,Скрижаль Тайн,Tavola degli Arcani,奧術石板,奥术石板,비전의 석판,Tablica Arkanów,Скрижаль Аркани,Plaat van Arcana,Büyü Levhası
L_MAT_SLATEOFINVISIBILITY,,Slate of Invisibility,透明の石板,Tafel der Unsichtbarkeit,Ardoise d'Invisibilité,Pizarra de Invisibilidad,Lousa da Invisibilidade,Сланец Невидимости,Lastra dell'Invisibilità,隱形石板,隐形石板,투명의 석판,Tablica Niewidzialności,Сланець Невидимості,Lei van Onzichtbaarheid,Görünmezlik Taşı
L_MAT_SLATEOFBERSERKING,,Slate of Berserking,バーサーキングの石板,Tafel der Berserkerwut,Ardoise de Berserker,Pizarra de Berserker,Lápide de Fúria Incontrolável,Плита Берсерка,Lastra del Berserker,狂戰士石板,狂暴石板,광전사의 석판,Tablica Berserka,Плита Берсерка,Lei van Razernij,Çılgınlık Taşı
L_MAT_SLATEOFMENDING,,Slate of Mending,修復の石板,Tafel der Heilung,Ardoise de Réparation,Pizarra de Reparación,Lousa de Reparação,Плита Исцеления,Lastra di Riparazione,修復石板,愈合石板,회복의 석판,Tablica Naprawy,Плита Відновлення,Lei van Herstel,Onarım Tahtası
L_MAT_SLATEOFSHELTERING,,Slate of Sheltering,守りの石板,Tafel des Schutzes,Ardoise de Protection,Pizarra de Refugio,Lousa de Abrigo,Плита Укрытия,Lastra del Riparo,庇護石板,庇护石板,보호의 석판,Płyta Schronienia,Сланець Укриття,Lei van Bescherming,Korunaklı Kayrak
L_MAT_SLATEOFGRACE,,Slate of Grace,恩寵の石板,Tafel der Gnade,Ardoise de Grâce,Pizarra de Gracia,Lousa da Graça,Скрижаль Благодати,Tavola della Grazia,恩典石板,优雅石板,은총의 석판,Tablica Łaski,Скрижаль Благодаті,Plaat van Genade,Lütuf Levhası
L_MAT_SLATEOFLEECHING,,Slate of Leeching,吸収の石板,Tafel des Aussaugens,Ardoise de Ponction,Pizarra de Absorción,Lápide de Absorção,Плита Поглощения,Lastra del Risucchio,吸血石板,吸血石板,흡혈의 석판,Tablica Wysysania,Плита Висмоктування,Plaat van Bloedzuigen,Sömürme Taşı
L_MAT_SLATEOFSAVAGERY,,Slate of Savagery,野蛮の石板,Tafel der Wildheit,Ardoise de Sauvagerie,Pizarra de Salvajismo,Lápide da Selvageria,Доска Дикости,Lastra della Ferocia,野蠻石板,野蛮石板,야만의 석판,Tablica Dzikości,Скрижаль Дикості,Lei van Wreedheid,Vahşet Levhası
L_MAT_SLATEOFWARDING,,Slate of Warding,守護の石板,Tafel des Schutzes,Ardoise de Protection,Pizarra de Protección,Lousa de Proteção,Плита Оберега,Lastra di Protezione,守護石板,护佑石板,수호의 석판,Tablica Ochrony,Плита Захисту,Schild van Bescherming,Koruma Levhası
L_MAT_SLATEOFTAUNTING,,Slate of Taunting,挑発の石板,Tafel der Verhöhnung,Ardoise de Provocation,Pizarra de Provocación,Lousa de Provocação,Сланец Насмешки,Tavoletta del Provocare,嘲諷石板,嘲讽石板,도발의 석판,Tablica Prowokacji,Сланець Глузування,Lei van Bespotting,Alay Tahtası
L_MAT_SLATEOFPROTECTION,,Slate of Protection,守護の石板,Schutztafel,Ardoise de Protection,Pizarra de Protección,Lousa de Proteção,Сланец Защиты,Lastra di Protezione,防護石板,保护石板,보호의 석판,Tablica Ochrony,Сланцева Захисна Плита,Leisteen van Bescherming,Koruma Levhası
L_MAT_SLATEOFSPLASHING,,Slate of Splashing,スプラッシュの石板,Tafel des Plätscherns,Ardoise d'Éclaboussure,Pizarra de Salpicaduras,Lousa de Respingos,Сланец Всплеска,Lastra degli Schizzi,濺水石板,飞溅石板,물보라의 석판,Tablica Plusku,Сланець Сплеску,Lei van Spatten,Sıçrama Tahtası
L_MAT_SLATEOFBARRIERS,,Slate of Barriers,バリアの石板,Tafel der Barrieren,Ardoise des Barrières,Pizarra de Barreras,Lousa de Barreiras,Сланец Преград,Lastra delle Barriere,屏障石板,屏障石板,장벽의 석판,Tablica Barier,Сланець Бар'єрів,Leisteen van Barrières,Bariyerler Levhası
L_MAT_ADOLESCENTEGG,,Adolescent Egg,若い卵,Adoleszentes Ei,Œuf d'adolescent,Huevo Adolescente,Ovo Adolescente,Подростковое Яйцо,Uovo Adolescente,青少年蛋,少年蛋,미성숙한 알,Młode Jajo,Підлітковe Яйце,Adolescente Ei,Ergen Yumurta
L_MAT_MIMICGIFT,,Mimic Gift,ミミックの贈り物,Mimikry-Gabe,Don Mimique,Don Regalo,Presente Mimético,Дар Мимика,Dono del Mimo,模仿天賦,宝箱怪礼物,미믹 기프트,Dar Mimika,Дар Мімікрії,Mimiekgave,Taklit Hediyesi
L_MAT_EVERGREENGIFT,,Evergreen Gift,エバーグリーンの贈り物,Immergrünes Geschenk,Cadeau Éternel,Regalo Perenne,Presente Perene,Вечнозелёный Дар,Dono Sempreverde,常青禮物,常青礼物,상록수 선물,Wieczny Dar,Вічнозелений Дарунок,Eeuwiggroene Gift,Yeşil Armağan
L_MAT_BLIZZARDGIFT,,Blizzard Gift,ブリザードギフト,Blizzardsgeschenk,Cadeau de Blizzard,Regalo de Ventisca,Presente da Blizzard,Подарок Метели,Dono Gelido,暴雪禮物,暴风雪礼物,눈보라 선물,Dar Mrozu,Крижаний Дарунок,Blizzardgeschenk,Buz Fırtınası Hediyesi
L_MAT_HOLIDAYGIFT,,Holiday Gift,ホリデーギフト,Festtagsgeschenk,Cadeau de Fête,Regalo Festivo,Presente de Férias,Праздничный подарок,Regalo Festivo,節慶禮物,节日礼物,명절 선물,Świąteczny Prezent,Святковий Подарунок,Feestdaggeschenk,Tatil Hediyesi
L_MAT_REINDEERGIFT,,Reindeer Gift,トナカイの贈り物,Rentiergeschenk,Cadeau du Renne,Regalo de Reno,Presente de Rena,Подарок Оленя,Regalo della Renna,馴鹿禮物,驯鹿礼物,순록 선물,Prezent Renifera,Подарунок Північного Оленя,Rendiergeschenk,Ren Geyiği Hediyesi
L_MAT_PUDDINGGIFT,,Pudding Gift,プリンのギフト,Pudding-Geschenk,Cadeau de Pudding,Regalo de Pudín,Presente de Pudim,Подарок из Пудинга,Dono di Budino,布丁禮物,布丁礼物,푸딩 선물,Prezent Pudding,Пудинговий подарунок,Pudding Cadeau,Puding Hediyesi
L_MAT_CAROLLERGIFT,,Caroller Gift,キャロラーの贈り物,Caroller-Geschenk,Cadeau du Chanteur de Noël,Regalo de Caroller,Presente de Caroller,Подарок Колядника,Dono del Cantore di Natale,頌歌者禮物,欢颂者礼物,캐롤러 선물,Prezent Kolędnika,Подарунок Колядника,Caroller Geschenk,Noel Şarkıcısı Hediyesi
L_MAT_JINGLEGIFT,,Jingle Gift,ジングルギフト,Glöckchengeschenk,Cadeau Tintant,Regalo Navideño,Presente Natalino,Подарок с Бубенцами,Regalo Festivo,叮鈴禮物,叮当礼物,징글 선물,Świąteczny Prezent,Дзвінкий Подарунок,Kerstcadeau,Çıngırak Hediye
L_MAT_BAGOFBROKENTOYS,,Bag of Broken Toys,おもちゃの壊れた袋,Beutel zerbrochener Spielzeuge,Sac de Jouets Cassés,Bolsa de Juguetes Rotos,Bolsa de Brinquedos Quebrados,Мешок Сломанных Игрушек,Sacca di Giocattoli Rotti,破損玩具袋,破损玩具袋,부서진 장난감 가방,Worek Zepsutych Zabawek,Мішок Зламаних Іграшок,Zak met Kapotte Speeltjes,Kırık Oyuncaklar Çantası
L_MAT_BLOODMAILSOUL,,Bloodmail Soul,ブラッドメイルソウル,Blutkettenhemd-Seele,Âme de Cotte de Mailles Sanglante,Alma de Malla Sangrienta,Alma de Malha Sangrenta,Кровавая Душа,Anima della Corazza di Sangue,血郵靈魂,血甲之魂,피의 갑옷 영혼,Dusza Krwawej Zbroi,Кривава Душа,Bloedmail Ziel,Kan Zırhı Ruhu
L_MAT_ASTROSOUL,,Astro Soul,アストロソウル,Astro Soul,Âme Astrale,Alma Astral,Alma Astral,Астральная Душа,Anima Astrale,星靈魂,星象之魂,아스트로 소울,Astro Soul,Астральна Душа,Astro Soul,Astro Ruh
L_MAT_WILLOWSOUL,,Willow Soul,ウィローソウル,Weidenseele,Âme de Saule,Alma de Sauce,Alma de Salgueiro,Душа Ивы,Anima di Salice,柳魂,柳木之魂,버드나무 영혼,Dusza Wierzby,Душа Верби,Wilgenziel,Söğüt Ruhu
L_MAT_CURIOOFPOISONING,,Curio of Poisoning,毒の珍品,Kuriosität der Vergiftung,Curiosité d'Empoisonnement,Curiosidad de Envenenamiento,Curiosidade de Envenenamento,Диковинка Отравления,Curiosità dell'Avvelenamento,毒害奇物,中毒咒物,중독의 진귀품,Osobliwość Zatrucia,Диковина Отруєння,Curiositeit van Vergiftiging,Zehirleme Nadiresi
L_MAT_CURIOOFBURNING,,Curio of Burning,燃焼の珍品,Kuriosität des Brennens,Curiosité de Combustion,Curiosidad de Ardor,Relíquia de Queimadura,Диковинка Горения,Curio del Fuoco Ardente,燃燒奇物,燃烧咒物,불타는 진귀품,Osobliwość Płomieni,Диковина Горіння,Curiositeit van Verbranding,Yanma Nadiresi
L_MAT_CURIOOFCONFUSION,,Curio of Confusion,混乱の珍品,Kuriosität der Verwirrung,Curiosité de Confusion,Curiosidad de Confusión,Relíquia da Confusão,Диковинка Смятения,Curiosità della Confusione,迷惑奇物,困惑咒物,혼란의 진귀품,Kuriozum Zamętu,Диковина Сум'яття,Curiosum van Verwarring,Kafa Karışıklığı Nadiresi
L_MAT_CURIOOFFREEZING,,Curio of Freezing,凍結の珍品,Kuriosität des Einfrierens,Curiosité du Gel,Curiosidad de Congelación,Relíquia do Congelamento,Диковинка Заморозки,Curio del Congelamento,冰凍奇物,霜冻咒物,동결의 진귀품,Osobliwość Zamrożenia,Диковина Заморозки,Curiositeit van Bevriezing,Donma Nadiresi
L_MAT_CURIOOFSLUMBERING,,Curio of Slumbering,眠りの珍品,Kuriosität des Schlummers,Curiosité du Sommeil,Curiosidad del Adormecimiento,Relíquia do Adormecimento,Диковинка Дремоты,Curiosità del Dormiente,沉睡奇物,睡眠咒物,잠들어 있는 진귀품,Osobliwość Drzemki,Диковина Дрімоти,Curiositeit van Sluimering,Uyuyan Nadide Eşya
L_MAT_CURIOOFWEAKNESS,,Curio of Weakness,弱点の珍品,Kuriosität der Schwäche,Curiosité de Faiblesse,Curiosidad de Debilidad,Curiosidade da Fraqueza,Диковинка Слабости,Curio di Debolezza,弱點奇物,软弱咒物,약점의 호기심,Osobliwość Słabości,Диковина Слабкості,Curiositeit van Zwakte,Zayıflık Nadiresi
L_MAT_CURIOOFCURSING,,Curio of Cursing,呪いの珍品,Kuriosum des Fluchens,Curiosité de Malédiction,Curiosidad de Maldición,Curiosidade de Maldição,Диковина Проклятия,Curiosità della Maledizione,詛咒奇物,诅咒咒物,저주의 진귀품,Osobliwość Przekleństwa,Талісман Прокляття,Curiosum van Vervloeking,Lanetleme Nadiresi
L_MAT_CURIOOFENSNARING,,Curio of Ensnaring,絡み取りの珍品,Kuriosität des Umgarnens,Curiosité d'Emprisonnement,Curiosidad de Atrapamiento,Curiosidade de Enredamento,Диковинка Западни,Curiosità dell'Intrappolamento,纏縛奇物,诱捕咒物,속박의 진귀품,Osobliwość Usidlenia,Диковина Поневолення,Curiositeit van Verstrikking,Tuzağa Düşürme Nadiresi
L_MAT_CURIOOFSILENCING,,Curio of Silencing,沈黙の珍品,Kuriosität des Verstummens,Curiosité du Silence,Curiosidad del Silenciamiento,Relíquia do Silenciamento,Диковинка Безмолвия,Curio del Silenzio,沉默奇物,沉默咒物,침묵의 진귀품,Osobliwość Uciszenia,Диковина Безмовності,Curiosum van Verstilling,Susturma Nadiresi
L_MAT_CURIOOFBLINDNESS,,Curio of Blindness,盲目の珍品,Kuriosität der Blindheit,Curiosité d'Aveuglement,Reliquia de Ceguera,Relíquia da Cegueira,Диковинка Слепоты,Curio della Cecità,盲目奇物,失明咒物,실명의 진귀품,Osobliwość Ślepoty,Диковина Сліпоти,Curiosum van Blindheid,Körlük Nadiresi
L_MAT_CURIOOFSCORNING,,Curio of Scorning,蔑みの珍品,Kuriosität der Verachtung,Curiosité du Mépris,Reliquia del Desprecio,Relíquia do Desprezo,Диковина Презрения,Reliquia del Disprezzo,蔑視奇物,受辱咒物,경멸의 진귀품,Kuriozum Pogardy,Диковина Зневаги,Curiosum van Versmading,Hor Görme Nadiresi
L_MAT_CURIOOFBLEEDING,,Curio of Bleeding,流血の珍品,Kuriosität des Blutens,Curiosité Sanglante,Curiosidad Sangrante,Relíquia do Sangramento,Диковинка Кровотечения,Curiosità del Sanguinamento,流血奇物,流血咒物,출혈의 진귀품,Osobliwość Krwawienia,Диковина Кровотечі,Curiositeit van Bloeden,Kanama Nadiresi
L_MAT_CURIOOFBLIGHTING,,Curio of Blighting,荒廃の珍品,Kuriosität der Verderbnis,Curiosité de Flétrissement,Curiosidad de Plaga,Curiosidade da Praga,Диковинка Порчи,Curio del Flagello,枯萎奇物,枯萎咒物,황폐의 진귀품,Kuriozum Zarazy,Диковина Виснаження,Curio van Verderf,Kara Veba Nadiresi
L_MAT_CURIOOFVULNERABILITY,,Curio of Vulnerability,脆弱の珍品,Kuriosität der Verwundbarkeit,Curiosité de Vulnérabilité,Curiosidad de Vulnerabilidad,Curiosidade de Vulnerabilidade,Диковинка Уязвимости,Curio di Vulnerabilità,脆弱奇物,易伤咒物,취약성의 진귀품,Kuriozum Podatności,Диковина Вразливості,Curiositeit van Kwetsbaarheid,Savunmasızlık Nadiresi
L_MAT_TREEWALLSOUL,,Treewall Soul,トリーウォール・ソウル,Baumwandseele,Âme de Murarbre,Alma de Muro Arbóreo,Alma de Muro de Árvores,Душа Древостены,Anima del Muro d'Alberi,樹牆之魂,树墙之魂,나무벽 영혼,Dusza Drzewomuru,Душа Деревостіни,Boomwand Ziel,Ağaçduvar Ruhu
L_MAT_SKYWATCHSOUL,,Skywatch Soul,スカイウォッチ・ソウル,Himmelsblick-Seele,Âme de Guet-Ciel,Alma de Vigía Celeste,Alma de Vigia Celeste,Душа Небесного Дозора,Anima del Guardiacielo,天眺之魂,天翼之魂,하늘감시자의 영혼,Dusza Nieboskłonu,Душа Небесної Варти,Zielenwachter,Gökyüzü Bekçisinin Ruhu
L_MAT_HEAVENSHIELDSOUL,,Heavenshield Soul,ヘヴンシールドソウル,Himmelsschild-Seele,Âme du Bouclier Céleste,Alma de Escudo Celestial,Alma do Escudo Celestial,Душа Небесного Щита,Anima Scudoceleste,天盾之魂,天盾之魂,천상의 방패 영혼,Dusza Niebiańskiej Tarczy,Душа Небесного Щита,Hemelschild Ziel,Cennet Kalkanı Ruhu
L_MAT_SILVERBONESOUL,,Silverbone Soul,シルバーボーンソウル,Silberknochen-Seele,Âme d'Argent-Os,Alma de Hueso Plateado,Alma de Osso Prateado,Душа Серебряной Кости,Anima d'Argento,銀骨之魂,银骨之魂,은뼈 영혼,Dusza Srebrnej Kości,Срібнокоста Душа,Zilverbeen Ziel,Gümüşkemik Ruhu
L_MAT_NIGHTVEILSOUL,,Nightveil Soul,ナイトヴェイルソウル,Nachtschleierseele,Âme du Voile Nocturne,Alma del Velo Nocturno,Alma do Véu Noturno,Душа Ночной Вуали,Anima del Velo Notturno,夜幕靈魂,夜幕之魂,밤장막 영혼,Dusza Nocnej Zasłony,Душа Нічної Завіси,Nachtsluier Ziel,Geceperdesi Ruhu
L_MAT_MAGMASOUL,,Magma Soul,マグマソウル,Magmaseele,Âme de Magma,Alma de Magma,Alma de Magma,Магическая Душа,Anima di Magma,熔岩魂魄,熔岩之魂,마그마 소울,Dusza Magmy,Магмова Душа,Magmaziel,Magma Ruhu
L_MAT_REDSTEELSOUL,,Redsteel Soul,レッドスティール・ソウル,Rotstahlseele,Âme d'Acier Rouge,Alma de Acero Rojo,Alma de Aço Vermelho,Душа Красной Стали,Anima d'Acciaio Rosso,赤鋼之魂,赤钢之魂,붉은강철 영혼,Dusza Czerwonej Stali,Душа Червоної Сталі,Roodstalen Ziel,Kızılçelik Ruhu
L_MAT_HEADLESSPUMPKIN,,Headless Pumpkin,ヘッドレスパンプキン,Kopfloser Kürbis,Citrouille Sans Tête,Calabaza sin Cabeza,Abóbora Sem Cabeça,Безголовая Тыква,Zucca Senza Testa,無頭南瓜,无头南瓜,머리 없는 호박,Bezgłowa Dynia,Безголовий Гарбуз,Hoofdloze Pompoen,Kafasız Balkabağı
L_MAT_SPOOKYPUMPKIN,,Spooky Pumpkin,スプーキーパンプキン,Gruseliger Kürbis,Citrouille Effrayante,Calabaza Espeluznante,Abóbora Assustadora,Жуткая Тыква,Zucca Spettrale,詭異南瓜,幽森南瓜,으스스한 호박,Upiornia Dynia,Моторошний Гарбуз,Griezelige Pompoen,Ürkütücü Balkabağı
L_MAT_TRICKPUMPKIN,,Trick Pumpkin,トリックパンプキン,Täuschungskürbis,Citrouille Malicieuse,Calabaza Engañosa,Abóbora Travessa,Обманчивая Тыква,Zucca Ingannatrice,詭計南瓜,诡术南瓜,속임수 호박,Podstępna Dynia,Хитрий Гарбуз,Bedriegpompoen,Hileci Balkabağı
L_MAT_TREATPUMPKIN,,Treat Pumpkin,カボチャのお菓子,Kürbis-Leckerei,Friandise Citrouille,Golosina de Calabaza,Guloseima de Abóbora,Угощение Тыква,Dolcetto di Zucca,治療南瓜,治疗南瓜,호박 치료,Przysmak z Dyni,Ласощі з Гарбуза,Pompoen Traktatie,Balkabağı İkramı
L_MAT_ELDRITCHPUMPKIN,,Eldritch Pumpkin,エルドリッチパンプキン,Ätherkürbis,Citrouille Mystique,Calabaza Arcana,Abóbora Sobrenatural,Мистическая Тыква,Zucca Occulta,魔異南瓜,异能南瓜,신비한 호박,Upiornia Dynia,Примарний Гарбуз,Mystieke Pompoen,Esrarengiz Balkabağı
L_MAT_BOTTLEOFLAGERGOYLE,,Bottle of Lagergoyle,ラガーゴイルの瓶,Flasche Lagergoyle,Bouteille de Lagergoyle,Botella de Lagergoyle,Garrafa de Lagergoyle,Бутылка Лагергойля,Bottiglia di Lagergoyle,石像鬼啤酒瓶,啤酒滴水兽之瓶,라거가고일 병,Butelka Lagergoyle'a,Пляшка Лагергарґуля,Fles Lagergoyle,Lagergoyle Şişesi
L_MAT_BOTTLEOFSCOTCHPION,,Bottle of Scotchpion,スコーピオン酒の瓶,Flasche Skorpionschnaps,Bouteille de Scorpion,Botella de Escorpiscotch,Garrafa de Escorpiscócia,Бутылка Скотчпиона,Bottiglia di Scotchpione,蠍子威士忌酒瓶,苏格兰威士忌蝎之瓶,스콧치피온 병,Butelka Skorpionówki,Пляшка Скорпіонського,Fles Scotchpioen,Akrep Viskisi Şişesi
L_MAT_BOTTLEOFGRENALE,,Bottle of Grenale,グレネールの瓶,Flasche Grenale,Bouteille de Grenale,Botella de Grenale,Garrafa de Grenale,Бутылка Гренейла,Bottiglia di Grenale,格瑞納爾酒瓶,歌海娜尔之瓶,그레날 병,Butelka Grenale,Пляшка Гренейлу,Fles Grenale,Grenale Şişesi
L_MAT_BOTTLEOFVERMOWL,,Bottle of Vermowl,ヴァーマウルの瓶,Flasche des Vermuhls,Bouteille de Vermowl,Botella de Vermowl,Garrafa de Vermowl,Бутылка Вермосовы,Bottiglia di Vermowl,貓頭鷹酒瓶,苦艾枭之瓶,버모울 병,Butelka Vermowla,Пляшка Вермосови,Fles Vermoeluil,Baykuşotu Şişesi
