Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_TRAIT_DESC_BLACKHOLEHALO,,This creature's attacks deal 75% more damage and afflict the target with {CONDNAME_DEBUFF_SCORN}.,この生物の攻撃は75%多くのダメージを与え、対象に{CONDNAME_DEBUFF_SCORN}を付与する。,Diese Kreatur verursacht mit ihren Angriffen 75% mehr Schaden und belegt das Ziel mit {CONDNAME_DEBUFF_SCORN}.,Les attaques de cette créature infligent 75% de dégâts supplémentaires et affligent la cible avec {CONDNAME_DEBUFF_SCORN}.,Los ataques de esta criatura infligen un 75% más de daño y afligen al objetivo con {CONDNAME_DEBUFF_SCORN}.,Os ataques desta criatura causam 75% a mais de dano e afligem o alvo com {CONDNAME_DEBUFF_SCORN}.,Атаки этого существа наносят на 75% больше урона и поражают цель эффектом {CONDNAME_DEBUFF_SCORN}.,Gli attacchi di questa creatura infliggono il 75% di danni in più e affliggono il bersaglio con {CONDNAME_DEBUFF_SCORN}.,此生物的攻擊造成75%額外傷害，並使目標受到{CONDNAME_DEBUFF_SCORN}的影響。,这个生物攻击造成的伤害增加75%，并给目标施加{CONDNAME_DEBUFF_SCORN}。,이 생물의 공격은 75% 더 많은 피해를 주고 대상에게 {CONDNAME_DEBUFF_SCORN}을(를) 부여합니다.,Ta istota zadaje o 75% więcej obrażeń i nakłada na cel {CONDNAME_DEBUFF_SCORN}.,Атаки цієї істоти завдають на 75% більше шкоди та вражають ціль ефектом {CONDNAME_DEBUFF_SCORN}.,Dit wezen's aanvallen doen 75% meer schade en treffen het doelwit met {CONDNAME_DEBUFF_SCORN}.,Bu yaratığın saldırıları %75 daha fazla hasar verir ve hedefi {CONDNAME_DEBUFF_SCORN} ile etkiler.
L_TRAIT_NAME_SOULTOKEEP,,Soul to Keep,魂の守り,Seele zu bewahren,Âme à Garder,Alma para Conservar,Alma para Guardar,Душа на Хранение,Anima da Custodire,靈魂守護,留魂在握,지켜야 할 영혼,Dusza do Zatrzymania,Душа на Збереження,Ziel om te Bewaren,Korunacak Ruh
L_TRAIT_DESC_SOULTOKEEP,,"This creature's attacks deal 75% more damage. After this creature {ACTION_attacks}, it gains a copy of the target's trait.",この生物の攻撃は75%多くのダメージを与える。この生物が{ACTION_attacks}した後、対象の特性のコピーを獲得する。,"Diese Kreatur verursacht 75% mehr Schaden mit seinen Angriffen. Nachdem diese Kreatur {ACTION_attacks}, erhält es eine Kopie des Merkmals des Ziels.","Cette créature inflige 75% de dégâts supplémentaires avec ses attaques. Après que cette créature {ACTION_attacks}, elle obtient une copie du trait de la cible.","Este ser inflige un 75% más de daño con sus ataques. Después de que este ser {ACTION_attacks}, obtiene una copia del rasgo del objetivo.","Esta criatura causa 75% a mais de dano com seus ataques. Após esta criatura {ACTION_attacks}, ela ganha uma cópia da característica do alvo.","Атаки этого существа наносят на 75% больше урона. После того, как это существо {ACTION_attacks}, оно получает копию черты цели.","Questo essere infligge il 75% di danno in più con i suoi attacchi. Dopo che questo essere {ACTION_attacks}, ottiene una copia del tratto del bersaglio.",此生物的攻擊造成75%額外傷害。在此生物{ACTION_attacks}後，它獲得目標特性的複製。,这个生物攻击造成的伤害增加75%。这个生物{ACTION_attacks}后，它获得目标特性的复制。,"이 생물의 공격은 75% 더 많은 피해를 입힙니다. 이 생물이 {ACTION_attacks} 후, 대상의 특성 복사본을 획득합니다.","Ta istota zadaje o 75% więcej obrażeń swoimi atakami. Po tym, jak ta istota {ACTION_attacks}, zyskuje kopię cechy celu.","Атаки цієї істоти завдають на 75% більше шкоди. Після того, як ця істота {ACTION_attacks}, вона отримує копію особливості цілі.","Dit wezen zijn aanvallen doen 75% meer schade. Nadat dit wezen {ACTION_attacks}, krijgt het een kopie van de eigenschap van het doelwit.","Bu yaratığın saldırıları %75 daha fazla hasar verir. Bu yaratık {ACTION_attacks} sonrasında, hedefin özelliğinin bir kopyasını kazanır."
L_TRAIT_NAME_EVERGLOW,,Everglow,エバーグロウ,Immerschein,Lueur Éternelle,Resplandor Eterno,Brilho Eterno,Вечное сияние,Luceterna,永恆之輝,永辉,에버글로우,Wieczny Blask,Вічносяйво,Eeuwiggloed,Sonsuzışık
L_TRAIT_DESC_EVERGLOW,,Your creatures recover 100% more {STAT_health} from healing effects. This trait does not stack.,自分のクリーチャーは回復効果から得られる{STAT_health}が100%増加する。この特性は重複しない。,Deine Kreaturen erhalten 100% mehr {STAT_health} durch Heilungseffekte. Dieses Merkmal ist nicht kumulativ.,Vos créatures récupèrent 100% de {STAT_health} supplémentaire grâce aux effets de soins. Ce trait ne se cumule pas.,Tus criaturas recuperan un 100% más de {STAT_health} de los efectos de curación. Este rasgo no se acumula.,Suas criaturas recuperam 100% mais {STAT_health} de efeitos de cura. Esta característica não acumula.,Ваши существа восстанавливают на 100% больше {STAT_health} от лечебных эффектов. Это свойство не суммируется.,Le tue creature recuperano il 100% in più di {STAT_health} dagli effetti di guarigione. Questo tratto non è cumulabile.,你的生物從治療效果中恢復的{STAT_health}增加100%。此特性不可疊加。,你的生物从治疗效果中恢复的{STAT_health}增加100%。此特性不叠加。,당신의 생물들은 치유 효과로부터 {STAT_health}를 100% 더 회복합니다. 이 특성은 중첩되지 않습니다.,Twoje stworzenia odzyskują o 100% więcej {STAT_health} z efektów leczenia. Ta cecha nie kumuluje się.,Ваші істоти відновлюють на 100% більше {STAT_health} від ефектів зцілення. Ця особливість не сумується.,Je wezens herstellen 100% meer {STAT_health} van genezingseffecten. Deze eigenschap stapelt niet.,Yaratıkların iyileştirme etkilerinden %100 daha fazla {STAT_health} kazanır. Bu özellik birikimli değildir.
L_TRAIT_NAME_DREAMSOFICE,,Dreams of Ice,氷の夢,Träume aus Eis,Rêves de Glace,Sueños de Hielo,Sonhos de Gelo,Сны о Льде,Sogni di Ghiaccio,冰霜之夢,冰霜梦境,얼음의 꿈,Sny o Lodzie,Сни Льоду,Dromen van IJs,Buz Rüyaları
L_TRAIT_DESC_DREAMSOFICE,,"After your creatures are healed, they gain 25% {STAT_defense}. This trait does not stack.",生物が回復した後、{STAT_defense}が25%上昇する。この特性は重複しない。,"Nachdem deine Kreaturen geheilt wurden, erhalten sie 25% {STAT_defense}. Dieses Merkmal ist nicht kumulativ.","Après que vos créatures sont soignées, elles gagnent 25% de {STAT_defense}. Ce trait ne se cumule pas.","Después de que tus criaturas sean curadas, ganan un 25% de {STAT_defense}. Este rasgo no se acumula.","Depois que suas criaturas são curadas, elas ganham 25% de {STAT_defense}. Esta característica não acumula.",После лечения ваши существа получают 25% {STAT_defense}. Это свойство не суммируется.,"Dopo che le tue creature sono state curate, ottengono il 25% di {STAT_defense}. Questo tratto non è cumulabile.",在你的生物被治療後，牠們獲得25%{STAT_defense}。此特性不可堆疊。,你的生物被治疗后，它获得25%{STAT_defense}。此特性不叠加。,"당신의 생물이 치유된 후, 그들은 25% {STAT_defense}를 얻습니다. 이 특성은 중첩되지 않습니다.",Po wyleczeniu twoje stworzenia zyskują 25% {STAT_defense}. Ta cecha się nie kumuluje.,Після зцілення ваші істоти отримують 25% {STAT_defense}. Ця особливість не сумується.,"Nadat je wezens zijn genezen, krijgen ze 25% {STAT_defense}. Deze eigenschap stapelt niet.",Yaratıkların iyileştikten sonra %25 {STAT_defense} kazanırlar. Bu özellik birikimli değildir.
L_TRAIT_NAME_CARNALGENESIS,,Carnal Genesis,肉欲創世記,Fleischliche Genesis,Genèse Charnelle,Génesis Carnal,Gênese Carnal,Плотское Сотворение,Genesi Carnale,肉慾創世紀,肉欲起源,육체적 창세기,Cielesna Geneza,Плотське Творіння,Vleselijke Genesis,Tensel Yaratılış
L_TRAIT_DESC_CARNALGENESIS,,"After your creatures are healed, they have a 10% chance to move to the top of the {TIMELINE}. This trait does not stack.",生物が回復した後、10%の確率で{TIMELINE}の先頭に移動します。この特性は重複しません。,"Nachdem deine Kreaturen geheilt wurden, haben sie eine 10% Chance, an die Spitze der {TIMELINE} zu gelangen. Dieses Merkmal ist nicht kumulativ.","Après que vos créatures sont soignées, elles ont 10% de chances de se déplacer en haut de la {TIMELINE}. Ce trait ne se cumule pas.","Después de que tus criaturas sean curadas, tienen un 10% de probabilidad de moverse a la parte superior de la {TIMELINE}. Este rasgo no se acumula.","Depois que suas criaturas são curadas, elas têm 10% de chance de se mover para o topo da {TIMELINE}. Esta característica não acumula.",После лечения ваших существ у них есть 10% шанс переместиться в начало {TIMELINE}. Это свойство не суммируется.,"Dopo che le tue creature sono state curate, hanno il 10% di possibilità di spostarsi in cima alla {TIMELINE}. Questo tratto non è cumulabile.",你的生物在被治療後，有10%的機率移至{TIMELINE}的最前端。此特性不可堆疊。,你的生物被治疗后，它有10%几率移至{TIMELINE}顶端。此特性不叠加。,"당신의 생물이 치유된 후, 그들은 10%의 확률로 {TIMELINE} 맨 위로 이동합니다. 이 특성은 중첩되지 않습니다.","Po wyleczeniu twoich stworzeń, mają one 10% szans na przesunięcie się na szczyt {TIMELINE}. Ta cecha się nie kumuluje.","Після зцілення ваших істот, вони мають 10% шанс переміститися на початок {TIMELINE}. Ця особливість не сумується.","Nadat je wezens zijn genezen, hebben ze 10% kans om naar de top van de {TIMELINE} te verplaatsen. Deze eigenschap stapelt niet.","Yaratıkların iyileştikten sonra, %10 ihtimalle {TIMELINE} üstüne çıkma şansları vardır. Bu özellik birikimli değildir."
L_TRAIT_NAME_ESSENTIALDIGNITY,,Essential Dignity,本質の威厳,Wesentliche Würde,Dignité Essentielle,Dignidad Esencial,Dignidade Essencial,Неотъемлемое Достоинство,Dignità Essenziale,本質尊嚴,本质尊严,본질적 위엄,Istotna Godność,Сутнісна Гідність,Essentiële Waardigheid,Temel Haysiyet
