Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_P_DAMPENHARM,,Dampen Harm,ダメージ軽減,Schaden dämpfen,Atténuer les Dégâts,Amortiguar Daño,Atenuar Dano,Ослабление Вреда,Attenuare il Danno,減輕傷害,缓冲之力,피해 약화,Stłumienie Krzywdy,Приглушення Шкоди,Schade Dempen,Zararı Azalt
L_P_DAMPENHARM_DESC,,"When your creatures would receive fatal damage, they have a chance to prevent that damage equal to their chance to dodge.",自分のクリーチャーが致命的なダメージを受ける時、回避率と同じ確率でそのダメージを防ぐことがあります。,"Wenn deine Kreaturen tödlichen Schaden erleiden würden, haben sie eine Chance, diesen Schaden zu verhindern, die ihrer Ausweichchance entspricht.","Lorsque vos créatures devraient subir des dégâts mortels, elles ont une chance d'éviter ces dégâts égale à leur chance d'esquive.","Cuando tus criaturas recibirían daño fatal, tienen una probabilidad de prevenir ese daño igual a su probabilidad de esquivar.","Quando suas criaturas receberiam dano fatal, elas têm uma chance de evitar esse dano igual à sua chance de esquiva.","Когда ваши существа должны получить смертельный урон, у них есть шанс предотвратить этот урон, равный их шансу уклонения.","Quando le tue creature dovrebbero ricevere danni fatali, hanno una possibilità di prevenire quei danni pari alla loro possibilità di schivare.",當你的生物將受到致命傷害時，牠們有機會防止該傷害，其機率等同於牠們的閃避機率。,你的生物将受到致命伤害时，它有几率防止该伤害，几率等同于它们的闪避几率。,"당신의 생물이 치명적인 피해를 받을 때, 회피 확률과 동일한 확률로 그 피해를 방지할 수 있습니다.","Kiedy twoje stworzenia miałyby otrzymać śmiertelne obrażenia, mają szansę na zapobiegnięcie tym obrażeniom równą ich szansie na unik.","Коли ваші істоти мають отримати смертельну шкоду, вони мають шанс запобігти цій шкоді, рівний їхньому шансу ухилитися.","Wanneer je wezens dodelijke schade zouden ontvangen, hebben ze een kans om die schade te voorkomen gelijk aan hun kans om te ontwijken.","Yaratıklarınız ölümcül hasar alacağı zaman, bu hasarı önleme şansları, sıyrılma şanslarına eşit olur."
L_P_FORTIFIEDSPIRIT,,Fortified Spirit,強化された魂,Gestärkter Geist,Esprit Fortifié,Espíritu Fortificado,Espírito Fortificado,Укрепленный Дух,Spirito Fortificato,強化靈魂,强化精神,강화된 정신,Umocniony Duch,Зміцнений Дух,Versterkte Geest,Güçlendirilmiş Ruh
L_P_FORTIFIEDSPIRIT_DESC,,"After your creatures dodge, they gain <1>% {STAT_defense} for each time they've {ACTION_attacked} with [nature_monk_kaze] Celerity in the current battle.",生物が回避した後、現在の戦闘で[nature_monk_kaze]迅速さで{ACTION_attacked}するたびに<1>%の{STAT_defense}を獲得します。,"Nachdem deine Kreaturen ausweichen, erhalten sie <1>% {STAT_defense} für jedes Mal, das sie mit [nature_monk_kaze] Schnelligkeit in der aktuellen Schlacht {ACTION_attacked} haben.","Après que vos créatures esquivent, elles gagnent <1>% de {STAT_defense} pour chaque fois qu'elles ont {ACTION_attacked} avec la Célérité de [nature_monk_kaze] dans la bataille actuelle.","Después de que tus criaturas esquiven, ganan <1>% de {STAT_defense} por cada vez que hayan {ACTION_attacked} con [nature_monk_kaze] Celeridad en la batalla actual.","Após suas criaturas esquivarem, elas ganham <1>% de {STAT_defense} para cada vez que {ACTION_attacked} com [nature_monk_kaze] Celeridade na batalha atual.","После уклонения ваши существа получают <1>% {STAT_defense} за каждый раз, когда они {ACTION_attacked} с [nature_monk_kaze] Стремительностью в текущем бою.","Dopo che le tue creature schivano, ottengono <1>% di {STAT_defense} per ogni volta che hanno {ACTION_attacked} con [nature_monk_kaze] Celerità nella battaglia attuale.",在你的生物閃避後，牠們每次在當前戰鬥中使用[nature_monk_kaze]迅捷{ACTION_attacked}，就會獲得<1>%的{STAT_defense}。,你的生物闪避后，它在本次战斗中每使用[nature_monk_kaze]迅捷专长{ACTION_attacked}一次，就获得<1>%的{STAT_defense}。,"당신의 생물이 회피한 후, 현재 전투에서 [nature_monk_kaze] 신속함으로 {ACTION_attacked}한 횟수마다 <1>% {STAT_defense}를 얻습니다.","Po tym, jak twoje stworzenia unikną ataku, zyskują <1>% {STAT_defense} za każdym razem, gdy {ACTION_attacked} z [nature_monk_kaze] Zwinność w obecnej walce.","Після ухилення ваші істоти отримують <1>% {STAT_defense} за кожен раз, коли вони {ACTION_attacked} з [nature_monk_kaze] Стрімкістю в поточному бою.","Nadat je wezens ontwijken, krijgen ze <1>% {STAT_defense} voor elke keer dat ze {ACTION_attacked} hebben met [nature_monk_kaze] Behendigheid in het huidige gevecht.","Yaratıkların sıyrıldıktan sonra, mevcut savaşta [nature_monk_kaze] Çeviklik ile {ACTION_attacked} her seferinde <1>% {STAT_defense} kazanırlar."
L_P_BLURREDSTRIKES,,Blurred Strikes,ぼかし打撃,Verschwommene Schläge,Frappes Floues,Golpes Borrosos,Golpes Turvos,Размытые Удары,Colpi Offuscati,模糊打擊,模糊打击,흐릿한 일격,Zamazane Ciosy,Розмиті Удари,Vervaagde Slagen,Bulanık Vuruşlar
L_P_BLURREDSTRIKES_DESC,,"After your creatures {ACTION_attack} with [nature_monk_kaze] Celerity, they have a <2.5>% chance to {ACTION_attack} an additional time. This effect can occur repeatedly until it fails.",[nature_monk_kaze]の迅速さで、あなたのクリーチャーが{ACTION_attack}した後、<2.5>%の確率で追加で{ACTION_attack}することがあります。この効果は失敗するまで繰り返し発生する可能性があります。,"Nachdem deine Kreaturen mit [nature_monk_kaze] Behändigkeit {ACTION_attack}, haben sie eine <2.5>%-Chance, ein weiteres Mal {ACTION_attack}. Dieser Effekt kann wiederholt auftreten, bis er fehlschlägt.","Après que vos créatures {ACTION_attack} avec la Célérité de [nature_monk_kaze], elles ont <2.5>% de chances d'{ACTION_attack} une fois supplémentaire. Cet effet peut se produire à plusieurs reprises jusqu'à ce qu'il échoue.","Después de que tus criaturas {ACTION_attack} con la Celeridad de [nature_monk_kaze], tienen un <2.5>% de probabilidad de {ACTION_attack} una vez adicional. Este efecto puede ocurrir repetidamente hasta que falle.","Depois que suas criaturas {ACTION_attack} com [nature_monk_kaze] Celeridade, elas têm <2.5>% de chance de {ACTION_attack} uma vez adicional. Este efeito pode ocorrer repetidamente até falhar.","После того как ваши существа {ACTION_attack} с [nature_monk_kaze] Стремительностью, у них есть <2.5>% шанс {ACTION_attack} дополнительный раз. Этот эффект может повторяться до тех пор, пока не прервётся.","Dopo che le tue creature {ACTION_attack} con la Celerità di [nature_monk_kaze], hanno una probabilità del <2.5>% di {ACTION_attack} un'ulteriore volta. Questo effetto può verificarsi ripetutamente finché non fallisce.",在你的生物以[nature_monk_kaze]迅捷進行{ACTION_attack}後，牠們有<2.5>%機率再次{ACTION_attack}。此效果可以重複觸發，直到失敗為止。,你的生物使用[nature_monk_kaze]迅捷专长{ACTION_attack}后，它有<2.5>%几率额外{ACTION_attack}一次。此效果可以重复触发，直到失败为止。,"당신의 생물이 [nature_monk_kaze] 신속함으로 {ACTION_attack}한 후, <2.5>% 확률로 추가로 한 번 더 {ACTION_attack}합니다. 이 효과는 실패할 때까지 반복해서 발생할 수 있습니다.","Po tym, jak twoje stworzenia {ACTION_attack} z [nature_monk_kaze] Szybkością, mają <2.5>% szans na {ACTION_attack} dodatkowy raz. Ten efekt może występować wielokrotnie, dopóki nie zawiedzie.","Після того, як ваші істоти {ACTION_attack} з [nature_monk_kaze] Стрімкістю, вони мають <2.5>% шанс {ACTION_attack} додатковий раз. Цей ефект може повторюватися, доки не зазнає невдачі.","Nadat je wezens {ACTION_attack} met [nature_monk_kaze] Snelheid, hebben ze <2.5>% kans om nog een keer te {ACTION_attack}. Dit effect kan herhaaldelijk optreden totdat het mislukt.","Yaratıkların [nature_monk_kaze] Çeviklik ile {ACTION_attack} ettikten sonra, %<2.5> ihtimalle bir kez daha {ACTION_attack} edebilirler. Bu etki, başarısız olana kadar tekrar tekrar gerçekleşebilir."
L_P_RIDETHEWIND,,Ride the Wind,風に乗る,Reite den Wind,Chevaucher le Vent,Cabalga el Viento,Cavalgar o Vento,Оседлать Ветер,Cavalca il Vento,乘風而行,乘风而行,바람을 타다,Ujeżdżaj Wiatr,Осідлати Вітер,Berijdt de Wind,Rüzgarı Sür
L_P_RIDETHEWIND_DESC,,"While your creatures are {ACTION_defending}, they receive a bonus to their {STAT_speed} instead of {STAT_defense}.",クリーチャーが{ACTION_defending}している間、{STAT_defense}の代わりに{STAT_speed}にボーナスを得る。,"Während deine Kreaturen {ACTION_defending} sind, erhalten sie einen Bonus auf ihre {STAT_speed} anstatt auf {STAT_defense}.","Pendant que vos créatures sont {ACTION_defending}, elles reçoivent un bonus à leur {STAT_speed} au lieu de leur {STAT_defense}.","Mientras tus criaturas están {ACTION_defending}, reciben una bonificación a su {STAT_speed} en lugar de {STAT_defense}.","Enquanto suas criaturas estão {ACTION_defending}, elas recebem um bônus em sua {STAT_speed} em vez de {STAT_defense}.","Пока ваши существа {ACTION_defending}, они получают бонус к {STAT_speed} вместо {STAT_defense}.","Mentre le tue creature stanno {ACTION_defending}, ricevono un bonus alla loro {STAT_speed} invece che alla {STAT_defense}.",當你的生物正在{ACTION_defending}時，牠們會獲得{STAT_speed}加成，而非{STAT_defense}加成。,你的生物正在{ACTION_defending}时，它获得{STAT_speed}加成而非{STAT_defense}加成。,"당신의 생물이 {ACTION_defending} 중일 때, {STAT_defense} 대신 {STAT_speed}에 보너스를 받습니다.","Kiedy twoje stworzenia {ACTION_defending}, otrzymują premię do {STAT_speed} zamiast do {STAT_defense}.","Поки ваші істоти {ACTION_defending}, вони отримують бонус до {STAT_speed} замість {STAT_defense}.","Terwijl je wezens {ACTION_defending} zijn, ontvangen ze een bonus op hun {STAT_speed} in plaats van {STAT_defense}.","Yaratıklarınız {ACTION_defending} durumundayken, {STAT_defense} yerine {STAT_speed} özelliklerine bonus alırlar."
L_P_VITALSTRIKE,,Vital Strike,バイタルストライク,Vitaler Schlag,Frappe Vitale,Golpe Vital,Golpe Vital,Жизненно важный удар,Colpo Vitale,致命一擊,要害打击,치명적 일격,Morderczy Cios,Життєвий Удар,Vitale Slag,Hayati Vuruş
L_P_VITALSTRIKE_DESC,,"When your creatures {ACTION_attack}, with [nature_monk_kaze]Celerity, they have a <2>% chance to deal 100% more damage.",生物が{ACTION_attack}するとき、[nature_monk_kaze]迅速さがあれば、<2>%の確率で100%多くのダメージを与えます。,"Wenn deine Kreaturen {ACTION_attack} mit [nature_monk_kaze]Schnelligkeit haben sie eine <2>% Chance, 100% mehr Schaden zu verursachen.","Lorsque vos créatures {ACTION_attack}, avec [nature_monk_kaze]Célérité, elles ont <2>% de chances d'infliger 100% de dégâts supplémentaires.","Cuando tus criaturas {ACTION_attack}, con [nature_monk_kaze]Celeridad, tienen un <2>% de probabilidad de infligir un 100% más de daño.","Quando suas criaturas {ACTION_attack}, com [nature_monk_kaze]Celerity, elas têm <2>% de chance de causar 100% a mais de dano.","Когда ваши существа {ACTION_attack}, с [nature_monk_kaze]Стремительностью, у них есть <2>% шанс нанести на 100% больше урона.","Quando le tue creature {ACTION_attack}, con [nature_monk_kaze]Celerità, hanno una probabilità del <2>% di infliggere il 100% di danni in più.",當你的生物{ACTION_attack}時，帶有[nature_monk_kaze]迅捷，他們有<2>%機率造成100%更多傷害。,你的生物使用[nature_monk_kaze]迅捷专长{ACTION_attack}时，它有<2>%几率多造成100%的伤害。,"당신의 생물이 {ACTION_attack}할 때, [nature_monk_kaze]신속함으로 인해 <2>% 확률로 100% 더 많은 피해를 입힙니다.","Kiedy twoje stworzenia {ACTION_attack}, z [nature_monk_kaze]Szybkością, mają <2>% szans na zadanie o 100% więcej obrażeń.","Коли ваші істоти {ACTION_attack}, з [nature_monk_kaze]Стрімкістю, вони мають <2>% шанс завдати на 100% більше шкоди.","Wanneer je wezens {ACTION_attack}, met [nature_monk_kaze]Snelheid, hebben ze <2>% kans om 100% meer schade te doen.","Yaratıkların {ACTION_attack} yaptığında, [nature_monk_kaze]Çeviklik ile, <2>% ihtimalle %100 daha fazla hasar verme şansları vardır."
L_P_EXTENDEDREACH,,Extended Reach,射程延長,Erhöhte Reichweite,Portée Étendue,Alcance Extendido,Alcance Estendido,Увеличенный Радиус,Portata Estesa,延伸觸及,延长触及,확장된 사정거리,Zwiększony Zasięg,Збільшена Досяжність,Verlengd Bereik,Uzatılmış Erişim
L_P_EXTENDEDREACH_DESC,,"After your creatures {ACTION_attack} with [nature_monk_kaze]Celerity, they have a <1>% chance to move to the top of the {TIMELINE}.",生物が[nature_monk_kaze]迅速で{ACTION_attack}した後、<1>%の確率で{TIMELINE}の先頭に移動します。,"Nachdem deine Kreaturen mit [nature_monk_kaze]Behändigkeit {ACTION_attack}, haben sie eine <1>% Chance, an die Spitze der {TIMELINE} zu gelangen.","Après que vos créatures {ACTION_attack} avec [nature_monk_kaze]Célérité, elles ont <1>% de chances de se déplacer en haut de la {TIMELINE}.","Después de que tus criaturas {ACTION_attack} con [nature_monk_kaze]Celeridad, tienen un <1>% de probabilidad de moverse a la parte superior de la {TIMELINE}.","Depois que suas criaturas {ACTION_attack} com [nature_monk_kaze]Celeridade, elas têm <1>% de chance de se mover para o topo da {TIMELINE}.","После того как ваши существа {ACTION_attack} с [nature_monk_kaze]Стремительностью, у них есть <1>% шанс переместиться в начало {TIMELINE}.","Dopo che le tue creature {ACTION_attack} con [nature_monk_kaze]Celerità, hanno una probabilità del <1>% di spostarsi in cima alla {TIMELINE}.",在你的生物以[nature_monk_kaze]迅捷進行{ACTION_attack}後，牠們有<1>%的機會移至{TIMELINE}的最前端。,你的生物使用[nature_monk_kaze]迅捷专长{ACTION_attack}后，它有<1>%几率移至{TIMELINE}的顶端。,"당신의 생물이 [nature_monk_kaze]신속함으로 {ACTION_attack}한 후, <1>% 확률로 {TIMELINE} 맨 위로 이동합니다.","Po tym, jak twoje stworzenia {ACTION_attack} z [nature_monk_kaze]Szybkością, mają <1>% szansy na przesunięcie się na szczyt {TIMELINE}.","Після того, як ваші істоти {ACTION_attack} з [nature_monk_kaze]Швидкістю, вони мають <1>% шанс переміститися на початок {TIMELINE}.","Nadat je wezens {ACTION_attack} met [nature_monk_kaze]Snelheid, hebben ze <1>% kans om naar de top van de {TIMELINE} te verplaatsen.","Yaratıklarınız [nature_monk_kaze]Çeviklik ile {ACTION_attack} ettikten sonra, {TIMELINE} üstüne taşınmak için <1>% şansları olur."
L_P_FAKEOUT,,Fake Out,フェイント,Finte,Feinte,Amago,Finta,Обманный Маневр,Finta,假動作,佯攻,속임수,Zwodzenie,Фальшивий Випад,Schijnbeweging,Aldatmaca
L_P_FAKEOUT_DESC,,"After an enemy dodges your creatures' attacks, your creatures have a <3>% chance to {ACTION_attack} again.",敵があなたのクリーチャーの攻撃を回避した後、あなたのクリーチャーは<3>%の確率で再び{ACTION_attack}する。,"Nachdem ein Feind den Angriffen deiner Kreaturen ausweicht, haben deine Kreaturen eine <3>% Chance, erneut zu {ACTION_attack}.","Après qu'un ennemi esquive les attaques de vos créatures, vos créatures ont <3>% de chances d'{ACTION_attack} à nouveau.","Después de que un enemigo esquive los ataques de tus criaturas, tus criaturas tienen un <3>% de probabilidad de {ACTION_attack} de nuevo.","Após um inimigo esquivar dos ataques de suas criaturas, suas criaturas têm <3>% de chance de {ACTION_attack} novamente.","После того как враг уклоняется от атак ваших существ, у ваших существ есть <3>% шанс {ACTION_attack} снова.","Dopo che un nemico schiva gli attacchi delle tue creature, le tue creature hanno una probabilità del <3>% di {ACTION_attack} di nuovo.",敵人閃避你的生物攻擊後，你的生物有<3>%機率再次{ACTION_attack}。,敌人闪避你的生物的攻击后，你的生物有<3>%几率再次{ACTION_attack}。,"적이 당신의 생물의 공격을 회피한 후, 당신의 생물은 <3>% 확률로 다시 {ACTION_attack}할 수 있습니다.","Po tym, jak przeciwnik uniknie ataków twoich stworzeń, twoje stworzenia mają <3>% szans na ponowne {ACTION_attack}.","Після того, як ворог ухиляється від атак ваших істот, ваші істоти мають <3>% шанс {ACTION_attack} знову.","Nadat een vijand de aanvallen van je wezens ontwijkt, hebben je wezens <3>% kans om opnieuw te {ACTION_attack}.","Düşman yaratıklarınızın saldırılarından kaçındıktan sonra, yaratıklarınızın tekrar {ACTION_attack} etme şansı <3>% olur."
L_P_THYLACINESFURY,,Thylacine's Fury,サイラシンの怒り,Zorn des Beutelwolfs,Fureur du Thylacine,Furia del Tilacino,Fúria do Tilacino,Ярость Тилацина,Furia del Tilacino,袋狼之怒,袋狼之怒,타일라신의 분노,Furia Wilkowora,Лють Тилацина,Woede van de Buidelwolf,Tilasinin Öfkesi
L_P_THYLACINESFURY_DESC,,Your creatures deal additional damage equal to 50% of the amount of {STAT_speed} they have greater than their target.,自分のクリーチャーは、対象よりも多く持っている{STAT_speed}の量の50%に等しい追加ダメージを与える。,"Deine Kreaturen verursachen zusätzlichen Schaden in Höhe von 50% des Betrags an {STAT_speed}, den sie mehr als ihr Ziel haben.",Vos créatures infligent des dégâts supplémentaires égaux à 50% de la quantité de {STAT_speed} qu'elles ont en plus par rapport à leur cible.,Tus criaturas infligen daño adicional igual al 50% de la cantidad de {STAT_speed} que tengan por encima de su objetivo.,Suas criaturas causam dano adicional igual a 50% da quantidade de {STAT_speed} que elas têm a mais que seu alvo.,"Ваши существа наносят дополнительный урон, равный 50% от значения {STAT_speed}, на которое они превосходят свою цель.",Le tue creature infliggono danni aggiuntivi pari al 50% della quantità di {STAT_speed} che hanno in più rispetto al loro bersaglio.,你的生物造成額外傷害，數值等同於牠們比目標多出的{STAT_speed}的50%。,你的生物可造成额外伤害，数值等同于它们的{STAT_speed}超出目标的50%。,당신의 생물들은 대상보다 {STAT_speed}이(가) 높은 수치의 50%만큼 추가 피해를 입힙니다.,"Twoje stworzenia zadają dodatkowe obrażenia równe 50% wartości {STAT_speed}, o jaką przewyższają swój cel.","Ваші істоти завдають додаткової шкоди, що дорівнює 50% від кількості {STAT_speed}, на яку вони перевищують свою ціль.",Je wezens doen extra schade gelijk aan 50% van de hoeveelheid {STAT_speed} die ze meer hebben dan hun doelwit.,"Yaratıklarınız, hedeflerinden daha fazla sahip oldukları {STAT_speed} miktarının %50'si kadar ek hasar verir."
L_P_CROSSWINDS,,Crosswinds,クロスウィンド,Querwind,Vents Croisés,Vientos Cruzados,Ventos Cruzados,Перекрёстные ветра,Venti Incrociati,交錯之風,交错之风,교차풍,Wichry Skrzyżowane,Перехресні вітри,Dwarswind,Çapraz Rüzgarlar
