Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_ACH_NAME_5,,Brimstone Collector VI,ブリムストーン・コレクターVI,Schwefelsammler VI,Collecteur de Soufre VI,Colector de Azufre VI,Coletor de Enxofre VI,Сборщик Серы VI,Collettore di Zolfo VI,硫磺收集者 VI,硫磺收集者VI,유황석 수집가 VI,Kolekcjoner Siarki VI,Збирач Сірки VI,Zwavelcollector VI,Kükürt Toplayıcısı VI
L_ACH_DESC_5,,"Obtain 1,000,000 {RES_BRIMSTONE}.","1,000,000 {RES_BRIMSTONE} を入手する。","Erhalte 1,000,000 {RES_BRIMSTONE}.","Obtenez 1,000,000 {RES_BRIMSTONE}.","Obtén 1,000,000 {RES_BRIMSTONE}.","Obtenha 1,000,000 {RES_BRIMSTONE}.","Получите 1,000,000 {RES_BRIMSTONE}.","Ottieni 1,000,000 {RES_BRIMSTONE}.","獲得 1,000,000 {RES_BRIMSTONE}。","获得1,000,000{RES_BRIMSTONE}。","1,000,000 {RES_BRIMSTONE} 획득하기.","Zdobądź 1,000,000 {RES_BRIMSTONE}.","Отримайте 1,000,000 {RES_BRIMSTONE}.","Verkrijg 1,000,000 {RES_BRIMSTONE}.","1,000,000 {RES_BRIMSTONE} elde et."
L_ACH_NAME_6,,Brimstone Collector VII,ブリムストーン・コレクターVII,Schwefelsammler VII,Collecteur de Soufre VII,Coleccionista de Azufre VII,Colecionador de Enxofre VII,Коллекционер Серы VII,Collezionista di Zolfo VII,硫磺收集者 VII,硫磺收集者VII,유황석 수집가 VII,Kolekcjoner Siarki VII,Збирач Сірки VII,Zwavelcollector VII,Kükürt Toplayıcısı VII
L_ACH_DESC_6,,"Obtain 2,500,000 {RES_BRIMSTONE}.","2,500,000 {RES_BRIMSTONE} を入手する。","Erhalte 2,500,000 {RES_BRIMSTONE}.","Obtenez 2,500,000 {RES_BRIMSTONE}.","Obtén 2,500,000 {RES_BRIMSTONE}.","Obtenha 2,500,000 {RES_BRIMSTONE}.","Получите 2,500,000 {RES_BRIMSTONE}.","Ottieni 2,500,000 {RES_BRIMSTONE}.","獲得 2,500,000 {RES_BRIMSTONE}。","获得2,500,000{RES_BRIMSTONE}。","2,500,000 {RES_BRIMSTONE} 획득하기.","Zdobądź 2,500,000 {RES_BRIMSTONE}.","Отримайте 2,500,000 {RES_BRIMSTONE}.",Verkrijg 2.500.000 {RES_BRIMSTONE}.,"2,500,000 {RES_BRIMSTONE} elde et."
L_ACH_NAME_7,,Brimstone Collector VIII,ブリムストーン・コレクターVIII,Schwefelsammler VIII,Collecteur de Soufre VIII,Coleccionista de Azufre VIII,Colecionador de Enxofre VIII,Собиратель Серы VIII,Collezionista di Zolfo VIII,硫磺收集者 VIII,硫磺收集者VIII,유황석 수집가 VIII,Kolekcjoner Siarki VIII,Збирач Сірки VIII,Zwavelcollector VIII,Kükürt Toplayıcısı VIII
L_ACH_DESC_7,,"Obtain 10,000,000 {RES_BRIMSTONE}.","10,000,000 {RES_BRIMSTONE} を入手する。","Erhalte 10,000,000 {RES_BRIMSTONE}.","Obtenez 10,000,000 {RES_BRIMSTONE}.","Obtén 10,000,000 {RES_BRIMSTONE}.","Obtenha 10,000,000 {RES_BRIMSTONE}.","Получите 10,000,000 {RES_BRIMSTONE}.","Ottieni 10,000,000 {RES_BRIMSTONE}.","獲得 10,000,000 {RES_BRIMSTONE}。","获得10,000,000{RES_BRIMSTONE}。","10,000,000 {RES_BRIMSTONE} 획득하기.","Zdobądź 10,000,000 {RES_BRIMSTONE}.","Отримайте 10,000,000 {RES_BRIMSTONE}.","Verkrijg 10,000,000 {RES_BRIMSTONE}.","10,000,000 {RES_BRIMSTONE} elde et."
L_ACH_NAME_8,,Brimstone Collector IX,ブリムストーン・コレクターIX,Schwefelsammler IX,Collecteur de Soufre IX,Colector de Azufre IX,Colecionador de Enxofre IX,Собиратель Серы IX,Collezionista di Zolfo IX,硫磺收集者 IX,硫磺收集者IX,유황석 수집가 IX,Kolekcjoner Siarki IX,Колекціонер Сірки IX,Zwavelcollector IX,Kükürt Toplayıcısı IX
L_ACH_DESC_8,,"Obtain 25,000,000 {RES_BRIMSTONE}.","25,000,000 {RES_BRIMSTONE} を入手する。",Erhalte 25.000.000 {RES_BRIMSTONE}.,Obtenez 25 000 000 {RES_BRIMSTONE}.,"Obtén 25,000,000 {RES_BRIMSTONE}.","Obtenha 25,000,000 {RES_BRIMSTONE}.","Получите 25,000,000 {RES_BRIMSTONE}.","Ottieni 25,000,000 {RES_BRIMSTONE}.","獲得 25,000,000 {RES_BRIMSTONE}。","获得25,000,000{RES_BRIMSTONE}。","25,000,000 {RES_BRIMSTONE}을(를) 획득하세요.","Zdobądź 25,000,000 {RES_BRIMSTONE}.","Отримайте 25,000,000 {RES_BRIMSTONE}.","Verkrijg 25,000,000 {RES_BRIMSTONE}.","25,000,000 {RES_BRIMSTONE} elde et."
L_ACH_NAME_9,,Brimstone Collector X,ブリムストーン・コレクターX,Schwefelsammler X,Collecteur de Soufre X,Coleccionista de Azufre X,Colecionador de Enxofre X,Коллекционер Серы X,Collezionista di Zolfo X,硫磺收集者 X,硫磺收集者X,유황석 수집가 X,Kolekcjoner Siarki X,Колекціонер Сірки X,Zwavelverzamelaar X,Kükürttaşı Toplayıcı X
L_ACH_DESC_9,,"Obtain 50,000,000 {RES_BRIMSTONE}.","{RES_BRIMSTONE}を50,000,000個入手する。",Erhalte 50.000.000 {RES_BRIMSTONE}.,"Obtenez 50,000,000 {RES_BRIMSTONE}.","Obtén 50,000,000 {RES_BRIMSTONE}.","Obtenha 50,000,000 {RES_BRIMSTONE}.","Получите 50,000,000 {RES_BRIMSTONE}.","Ottieni 50,000,000 {RES_BRIMSTONE}.","獲得 50,000,000 {RES_BRIMSTONE}。","获得50,000,000{RES_BRIMSTONE}。","{RES_BRIMSTONE} 50,000,000개 획득하세요.","Zdobądź 50,000,000 {RES_BRIMSTONE}.","Отримайте 50,000,000 {RES_BRIMSTONE}.","Verkrijg 50,000,000 {RES_BRIMSTONE}.","50,000,000 {RES_BRIMSTONE} elde et."
L_ACH_NAME_10,,Crystal Collector I,クリスタルコレクターI,Kristallsammler I,Collectionneur de Cristaux I,Coleccionista de Cristales I,Colecionador de Cristais I,Собиратель Кристаллов I,Collezionista di Cristalli I,水晶收集者 I,水晶收集者I,크리스탈 수집가 I,Kolekcjoner Kryształów I,Збирач Кристалів I,Kristalverzamelaar I,Kristal Toplayıcı I
L_ACH_DESC_10,,"Obtain 10,000 {RES_CRYSTAL}.","10,000個の{RES_CRYSTAL}を入手する。",Erhalte 10.000 {RES_CRYSTAL}.,Obtenez 10 000 {RES_CRYSTAL}.,"Obtén 10,000 {RES_CRYSTAL}.",Obtenha 10.000 {RES_CRYSTAL}.,"Получите 10,000 {RES_CRYSTAL}.",Ottieni 10.000 {RES_CRYSTAL}.,"獲得 10,000 {RES_CRYSTAL}。","获得10,000{RES_CRYSTAL}。","{RES_CRYSTAL} 10,000개 획득.","Zdobądź 10,000 {RES_CRYSTAL}.","Отримайте 10,000 {RES_CRYSTAL}.","Verkrijg 10,000 {RES_CRYSTAL}.","10,000 {RES_CRYSTAL} elde et."
L_ACH_NAME_11,,Crystal Collector II,クリスタルコレクターII,Kristallsammler II,Crystal Collector II,Coleccionista de Cristales II,Colecionador de Cristais II,Собиратель Кристаллов II,Crystal Collector II,水晶收集者 II,水晶收集者II,크리스탈 콜렉터 II,Kolekcjoner Kryształów II,Колекціонер Кристалів II,Kristalverzamelaar II,Kristal Toplayıcı II
L_ACH_DESC_11,,"Obtain 50,000 {RES_CRYSTAL}.","50,000個の{RES_CRYSTAL}を入手する。",Erhalte 50.000 {RES_CRYSTAL}.,"Obtenez 50,000 {RES_CRYSTAL}.","Obtén 50,000 {RES_CRYSTAL}.",Obtenha 50.000 {RES_CRYSTAL}.,"Получите 50,000 {RES_CRYSTAL}.","Ottieni 50,000 {RES_CRYSTAL}.","獲得 50,000 {RES_CRYSTAL}。","获得50,000{RES_CRYSTAL}。","{RES_CRYSTAL} 50,000개 획득하기.","Zdobądź 50,000 {RES_CRYSTAL}.","Отримайте 50,000 {RES_CRYSTAL}.","Verkrijg 50,000 {RES_CRYSTAL}.","50,000 {RES_CRYSTAL} elde et."
L_ACH_NAME_12,,Crystal Collector III,クリスタルコレクターIII,Kristallsammler III,Crystal Collector III,Crystal Collector III,Colecionador de Cristais III,Собиратель Кристаллов III,Crystal Collector III,水晶收集者 III,水晶收集者III,크리스탈 콜렉터 III,Kolekcjoner Kryształów III,Колекціонер Кристалів III,Kristalverzamelaar III,Kristal Toplayıcı III
L_ACH_DESC_12,,"Obtain 100,000 {RES_CRYSTAL}.","{RES_CRYSTAL}を100,000個入手する。",Erhalte 100.000 {RES_CRYSTAL}.,"Obtenez 100,000 {RES_CRYSTAL}.","Obtén 100,000 {RES_CRYSTAL}.",Obtenha 100.000 {RES_CRYSTAL}.,"Получите 100,000 {RES_CRYSTAL}.","Ottieni 100,000 {RES_CRYSTAL}.","獲得 100,000 {RES_CRYSTAL}。","获得100,000{RES_CRYSTAL}。","{RES_CRYSTAL} 100,000개 획득하세요.","Zdobądź 100,000 {RES_CRYSTAL}.","Отримайте 100,000 {RES_CRYSTAL}.","Verkrijg 100,000 {RES_CRYSTAL}.","100,000 {RES_CRYSTAL} elde et."
L_ACH_NAME_13,,Crystal Collector IV,クリスタルコレクターIV,Kristallsammler IV,Crystal Collector IV,Coleccionista de Cristales IV,Colecionador de Cristais IV,Коллекционер Кристаллов IV,Crystal Collector IV,水晶收集者 IV,水晶收集者IV,크리스탈 콜렉터 IV,Kolekcjoner Kryształów IV,Колекціонер Кристалів IV,Kristalverzamelaar IV,Kristal Toplayıcı IV
L_ACH_DESC_13,,"Obtain 250,000 {RES_CRYSTAL}.","250,000個の{RES_CRYSTAL}を入手する。",Erhalte 250.000 {RES_CRYSTAL}.,"Obtenez 250,000 {RES_CRYSTAL}.","Obtén 250,000 {RES_CRYSTAL}.","Obtenha 250,000 {RES_CRYSTAL}.","Получите 250,000 {RES_CRYSTAL}.","Ottieni 250,000 {RES_CRYSTAL}.","獲得 250,000 {RES_CRYSTAL}。","获得250,000{RES_CRYSTAL}。","250,000 {RES_CRYSTAL}을(를) 획득하세요.","Zdobądź 250,000 {RES_CRYSTAL}.","Отримайте 250,000 {RES_CRYSTAL}.",Verkrijg 250.000 {RES_CRYSTAL}.,"250,000 {RES_CRYSTAL} elde et."
L_ACH_NAME_14,,Crystal Collector V,クリスタルコレクターV,Kristallsammler V,Collecteur de Cristaux V,Colector de Cristales V,Colecionador de Cristais V,Собиратель Кристаллов V,Collezionista di Cristalli V,水晶收集者 V,水晶收集者V,크리스탈 수집가 V,Kolekcjoner Kryształów V,Колекціонер Кристалів V,Kristalverzamelaar V,Kristal Toplayıcı V
L_ACH_DESC_14,,"Obtain 500,000 {RES_CRYSTAL}.","500,000個の{RES_CRYSTAL}を入手する。",Erhalte 500.000 {RES_CRYSTAL}.,Obtenez 500 000 {RES_CRYSTAL}.,"Obtén 500,000 {RES_CRYSTAL}.",Obtenha 500.000 {RES_CRYSTAL}.,"Получите 500,000 {RES_CRYSTAL}.","Ottieni 500,000 {RES_CRYSTAL}.","獲得 500,000 {RES_CRYSTAL}。","获得500,000{RES_CRYSTAL}。","500,000 {RES_CRYSTAL}을(를) 획득하세요.","Zdobądź 500,000 {RES_CRYSTAL}.","Отримайте 500,000 {RES_CRYSTAL}.",Verkrijg 500.000 {RES_CRYSTAL}.,"500,000 {RES_CRYSTAL} elde et."
L_ACH_NAME_15,,Crystal Collector VI,クリスタルコレクターVI,Kristallsammler VI,Crystal Collector VI,Coleccionista de Cristales VI,Colecionador de Cristais VI,Собиратель Кристаллов VI,Crystal Collector VI,水晶收集者 VI,水晶收集者VI,크리스탈 수집가 VI,Kolekcjoner Kryształów VI,Колекціонер Кристалів VI,Kristalverzamelaar VI,Kristal Toplayıcı VI
L_ACH_DESC_15,,"Obtain 1,000,000 {RES_CRYSTAL}.","1,000,000個の{RES_CRYSTAL}を入手する。","Erhalte 1,000,000 {RES_CRYSTAL}.","Obtenez 1,000,000 {RES_CRYSTAL}.","Obtén 1,000,000 {RES_CRYSTAL}.","Obtenha 1,000,000 {RES_CRYSTAL}.","Получите 1,000,000 {RES_CRYSTAL}.","Ottieni 1,000,000 {RES_CRYSTAL}.","獲得 1,000,000 {RES_CRYSTAL}。","获得1,000,000{RES_CRYSTAL}。","1,000,000 {RES_CRYSTAL}을(를) 획득하세요.","Zdobądź 1,000,000 {RES_CRYSTAL}.","Отримайте 1,000,000 {RES_CRYSTAL}.","Verkrijg 1,000,000 {RES_CRYSTAL}.","1,000,000 {RES_CRYSTAL} elde et."
L_ACH_NAME_16,,Crystal Collector VII,クリスタルコレクターVII,Kristallsammler VII,Crystal Collector VII,Crystal Collector VII,Crystal Collector VII,Коллекционер Кристаллов VII,Crystal Collector VII,水晶收集者 VII,水晶收集者VII,크리스탈 콜렉터 VII,Kolekcjoner Kryształów VII,Колекціонер Кристалів VII,Kristalverzamelaar VII,Kristal Toplayıcı VII
L_ACH_DESC_16,,"Obtain 2,500,000 {RES_CRYSTAL}.","2,500,000 {RES_CRYSTAL} を入手する。","Erhalte 2,500,000 {RES_CRYSTAL}.","Obtenez 2,500,000 {RES_CRYSTAL}.","Obtén 2,500,000 {RES_CRYSTAL}.","Obtenha 2,500,000 {RES_CRYSTAL}.","Получите 2,500,000 {RES_CRYSTAL}.","Ottieni 2,500,000 {RES_CRYSTAL}.","獲得 2,500,000 {RES_CRYSTAL}。","获得2,500,000{RES_CRYSTAL}。","2,500,000 {RES_CRYSTAL}을(를) 획득하세요.","Zdobądź 2,500,000 {RES_CRYSTAL}.","Отримайте 2,500,000 {RES_CRYSTAL}.","Verkrijg 2,500,000 {RES_CRYSTAL}.","2,500,000 {RES_CRYSTAL} elde et."
L_ACH_NAME_17,,Crystal Collector VIII,クリスタルコレクターVIII,Kristallsammler VIII,Crystal Collector VIII,Coleccionista de Cristales VIII,Colecionador de Cristais VIII,Коллекционер Кристаллов VIII,Collezionista di Cristalli VIII,水晶收集者 VIII,水晶收集者VIII,크리스탈 콜렉터 VIII,Kolekcjoner Kryształów VIII,Колекціонер Кристалів VIII,Kristalverzamelaar VIII,Kristal Toplayıcı VIII
L_ACH_DESC_17,,"Obtain 10,000,000 {RES_CRYSTAL}.","10,000,000 {RES_CRYSTAL} を入手する。","Erhalte 10,000,000 {RES_CRYSTAL}.","Obtenez 10,000,000 {RES_CRYSTAL}.","Obtén 10,000,000 {RES_CRYSTAL}.","Obtenha 10,000,000 {RES_CRYSTAL}.","Получите 10,000,000 {RES_CRYSTAL}.","Ottieni 10,000,000 {RES_CRYSTAL}.","獲得 10,000,000 {RES_CRYSTAL}。","获得10,000,000{RES_CRYSTAL}。","10,000,000 {RES_CRYSTAL}을(를) 획득하세요.","Zdobądź 10,000,000 {RES_CRYSTAL}.","Отримайте 10,000,000 {RES_CRYSTAL}.","Verkrijg 10,000,000 {RES_CRYSTAL}.","10,000,000 {RES_CRYSTAL} elde et."
L_ACH_NAME_18,,Crystal Collector IX,クリスタルコレクターIX,Kristallsammler IX,Crystal Collector IX,Coleccionista de Cristales IX,Colecionador de Cristais IX,Коллекционер Кристаллов IX,Crystal Collector IX,水晶收集者 IX,水晶收集者IX,크리스탈 콜렉터 IX,Kolekcjoner Kryształów IX,Колекціонер Кристалів IX,Kristalverzamelaar IX,Kristal Toplayıcı IX
L_ACH_DESC_18,,"Obtain 25,000,000 {RES_CRYSTAL}.","25,000,000個の{RES_CRYSTAL}を入手する。","Erhalte 25,000,000 {RES_CRYSTAL}.","Obtenez 25,000,000 {RES_CRYSTAL}.","Obtén 25,000,000 {RES_CRYSTAL}.","Obtenha 25,000,000 {RES_CRYSTAL}.","Получите 25,000,000 {RES_CRYSTAL}.","Ottieni 25,000,000 {RES_CRYSTAL}.","獲得 25,000,000 {RES_CRYSTAL}。","获得25,000,000{RES_CRYSTAL}。","25,000,000 {RES_CRYSTAL}을(를) 획득하세요.","Zdobądź 25,000,000 {RES_CRYSTAL}.","Отримайте 25,000,000 {RES_CRYSTAL}.","Verkrijg 25,000,000 {RES_CRYSTAL}.","25,000,000 {RES_CRYSTAL} elde et."
L_ACH_NAME_19,,Crystal Collector X,クリスタルコレクターX,Kristallsammler X,Collectionneur de Cristaux X,Coleccionista de Cristales X,Colecionador de Cristais X,Коллекционер Кристаллов X,Collezionista di Cristalli X,水晶收集者 X,水晶收集者X,크리스탈 콜렉터 X,Kolekcjoner Kryształów X,Колекціонер Кристалів X,Kristalverzamelaar X,Kristal Toplayıcı X
L_ACH_DESC_19,,"Obtain 50,000,000 {RES_CRYSTAL}.","50,000,000個の{RES_CRYSTAL}を入手する。","Erhalte 50,000,000 {RES_CRYSTAL}.","Obtenez 50,000,000 {RES_CRYSTAL}.","Obtén 50,000,000 {RES_CRYSTAL}.","Obtenha 50,000,000 {RES_CRYSTAL}.","Получите 50,000,000 {RES_CRYSTAL}.","Ottieni 50,000,000 {RES_CRYSTAL}.","獲得 50,000,000 {RES_CRYSTAL}。","获得50,000,000{RES_CRYSTAL}。","50,000,000 {RES_CRYSTAL}을(를) 획득하세요.","Zdobądź 50,000,000 {RES_CRYSTAL}.","Отримайте 50,000,000 {RES_CRYSTAL}.","Verkrijg 50,000,000 {RES_CRYSTAL}.","50,000,000 {RES_CRYSTAL} elde et."
L_ACH_NAME_20,,Essence Collector I,エッセンスコレクターI,Essenzsammler I,Collecteur d'Essence I,Colector de Esencia I,Coletor de Essência I,Собиратель Эссенции I,Collettore di Essenze I,精華收集者 I,精华收集者I,정수 수집가 I,Zbieracz Esencji I,Збирач Есенції I,Essentieverzamelaar I,Öz Toplayıcı I
L_ACH_DESC_20,,"Obtain 10,000 {RES_ESSENCE}.","{RES_ESSENCE}を10,000個入手する。",Erhalte 10.000 {RES_ESSENCE}.,Obtenez 10 000 {RES_ESSENCE}.,"Obtén 10,000 {RES_ESSENCE}.",Obtenha 10.000 {RES_ESSENCE}.,"Получите 10,000 {RES_ESSENCE}.",Ottieni 10.000 {RES_ESSENCE}.,"獲得 10,000 {RES_ESSENCE}。","获得10,000{RES_ESSENCE}。","{RES_ESSENCE} 10,000개 획득하세요.","Zdobądź 10,000 {RES_ESSENCE}.","Отримайте 10,000 {RES_ESSENCE}.",Verkrijg 10.000 {RES_ESSENCE}.,"10,000 {RES_ESSENCE} elde et."
L_ACH_NAME_21,,Essence Collector II,エッセンスコレクターII,Essenzsammler II,Collecteur d'Essence II,Colector de Esencia II,Coletor de Essência II,Собиратель Эссенции II,Raccoglitore di Essenze II,精華收集器 II,精华收集者II,정수 수집가 II,Zbieracz Esencji II,Збирач Есенції II,Essentieverzamelaar II,Öz Toplayıcı II
L_ACH_DESC_21,,"Obtain 50,000 {RES_ESSENCE}.","50,000 {RES_ESSENCE} を入手する。",Erhalte 50.000 {RES_ESSENCE}.,"Obtenez 50,000 {RES_ESSENCE}.","Obtén 50,000 {RES_ESSENCE}.",Obtenha 50.000 {RES_ESSENCE}.,"Получите 50,000 {RES_ESSENCE}.","Ottieni 50,000 {RES_ESSENCE}.","獲得 50,000 {RES_ESSENCE}。","获得50,000{RES_ESSENCE}。","{RES_ESSENCE} 50,000개 획득하기.","Zdobądź 50,000 {RES_ESSENCE}.","Отримайте 50,000 {RES_ESSENCE}.","Verkrijg 50,000 {RES_ESSENCE}.","50,000 {RES_ESSENCE} elde et."
L_ACH_NAME_22,,Essence Collector III,エッセンスコレクターIII,Essenzsammler III,Collecteur d'Essence III,Colector de Esencia III,Coletor de Essência III,Собиратель Эссенции III,Raccoglitore di Essenze III,精華收集器 III,精华收集者III,정수 수집가 III,Zbieracz Esencji III,Збирач Есенції III,Essentieverzamelaar III,Öz Toplayıcı III
L_ACH_DESC_22,,"Obtain 100,000 {RES_ESSENCE}.","100,000個の{RES_ESSENCE}を入手する。",Erhalte 100.000 {RES_ESSENCE}.,"Obtenez 100,000 {RES_ESSENCE}.","Obtén 100,000 {RES_ESSENCE}.","Obtenha 100,000 {RES_ESSENCE}.","Получите 100,000 {RES_ESSENCE}.","Ottieni 100,000 {RES_ESSENCE}.","獲得 100,000 {RES_ESSENCE}。","获得100,000{RES_ESSENCE}。","{RES_ESSENCE} 100,000개 획득하세요.","Zdobądź 100,000 {RES_ESSENCE}.","Отримайте 100,000 {RES_ESSENCE}.","Verkrijg 100,000 {RES_ESSENCE}.","100,000 {RES_ESSENCE} elde et."
L_ACH_NAME_23,,Essence Collector IV,エッセンスコレクターIV,Essenzsammler IV,Collecteur d'Essence IV,Colector de Esencia IV,Coletor de Essência IV,Собиратель Эссенции IV,Raccoglitore di Essenze IV,精華收集器 IV,精华收集者IV,정수 수집가 IV,Zbieracz Esencji IV,Збирач Есенції IV,Essentieverzamelaar IV,Öz Toplayıcı IV
L_ACH_DESC_23,,"Obtain 250,000 {RES_ESSENCE}.","250,000 {RES_ESSENCE} を入手する。",Erhalte 250.000 {RES_ESSENCE}.,Obtenez 250 000 {RES_ESSENCE}.,"Obtén 250,000 {RES_ESSENCE}.","Obtenha 250,000 {RES_ESSENCE}.","Получите 250,000 {RES_ESSENCE}.","Ottieni 250,000 {RES_ESSENCE}.","獲得 250,000 {RES_ESSENCE}。","获得250,000{RES_ESSENCE}。","250,000 {RES_ESSENCE} 획득하기.","Zdobądź 250,000 {RES_ESSENCE}.","Отримайте 250,000 {RES_ESSENCE}.",Verkrijg 250.000 {RES_ESSENCE}.,"250,000 {RES_ESSENCE} elde et."
