Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_D_ARENA_LOSS,,"(So you didn't make it to the end! Don't worry, there's always next time.)",(最後まで行けなかったんだね！大丈夫、また次の機会があるさ。),"(Du hast es also nicht bis zum Ende geschafft! Keine Sorge, es gibt immer ein nächstes Mal.)","(Alors vous n'êtes pas arrivé jusqu'au bout ! Ne vous inquiétez pas, il y aura toujours une prochaine fois.)","(¡Así que no llegaste hasta el final! No te preocupes, siempre habrá una próxima vez.)","(Então você não chegou até o fim! Não se preocupe, sempre haverá uma próxima vez.)","(Так ты не дошёл до конца! Не переживай, в следующий раз получится.)","(Quindi non sei arrivato alla fine! Non preoccuparti, ci sarà sempre un'altra occasione.)",（所以你沒能走到最後！別擔心，下次還有機會。）,（看来你没能坚持到最后！别担心，还有机会。）,"(그래서 끝까지 가지 못했군요! 걱정 마세요, 다음 기회가 항상 있습니다.)","(Więc nie dotarłeś do końca! Nie martw się, zawsze jest następna szansa.)","(Отже, ви не дійшли до кінця! Не хвилюйтеся, завжди є наступний раз.)","(Dus je hebt het einde niet gehaald! Maak je geen zorgen, er is altijd een volgende keer.)","(Demek sona kadar ulaşamadın! Endişelenme, her zaman bir sonraki sefer var.)"
L_D_ARENA_NEXTROUND,1 = round number,Get ready for round {1}! Teleport the next opponent into the arena.,ラウンド{1}の準備をしろ！次の相手をアリーナにテレポートさせろ。,Mach dich bereit für Runde {1}! Teleportiere den nächsten Gegner in die Arena.,Préparez-vous pour le round {1} ! Téléportez le prochain adversaire dans l'arène.,¡Prepárate para la ronda {1}! Teletransporta al siguiente oponente a la arena.,Prepare-se para a rodada {1}! Teletransporte o próximo oponente para a arena.,Приготовьтесь к раунду {1}! Телепортируйте следующего противника на арену.,Preparati per il round {1}! Teletrasporta il prossimo avversario nell'arena.,準備第{1}回合！將下一位對手傳送到競技場。,准备第{1}轮！将下一个对手传送到竞技场。,라운드 {1}을 준비하세요! 다음 상대를 경기장으로 텔레포트하세요.,Przygotuj się na rundę {1}! Teleportuj następnego przeciwnika na arenę.,Приготуйтеся до раунду {1}! Телепортуйте наступного супротивника на арену.,Maak je klaar voor ronde {1}! Teleporteer de volgende tegenstander naar de arena.,{1}. tur için hazırlan! Bir sonraki rakibi arenaya ışınla.
L_D_ARENA_FINALROUND,1 = player name,"Ladies, gentlemen, and creatures! The fifth and last round is upon us! Teleport {1}'s final opponent into the arena.",皆様、紳士淑女、そして生き物の皆さん！第5回目にして最後の試合の時間です！{1}の最後の対戦相手をアリーナにテレポートさせます。,"Meine Damen, meine Herren und Kreaturen! Die fünfte und letzte Runde steht bevor! Teleportiert {1}s letzten Gegner in die Arena.","Mesdames, messieurs, et créatures ! Le cinquième et dernier tour est arrivé ! Téléportez l'adversaire final de {1} dans l'arène.","¡Damas, caballeros y criaturas! ¡El quinto y último asalto está sobre nosotros! Teletransportar al oponente final de {1} a la arena.","Senhoras, senhores e criaturas! O quinto e último round está sobre nós! Teleportem o oponente final de {1} para a arena.","Дамы, господа и существа! Пятый и последний раунд уже близок! Телепортируйте последнего противника {1} на арену.","Signore, signori e creature! Il quinto e ultimo round è arrivato! Teletrasportate l'avversario finale di {1} nell'arena.",女士們、先生們，還有各種生物！第五回合也是最後一回合即將開始！將{1}的最終對手傳送到競技場中。,女士们，先生们，还有各位生物们！第五轮也是最后一轮比赛即将开始！将{1}的最终对手传送到竞技场。,"신사 숙녀 여러분, 그리고 생물들! 다섯 번째이자 마지막 라운드가 시작됩니다! {1}의 마지막 상대를 경기장으로 텔레포트하세요.","Panie, panowie i stworzenia! Piąta i ostatnia runda nadchodzi! Teleportujcie {1} ostatniego przeciwnika na arenę.","Пані, панове та істоти! П'ятий і останній раунд настав! Телепортуйте останнього суперника {1} на арену.","Dames, heren en wezens! De vijfde en laatste ronde is aangebroken! Teleporteer {1}'s laatste tegenstander naar de arena.","Bayanlar, baylar ve yaratıklar! Beşinci ve son tur üzerimize geldi! {1}'in son rakibini arenaya ışınlayın."
L_D_ARENA_EXIT,,Impressive! Not many people can survive such an onslaught.,見事だ！そのような猛攻を生き延びられる者はそう多くない。,Beeindruckend! Nicht viele Menschen können einen solchen Ansturm überleben.,Impressionnant ! Peu de gens peuvent survivre à un tel assaut.,¡Impresionante! No mucha gente puede sobrevivir a semejante embestida.,Impressionante! Não são muitas as pessoas que conseguem sobreviver a um ataque tão violento.,Впечатляюще! Немногие могут пережить такой натиск.,Impressionante! Non molte persone possono sopravvivere a un simile assalto.,令人印象深刻！很少有人能在這樣的猛攻下倖存。,了不起！很少有人能抵挡得住如此凶猛的攻势。,인상적이군요! 그런 맹공을 견뎌낼 수 있는 사람은 많지 않죠.,Imponujące! Niewielu ludzi potrafi przetrwać taki szturm.,Вражаюче! Мало хто може вижити після такого шквалу атак.,Indrukwekkend! Niet veel mensen kunnen zo'n aanval overleven.,Etkileyici! Çok az insan böyle bir saldırı dalgasından sağ çıkabilir.
L_D_ARENA_EXIT2,1 = player name,It's always a pleasure to watch the mighty {1} fight for honor and glory. Come back any time!,名誉と栄光のために戦う強大な{1}を見るのは、いつも喜びです。いつでもまた来てください！,"Es ist immer ein Vergnügen, dem mächtigen {1} beim Kampf für Ehre und Ruhm zuzusehen. Komm jederzeit wieder!",C'est toujours un plaisir de voir le puissant {1} combattre pour l'honneur et la gloire. Reviens quand tu veux !,Siempre es un placer ver al poderoso {1} luchar por el honor y la gloria. ¡Vuelve cuando quieras!,É sempre um prazer assistir o poderoso {1} lutar por honra e glória. Volte quando quiser!,"Всегда приятно наблюдать, как могучий {1} сражается за честь и славу. Возвращайтесь в любое время!",È sempre un piacere vedere il possente {1} combattere per onore e gloria. Torna quando vuoi!,觀賞強大的{1}為榮譽與榮耀而戰總是一種樂趣。隨時歡迎再來！,观看强大的{1}为荣誉和荣耀而战总是一种乐趣。随时欢迎再来！,명예와 영광을 위해 싸우는 강력한 {1}의 모습을 보는 것은 언제나 즐거움입니다. 언제든지 다시 오세요!,Zawsze to przyjemność oglądać potężnego {1} walczącego o honor i chwałę. Wpadnij do nas w każdej chwili!,"Завжди приємно спостерігати, як могутній {1} б'ється за честь і славу. Повертайтеся будь-коли!",Het is altijd een genoegen om de machtige {1} te zien vechten voor eer en glorie. Kom gerust nog eens terug!,Şerefli ve şanlı bir mücadele için kudretli {1}'i izlemek her zaman bir zevktir. İstediğin zaman tekrar gel!
L_D_TGOLEM2_D1,,Treasure Golem 2.0:\nYOU... YOU'RE THE PIECE OF !@#$ING !@#$ WHO HAS BEEN KILLING MY FRIENDS.,トレジャーゴーレム2.0：\nお前が…お前がオレの仲間を殺してきたクソ野郎か。,"Schatzgolem 2.0:\nDU... DU BIST DAS VERDAMMTE MISTSTÜCK, DAS MEINE FREUNDE GETÖTET HAT.",Golem de Trésor 2.0 :\nTOI... T'ES LE PUTAIN D'ENFOIRÉ QUI A TUÉ MES AMIS.,Gólem del Tesoro 2.0:\nTÚ... TÚ ERES EL PEDAZO DE !@#$A !@#$ QUE HA ESTADO MATANDO A MIS AMIGOS.,Golem do Tesouro 2.0:\nVOCÊ... VOCÊ É O PEDAÇO DE !@#$A !@#$ QUE TEM MATADO MEUS AMIGOS.,"Сокровищный Голем 2.0:\nТЫ... ТЫ ТОТ КУСОК !@#$АНОГО !@#$А, КОТОРЫЙ УБИВАЕТ МОИХ ДРУЗЕЙ.",Golem del Tesoro 2.0:\nTU... TU SEI QUEL PEZZO DI !@#$O !@#$ CHE HA UCCISO I MIEI AMICI.,寶藏魔像2.0：\n你...你就是那個殺害我朋友的該死混蛋。,宝藏魔像2.0：\n你……你就是那个一直杀害我朋友的!@#$混蛋。,보물 골렘 2.0:\n너... 넌 내 친구들을 죽이고 다닌 그 !@#$같은 !@#$이로군.,"Golem Skarbów 2.0:\nTY... TY JESTEŚ TYM KAWAŁKIEM !@#$ONEGO !@#$A, KTÓRY ZABIJA MOICH PRZYJACIÓŁ.","Скарбовий Голем 2.0:\nТИ... ТИ ТОЙ !@#$АНИЙ !@#$, ЩО ВБИВАЄ МОЇХ ДРУЗІВ.",Schatgolem 2.0:\nJIJ... JIJ BENT DAT STUK @#$%ENDE @#$% DAT MIJN VRIENDEN HEEFT VERMOORD.,Hazine Golemi 2.0:\nSEN... SEN BENİM ARKADAŞLARIMI ÖLDÜREN O LANET OLASI @#$!NSIN.
L_D_TGOLEM2_D2,,"(You sheepishly shrug your shoulders. He's right, after all.)",(あなたは恥ずかしそうに肩をすくめる。結局、彼の言うとおりだ。),(Du zuckst verlegen mit den Schultern. Er hat schließlich recht.),"(Vous haussez timidement les épaules. Il a raison, après tout.)","(Te encoges de hombros con timidez. Después de todo, tiene razón.)","(Você dá de ombros timidamente. Afinal, ele está certo.)","(Вы смущенно пожимаете плечами. В конце концов, он прав.)","(Alzi le spalle timidamente. Ha ragione, dopotutto.)",(你羞怯地聳聳肩。畢竟，他說得沒錯。),（你不好意思地耸了耸肩。毕竟，它说得没错。）,"(당신은 쑥스럽게 어깨를 으쓱합니다. 결국, 그의 말이 맞습니다.)",(Nieśmiało wzruszasz ramionami. W końcu ma rację.),"(Ви сором'язливо знизуєте плечима. Зрештою, він має рацію.)",(Je haalt verlegen je schouders op. Hij heeft tenslotte gelijk.),(Utangaç bir şekilde omuz silkersin. Sonuçta haklı.)
L_D_TGOLEM2_D3,,"Treasure Golem 2.0:\nBY THE POWER VESTED IN ME BY TORUN, GOD OF GODS, I HEREBY SENTENCE YOU TO A PAINFUL AND !@#$ED UP DEATH!",トレジャーゴーレム2.0：\n神々の神トルンから授かりし力により、私はここに汝に苦痛に満ちた、クソみたいな死を宣告する！,"Schatzgolem 2.0:\nBEI DER MIR VON TORUN, GOTT DER GÖTTER, VERLIEHENEN MACHT, VERURTEILE ICH DICH HIERMIT ZU EINEM SCHMERZHAFTEN UND V@#$ICKTEN TOD!","Golem de Trésor 2.0 :\nPAR LE POUVOIR QUI M'EST CONFÉRÉ PAR TORUN, DIEU DES DIEUX, JE VOUS CONDAMNE À UNE MORT DOULOUREUSE ET VRAIMENT !@#$ÉE !","Gólem del Tesoro 2.0:\nPOR EL PODER QUE ME HA CONFERIDO TORUN, DIOS DE DIOSES, ¡POR LA PRESENTE TE SENTENCIO A UNA MUERTE DOLOROSA Y JODIDAMENTE TERRIBLE!","Golem do Tesouro 2.0:\nPELO PODER INVESTIDO EM MIM POR TORUN, DEUS DOS DEUSES, EU SENTENCIO VOCÊ A UMA MORTE DOLOROSA E !@#$ADA!","Сокровищный Голем 2.0:\nВЛАСТЬЮ, ДАННОЙ МНЕ ТОРУНОМ, БОГОМ БОГОВ, Я ПРИГОВАРИВАЮ ТЕБЯ К МУЧИТЕЛЬНОЙ И !@#$АНУТОЙ СМЕРТИ!","Golem del Tesoro 2.0:\nPER IL POTERE CONFERITOMI DA TORUN, DIO DEGLI DEI, TI CONDANNO A UNA MORTE DOLOROSA E INCASINATA!",寶藏魔像2.0：\n以托倫——眾神之神——賦予我的力量，我在此判處你一個痛苦且該死的死亡！,宝藏魔像2.0：\n以托伦——众神之神——赋予我的力量，我在此宣判你一个痛苦且!@#$的死亡！,"보물 골렘 2.0:\n토룬, 신들의 신이 내게 부여한 권한으로, 나는 이제 당신에게 고통스럽고 !@#$나게 엉망진창인 죽음을 선고한다!","Golem Skarbów 2.0:\nMOCĄ NADANĄ MI PRZEZ TORUNA, BOGA BOGÓW, NINIEJSZYM SKAZUJĘ CIĘ NA BOLESNĄ I PO!@#$ONU POPIEPRZONĄ ŚMIERĆ!","Скарбовий Голем 2.0:\nСИЛОЮ, НАДАНОЮ МЕНІ ТОРУНОМ, БОГОМ БОГІВ, Я ЦІЄЮ ЗАЯВОЮ ЗАСУДЖУЮ ТЕБЕ ДО БОЛІСНОЇ ТА !@#$АНОЇ СМЕРТІ!","Schatgolem 2.0:\nBIJ DE MACHT DIE MIJ IS VERLEEND DOOR TORUN, GOD DER GODEN, VEROORDEEL IK JE HIERBIJ TOT EEN PIJNLIJKE EN K#@!VERDOMDE DOOD!","Hazine Golemi 2.0:\nTANRILARIN TANRISI TORUN TARAFINDAN BANA VERİLEN GÜÇLE, SENİ ACILI VE B*K GİBİ BİR ÖLÜME MAHKUM EDİYORUM!"
L_D_TANUKROOK_D1,,(...can it be?),（…まさか？）,(...kann das sein?),(...est-ce possible ?),(...¿puede ser?),(...será possível?),(...неужели это?),(...può essere?),（……難道是？）,（……这难道是？）,(...설마?),(...czy to możliwe?),(...невже це можливо?),(...kan het zijn?),(...bu olabilir mi?)
L_D_TANUKROOK_D2,,Tanukrook:\nROOOOOOOOOOAR!,タヌクルック：\nウォオオオオオオオオオ！,Tanukrook:\nRÖÖÖÖÖÖÖÖÖHR!,Tanukrook:\nROOOOOOOOOOAR!,Tanukrook:\n¡GROOOOOOOOOAAR!,Tanukrook:\nROOOOOOOOOOAR!,Танукрук:\nРРРРРРРРРРРРР!,Tanukrook:\nROOOOOOOOOOAR!,狸貍怪：\n吼嗚嗚嗚嗚嗚嗚嗚嗚！,森林恐魔：\n吼啊啊啊啊啊啊啊啊啊！,타누크룩:\n으르르르르르르!,Tanukrook:\nRYYYYYYYYYYYK!,Танукрук:\nРРРРРРРРРРРРР!,Tanukrook:\nGROOOOOOOOOOAUW!,Tanukrook:\nKÜKREEEEEEEEEEE!
L_D_TANUKROOK_D3,,(Yes! It's the legendary Tanukrook! You've heard countless tales of this mythical creature but always dismissed them as mere children's stories.),(そうだ！伝説のタヌクルックだ！この神話上の生き物についての数え切れない話を聞いてきたが、いつもただの子供向けのお話だと思っていた。),"(Ja! Es ist der legendäre Tanukrook! Du hast unzählige Geschichten über diese mythische Kreatur gehört, sie aber immer als bloße Kindergeschichten abgetan.)",(Oui ! C'est le légendaire Tanukrook ! Vous avez entendu d'innombrables récits de cette créature mythique mais les avez toujours considérés comme de simples contes pour enfants.),"(¡Sí! ¡Es el legendario Tanukrook! Has escuchado innumerables historias sobre esta criatura mítica, pero siempre las descartaste como simples cuentos infantiles.)","(Sim! É o lendário Tanukrook! Você ouviu inúmeras histórias sobre essa criatura mítica, mas sempre as descartou como meras histórias infantis.)","(Да! Это легендарный Танукрук! Ты слышал бесчисленные истории об этом мифическом существе, но всегда считал их просто детскими сказками.)","(Sì! È il leggendario Tanukrook! Hai sentito innumerevoli racconti di questa creatura mitica, ma li hai sempre liquidati come semplici storie per bambini.)",（沒錯！這就是傳說中的狸貍怪！你聽過無數關於這個神話生物的故事，但總是將它們當作只是兒童故事而已。）,（没错！这就是传说中的森林恐魔！你听过无数关于这种神话生物的故事，却总以为那不过是给小孩看的童话。）,(네! 전설의 타누크룩이에요! 당신은 이 신화 속 생물에 대한 수많은 이야기를 들었지만 항상 그저 아이들의 동화 정도로만 여겼죠.),"(Tak! To legendarny Tanukrook! Słyszałeś niezliczone opowieści o tej mitycznej istocie, ale zawsze odrzucałeś je jako zwykłe bajki dla dzieci.)","(Так! Це легендарний Танукрук! Ви чули безліч історій про цю міфічну істоту, але завжди відкидали їх як просто дитячі казки.)","(Ja! Het is de legendarische Tanukrook! Je hebt talloze verhalen gehoord over dit mythische wezen, maar je hebt ze altijd afgedaan als simpele kinderverhalen.)",(Evet! Bu efsanevi Tanukrook! Bu mitolojik yaratık hakkında sayısız hikaye duydun ama hep onları basit çocuk masalları olarak görmezden geldin.)
L_D_TANUKROOK_D4,,Tanukrook:\nROOOOOOOOOOOOOOOAAAAAAAR!,タヌクルック：\nウォオオオオオオオオオオオオオアアアアアアアア！,Tanukrook:\nROOOOOOOOOOOOOOOAAAAAAAR!,Tanukrook:\nROOOOOOOOOOOOOOOAAAAAAAR!,Tanukrook:\n¡GROOOOOOOOOOOOOAAAAAAAAAR!,Tanukrook:\nROOOOOOOOOOOOOOOAAAAAAAR!,Танукрук:\nРРРРРРРРРРРРРРРРРРРРРРРРР!,Tanukrook:\nROOOOOOOOOOOOOOOAAAAAAAR!,狸貍精:\n吼嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚！,森林恐魔：\n吼啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！,Tanukrook:\n으르르르르르르르르르르르르르르르르르르!,Tanukrook:\nROOOOOOOOOOOOOOOAAAAAAAR!,Танукрук:\nРРРРРРРРРРРРРРРРРРРРРРР!,Tanukrook:\nROOOOOOOOOOOOOOOAAAAAAAR!,Tanukrook:\nKÜKREEEEEEEEEEEEEEEEEEEE!
L_D_TANUKROOK_D5,,(Perhaps you should save this celebration for another time... if you manage to survive!),(この祝いは別の機会に取っておいた方がいいかもしれないな…生き残れたらの話だがな！),(Vielleicht solltest du diese Feier für einen anderen Zeitpunkt aufsparen... falls du überhaupt überlebst!),(Peut-être devriez-vous garder cette célébration pour une autre fois... si vous parvenez à survivre !),(¡Quizás deberías guardar esta celebración para otro momento... si logras sobrevivir!),(Talvez você devesse guardar essa comemoração para outra hora... se conseguir sobreviver!),"(Возможно, стоит отложить это празднование на потом... если вы вообще выживете!)",(Forse dovresti rimandare questa celebrazione a un altro momento... se riesci a sopravvivere!),（或許你該把這場慶祝留到另一個時機……如果你能活下來的話！）,（也许你应该把庆祝留到别的时候……如果能活下来的话！）,(어쩌면 이 축하는 다른 때로 미뤄두는 게 좋을 것 같소... 살아남는다면 말이지!),(Może powinieneś zostawić tę celebrację na inną okazję... jeśli uda ci się przeżyć!),"(Можливо, варто відкласти це святкування на інший час... якщо вам вдасться вижити!)",(Misschien kun je dit feestje beter bewaren voor een andere keer... als je het tenminste overleeft!),(Belki de bu kutlamayı başka bir zamana saklamalısın... tabii hayatta kalmayı başarırsan!)
