Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_QUESTNAME_QUALITYCONSTRUCTION,,Quality Construction,高品質な建設,Hochwertige Konstruktion,Construction de Qualité,Construcción de Calidad,Construção de Qualidade,Качественное Строительство,Costruzione di Qualità,優質建造,优质建造,고급 건설,Solidne Wykonanie,Якісне будівництво,Kwaliteitsbouw,Kaliteli İnşaat
L_QUESTDESC_QUALITYCONSTRUCTION,,Collect building materials in this Realm to expand {CASTLENAME}.,この世界で建材を集めて{CASTLENAME}を拡張しましょう。,"Sammle Baumaterialien in diesem Reich, um {CASTLENAME} zu erweitern.",Collectez des matériaux de construction dans ce Royaume pour agrandir {CASTLENAME}.,Recolecta materiales de construcción en este Reino para expandir {CASTLENAME}.,Colete materiais de construção neste Reino para expandir {CASTLENAME}.,Собирайте строительные материалы в этом Мире для расширения {CASTLENAME}.,Raccogli materiali da costruzione in questo Regno per espandere {CASTLENAME}.,在這個境界中收集建築材料來擴建{CASTLENAME}。,在这个领域中收集建筑材料以扩建{CASTLENAME}。,이 영역에서 건축 자재를 모아 {CASTLENAME}을(를) 확장하세요.,"Zbieraj materiały budowlane w tym Królestwie, aby rozbudować {CASTLENAME}.","Збирайте будівельні матеріали в цьому Світі, щоб розширити {CASTLENAME}.",Verzamel bouwmaterialen in dit Rijk om {CASTLENAME} uit te breiden.,Bu Diyar'da {CASTLENAME} genişletmek için inşaat malzemeleri topla.
L_ITEMREQ_QUALITYCONSTRUCTION,,Materials Collected,収集した素材,Materialien gesammelt,Matériaux Collectés,Materiales Recolectados,Materiais Coletados,Собранные материалы,Materiali Raccolti,收集的材料,已收集材料,수집된 재료,Zebrane Materiały,Зібрані матеріали,Verzamelde Materialen,Toplanan Malzemeler
L_QUESTNAME_ARMAMENTSFORWAR,,Armaments for War,戦争のための武具,Kriegsrüstung,Armements de Guerre,Armamentos para la Guerra,Armamentos de Guerra,Военное снаряжение,Armamenti da Guerra,戰爭武裝,战争军备,전쟁용 무기,Uzbrojenie Wojenne,Військове спорядження,Oorlogswapens,Savaş Silahları
L_QUESTDESC_ARMAMENTSFORWAR,,Collect weapons and armor in this Realm to equip {CASTLENAME}'s knights.,この世界で武器と防具を集めて{CASTLENAME}の騎士たちに装備させよう。,"Sammle Waffen und Rüstungen in diesem Reich, um die Ritter von {CASTLENAME} auszustatten.",Collectez des armes et des armures dans ce Royaume pour équiper les chevaliers de {CASTLENAME}.,Recolecta armas y armaduras en este Reino para equipar a los caballeros de {CASTLENAME}.,Colete armas e armaduras neste Reino para equipar os cavaleiros de {CASTLENAME}.,"Собирайте оружие и доспехи в этом Мире, чтобы экипировать рыцарей {CASTLENAME}.",Raccogli armi e armature in questo Regno per equipaggiare i cavalieri di {CASTLENAME}.,在這個境界中收集武器和盔甲來裝備{CASTLENAME}的騎士。,在这个领域中收集武器和护甲，为{CASTLENAME}的骑士们装备。,이 영역에서 무기와 방어구를 모아 {CASTLENAME}의 기사들을 장비시키세요.,"Zbieraj broń i zbroje w tym Królestwie, aby wyposażyć rycerzy {CASTLENAME}.","Збирайте зброю та обладунки в цьому Світі, щоб спорядити лицарів {CASTLENAME}.",Verzamel wapens en harnassen in dit Rijk om de ridders van {CASTLENAME} uit te rusten.,Bu Diyar'da silahlar ve zırhlar toplayarak {CASTLENAME}'in şövalyelerini donatın.
L_ITEMREQ_ARMAMENTSFORWAR,,Weapons/Armor Collected,武器/防具収集,Waffen/Rüstungen Gesammelt,Armes/Armures Collectées,Armas/Armaduras Recolectadas,Armas/Armaduras Coletadas,Собранное оружие/броня,Armi/Armature Raccolte,已收集的武器/防具,已收集武器/护甲,수집한 무기/방어구,Zebrana Broń/Zbroja,Зібрана зброя/броня,Wapens/Pantser Verzameld,Toplanan Silahlar/Zırhlar
L_QUESTNAME_CONQUESTFORCORES,,Conquest for Cores,コアの征服,Eroberung für Kerne,Conquête des Noyaux,Conquista de Núcleos,Conquista por Núcleos,Завоевание Ядер,Conquista dei Nuclei,核心爭奪戰,捕获核心,코어 정복,Podbój Rdzeni,Завоювання Ядер,Verovering voor Kernen,Çekirdekler için Fetih
L_QUESTDESC_CONQUESTFORCORES,,Collect wayward Cores in this Realm to give {CASTLENAME}'s magi access to new creatures.,この世界で迷子のコアを集めて、{CASTLENAME}の魔術師たちに新しい生物へのアクセスを与えましょう。,"Sammle verirrte Kerne in diesem Reich, um den Magiern von {CASTLENAME} Zugang zu neuen Kreaturen zu verschaffen.",Collectez les Noyaux égarés dans ce Royaume pour donner aux mages de {CASTLENAME} accès à de nouvelles créatures.,Recolecta Núcleos perdidos en este Reino para dar a los magos de {CASTLENAME} acceso a nuevas criaturas.,Colete Núcleos perdidos neste Reino para dar aos magos de {CASTLENAME} acesso a novas criaturas.,"Собирайте заблудшие Ядра в этом Мире, чтобы дать магам {CASTLENAME} доступ к новым существам.",Raccogli i Nuclei dispersi in questo Regno per dare ai maghi di {CASTLENAME} accesso a nuove creature.,在這個境界中收集迷失的核心，讓{CASTLENAME}的法師能夠接觸新的生物。,在这个领域中收集游离核心，让{CASTLENAME}的法师们能够接触到新的生物。,이 영역에서 길 잃은 코어를 모아 {CASTLENAME}의 마법사들이 새로운 생물에 접근할 수 있게 하세요.,"Zbieraj zabłąkane Rdzenie w tym Królestwie, aby dać magom {CASTLENAME} dostęp do nowych stworzeń.","Збирайте загублені Ядра в цьому Світі, щоб дати магам {CASTLENAME} доступ до нових істот.",Verzamel verdwaalde Kernen in dit Rijk om de magiërs van {CASTLENAME} toegang te geven tot nieuwe wezens.,Bu Diyar'daki başıboş Çekirdekleri toplayarak {CASTLENAME}'nin büyücülerine yeni yaratıklara erişim sağlayın.
L_ITEMREQ_CONQUESTFORCORES,,Wayward Cores Collected,収集した迷走コア,Gesammelte Abtrünnige Kerne,Noyaux Égarés Collectés,Núcleos Extraviados Recolectados,Núcleos Errantes Coletados,Собрано Заблудших Ядер,Nuclei Vaganti Raccolti,收集的迷途核心,已收集游离核心,수집한 방랑자의 핵,Zebrane Zbłąkane Rdzenie,Зібрані Блукаючі Ядра,Verdwaalde Kernen Verzameld,Toplanan Yoldan Çıkmış Çekirdekler
L_QUESTNAME_ANCIENTSTUDIES,,Ancient Studies,古代研究,Alte Studien,Études Anciennes,Estudios Antiguos,Estudos Antigos,Древние Исследования,Studi Antichi,古代研究,古代研究,고대 연구,Starożytne Nauki,Стародавні Дослідження,Oude Studies,Kadim Araştırmalar
L_QUESTDESC_ANCIENTSTUDIES,,Study inscribed slates to expand {CASTLENAME}'s library.,刻まれた石板を研究して{CASTLENAME}の図書館を拡張しましょう。,"Studiere beschriftete Steintafeln, um die Bibliothek von {CASTLENAME} zu erweitern.",Étudiez les ardoises gravées pour agrandir la bibliothèque de {CASTLENAME}.,Estudia las losas inscritas para expandir la biblioteca de {CASTLENAME}.,Estude lousas inscritas para expandir a biblioteca de {CASTLENAME}.,"Изучайте надписанные плиты, чтобы расширить библиотеку {CASTLENAME}.",Studia le lastre incise per espandere la biblioteca di {CASTLENAME}.,研究刻有銘文的石板來擴充{CASTLENAME}的圖書館。,研究铭文石板以扩展{CASTLENAME}的图书馆。,새겨진 석판을 연구하여 {CASTLENAME}의 도서관을 확장하세요.,"Badaj zapisane tabliczki, aby rozbudować bibliotekę {CASTLENAME}.","Вивчайте написані на плитах тексти, щоб розширити бібліотеку {CASTLENAME}.",Bestudeer gegraveerde leistenen om de bibliotheek van {CASTLENAME} uit te breiden.,Kütüphaneyi genişletmek için yazılı taş levhaları incele {CASTLENAME}.
L_ITEMREQ_ANCIENTSTUDIES,,Slates Studied,学んだスレート,Studierte Tafeln,Ardoises étudiées,Pizarras Estudiadas,Lousas Estudadas,Изученные Скрижали,Tavolette Studiate,研究石板,已研究石板,연구한 석판,Przebadane Tablice,Вивчені Скрижалі,Bestudeerde Leien,İncelenen Levhalar
L_QUESTNAME_LIGHTTHEDARKNESS,,Light the Darkness,闇を照らす,Erhelle die Dunkelheit,Illuminez les Ténèbres,Ilumina la Oscuridad,Iluminar a Escuridão,Осветить Тьму,Illumina l'Oscurità,照亮黑暗,照亮黑暗,어둠을 밝히다,Rozświetl Ciemność,Освітіть Темряву,Verlicht de Duisternis,Karanlığı Aydınlat
L_QUESTDESC_LIGHTTHEDARKNESS,,Light the Piety Candle in this Realm to appease {REALMGODNAME}.,この世界で敬虔の蝋燭に火を灯して{REALMGODNAME}の怒りを鎮めよう。,"Entzünde die Frömmigkeitskerze in diesem Reich, um {REALMGODNAME} zu besänftigen.",Allumez la Bougie de Piété dans ce Royaume pour apaiser {REALMGODNAME}.,Enciende la Vela de Piedad en este Reino para apaciguar a {REALMGODNAME}.,Acenda a Vela da Piedade neste Reino para aplacar {REALMGODNAME}.,"Зажгите Свечу Благочестия в этом Мире, чтобы умилостивить {REALMGODNAME}.",Accendi la Candela della Pietà in questo Regno per placare {REALMGODNAME}.,在此境地點燃虔誠蠟燭以安撫{REALMGODNAME}。,在这个领域中点燃虔诚蜡烛以安抚{REALMGODNAME}。,이 영역에서 경건의 촛불을 밝혀 {REALMGODNAME}을(를) 달래십시오.,"Zapal Świecę Pobożności w tym Królestwie, aby przebłagać {REALMGODNAME}.","Запаліть Свічку Благочестя в цьому Світі, щоб умилостивити {REALMGODNAME}.",Steek de Vroomheidskaars in dit Rijk aan om {REALMGODNAME} tevreden te stellen.,Bu Diyar'daki Dindarlık Mumunu {REALMGODNAME}'yı yatıştırmak için yak.
L_ITEMREQ_LIGHTTHEDARKNESS,"For this entry and any other entry without an english line, simply ignore it.",,,,,,,,,,,,,,,
L_QUESTNAME_AFAVORFORNOONEINPARTICULAR,,A Favor For No One In Particular,特に誰のためでもない頼み事,Ein Gefallen für niemand Bestimmtes,Une Faveur Pour Personne En Particulier,Un Favor Para Nadie En Particular,Um Favor Para Ninguém Em Particular,Услуга Никому Конкретному,Un Favore Per Nessuno In Particolare,不為特定人士的恩惠,不为特定之人的恩惠,특별히 누구를 위한 것도 아닌 부탁,Przysługa Dla Nikogo Szczególnego,Послуга для Нікого Конкретного,Een Gunst Voor Niemand In Het Bijzonder,Özellikle Kimse İçin Olmayan Bir İyilik
L_QUESTDESC_AFAVORFORNOONEINPARTICULAR,,Light the campfires in this Realm to highlight landmarks for other travelers.,キャンプファイアに火を灯して、他の旅人のために目印となる名所を照らしましょう。,"Entzünde die Lagerfeuer in diesem Reich, um Wahrzeichen für andere Reisende hervorzuheben.",Allumez les feux de camp dans ce Royaume pour signaler des points de repère aux autres voyageurs.,Enciende las hogueras en este Reino para destacar puntos de referencia para otros viajeros.,Acenda as fogueiras neste Reino para destacar pontos de referência para outros viajantes.,"Зажигайте костры в этом Мире, чтобы отмечать достопримечательности для других путешественников.",Accendi i falò in questo Regno per evidenziare i punti di riferimento per gli altri viaggiatori.,點燃此境界中的營火，為其他旅行者標記地標。,点燃这个领域中的营火，为其他旅行者标记地标。,이 영역의 모닥불을 밝혀 다른 여행자들을 위한 이정표를 표시하세요.,"Zapal ogniska w tym Królestwie, aby podświetlić punkty orientacyjne dla innych podróżników.","Запалюйте вогнища в цьому Світі, щоб позначити орієнтири для інших мандрівників.",Steek de kampvuren in dit Rijk aan om oriëntatiepunten voor andere reizigers te markeren.,Diğer gezginler için işaret noktalarını vurgulamak için bu Diyar'daki kamp ateşlerini yakın.
L_ITEMREQ_AFAVORFORNOONEINPARTICULAR,,Campfires Lit,灯されたキャンプファイヤー,Lagerfeuer entzündet,Feux de camp allumés,Hogueras Encendidas,Fogueiras Acesas,Разведённые Костры,Falò Accesi,已點燃的營火,已点燃营火,피워진 모닥불,Rozpalone Ogniska,Запалені вогнища,Kampvuren Aangestoken,Yakılan Kamp Ateşleri
L_QUESTNAME_DIGGINGFORTREASUREBURIED,,Digging For Treasure Buried,埋蔵された宝を掘り起こす,Schatzsuche im Verborgenen,Fouille de Trésor Enterré,Excavando Por Tesoro Enterrado,Escavando Por Tesouro Enterrado,Поиски Зарытых Сокровищ,Alla Ricerca del Tesoro Sepolto,挖掘埋藏的寶藏,挖掘埋藏的宝藏,묻힌 보물 발굴하기,Poszukiwanie Ukrytego Skarbu,Пошуки Захованого Скарбу,Graven Naar Verborgen Schatten,Gömülü Hazine Arayışı
L_QUESTDESC_DIGGINGFORTREASUREBURIED,,Find a treasure map in this Realm and use it to uncover buried treasure.,この世界で宝の地図を見つけ、それを使って埋もれた宝物を発見しよう。,"Finde eine Schatzkarte in diesem Reich und nutze sie, um vergrabene Schätze zu entdecken.",Trouvez une carte au trésor dans ce Royaume et utilisez-la pour découvrir un trésor enfoui.,Encuentra un mapa del tesoro en este Reino y úsalo para descubrir un tesoro enterrado.,Encontre um mapa do tesouro neste Reino e use-o para descobrir um tesouro enterrado.,"Найдите карту сокровищ в этом Мире и используйте её, чтобы обнаружить зарытые сокровища.",Trova una mappa del tesoro in questo Regno e usala per scoprire un tesoro sepolto.,在這個境界中找到一張藏寶圖，並用它來發掘埋藏的寶藏。,在这个领域中找到一张藏宝图，并用它来发现埋藏的宝藏。,이 영역에서 보물 지도를 찾아 숨겨진 보물을 발견하세요.,"Znajdź mapę skarbów w tym Królestwie i użyj jej, aby odkryć zakopany skarb.","Знайдіть карту скарбів у цьому Світі та використайте її, щоб виявити заховані скарби.",Vind een schatkaart in dit Rijk en gebruik deze om verborgen schatten te ontdekken.,Bu Diyar'da bir hazine haritası bul ve gömülü hazineyi ortaya çıkarmak için kullan.
L_ITEMREQ_DIGGINGFORTREASUREBURIED,,Treasure Discovered,宝物発見,Schatz entdeckt,Trésor découvert,Tesoro Descubierto,Tesouro Descoberto,Сокровище найдено,Tesoro Scoperto,發現寶藏,已发现宝藏,보물 발견,Odkryto Skarb,Знайдено скарб,Schat Ontdekt,Hazine Bulundu
L_QUESTNAME_NORTAH'SBURDEN,,Nortah's Burden,ノルタの重荷,Nortahs Last,Fardeau de Nortah,Carga de Nortah,Fardo de Nortah,Бремя Норты,Fardello di Nortah,諾塔的重擔,诺塔的重担,노르타의 짐,Brzemię Nortaha,Тягар Норти,Nortah's Last,Nortah'ın Yükü
L_QUESTDESC_NORTAH'SBURDEN,,Subdue {CASTLENAME}'s runaway creatures in this Realm.,{CASTLENAME}の暴走した生物をこの領域で鎮圧せよ。,Bezwinge die entlaufenen Kreaturen von {CASTLENAME} in diesem Reich.,Maîtrisez les créatures échappées de {CASTLENAME} dans ce Royaume.,Somete a las criaturas fugitivas de {CASTLENAME} en este Reino.,Subjugue as criaturas fugitivas de {CASTLENAME} neste Reino.,Усмирите сбежавших существ {CASTLENAME} в этом Мире.,Sottometti le creature fuggitive di {CASTLENAME} in questo Regno.,在這個境界中制伏{CASTLENAME}的失控生物。,在这个领域中制服从{CASTLENAME}逃跑的生物。,{CASTLENAME}의 도망친 생물체들을 이 영역에서 제압하세요.,Poskrom zbiegłe stworzenia {CASTLENAME} w tym Królestwie.,Приборкайте неслухняних істот {CASTLENAME} у цьому Світі.,Tem de losgeslagen wezens van {CASTLENAME} in dit Rijk.,{CASTLENAME}'nin kaçak yaratıklarını bu Diyar'da etkisiz hale getir.
L_ITEMREQ_NORTAH'SBURDEN,,Creatures Subdued,討伐した生物,Bezwungene Kreaturen,Créatures Soumises,Criaturas Sometidas,Criaturas Subjugadas,Существа Покорены,Creature Soggiogate,生物已制伏,已制服生物,제압된 생물,Pokonane Stworzenia,Істоти Підкорені,Wezens Bedwongen,Etkisiz Hale Getirilen Yaratıklar
L_QUESTNAME_TWINKLINGTITANITE,,Twinkling Titanite,煌めくチタナイト,Funkelnder Titanit,Titanite scintillante,Titanita Centelleante,Titanita Cintilante,Мерцающий титанит,Titanite Scintillante,閃爍鈦礦,闪烁钛石,반짝이는 티타나이트,Migoczący Tytanit,Мерехтливий титаніт,Fonkelend Titaniet,Parıldayan Titanit
