Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_OW_ALCHEMY_WELCOME,,"This alchemy station contains several different components. If you mix two of them together, I'm sure nothing bad will happen.",この錬金術の作業台にはいくつかの異なる成分が入っています。もし2つを混ぜ合わせても、きっと何も悪いことは起こらないでしょう。,"Diese Alchemiestation enthält verschiedene Komponenten. Wenn du zwei davon miteinander vermischst, bin ich sicher, dass nichts Schlimmes passieren wird.","Cette station d'alchimie contient plusieurs composants différents. Si vous en mélangez deux ensemble, je suis sûr que rien de mal ne se produira.","Esta estación de alquimia contiene varios componentes diferentes. Si mezclas dos de ellos, estoy seguro de que no pasará nada malo.","Esta estação de alquimia contém vários componentes diferentes. Se você misturar dois deles, tenho certeza de que nada de ruim acontecerá.","Эта алхимическая станция содержит несколько различных компонентов. Если смешать два из них вместе, я уверен, ничего плохого не случится.","Questa stazione di alchimia contiene diversi componenti. Se ne mescoli due insieme, sono sicuro che non accadrà nulla di male.",這個鍊金術工作台包含了幾種不同的成分。如果你把其中兩種混合在一起，我相信不會有什麼壞事發生。,这个炼金工作台上有几种不同的试剂。如果你把其中两种混合在一起，我敢肯定不会发生什么坏事。,이 연금술 스테이션에는 여러 가지 다른 성분들이 들어 있습니다. 그중 두 가지를 섞어도 나쁜 일은 일어나지 않을 거예요.,"Ta stacja alchemiczna zawiera kilka różnych składników. Jeśli zmieszasz dwa z nich razem, jestem pewien, że nic złego się nie stanie.","Ця алхімічна станція містить кілька різних компонентів. Якщо ви змішаєте два з них разом, я впевнений, що нічого поганого не станеться.","Dit alchemiestation bevat verschillende componenten. Als je er twee mengt, ben ik er zeker van dat er niets ergs zal gebeuren.","Bu simya istasyonu birkaç farklı bileşen içeriyor. Eğer bunlardan ikisini karıştırırsan, eminim kötü bir şey olmayacaktır."
L_OW_ALCHEMY_CHOICE_START,1 = ingredient name,Let's start with the {1}.,{1}から始めましょう。,Beginnen wir mit dem {1}.,Commençons par le {1}.,Empecemos con el {1}.,Vamos começar com o {1}.,Начнем с {1}.,Iniziamo con il {1}.,讓我們從{1}開始。,让我们先加入{1}。,{1}부터 시작하자.,Zacznijmy od {1}.,Почнімо з {1}.,Laten we beginnen met de {1}.,{1} ile başlayalım.
L_OW_ALCHEMY_CHOICE_EXIT,,I'd probably set myself on fire. Better not.,自分を燃やしてしまいそうだ。やめておこう。,Ich würde mich wahrscheinlich selbst in Brand setzen. Besser nicht.,Je me mettrais probablement le feu. Mieux vaut pas.,Probablemente me prendería fuego. Mejor no.,Eu provavelmente me incendiaria. Melhor não.,"Я бы, наверное, сам себя поджёг. Лучше не надо.",Probabilmente mi darei fuoco. Meglio di no.,我大概會把自己燒著。還是算了吧。,我可能会把自己点着。还是算了。,아마 스스로를 불태울 것 같아. 그만두자.,Pewnie bym się podpalił. Lepiej nie.,"Я, мабуть, підпалю себе. Краще не треба.",Ik zou mezelf waarschijnlijk in brand steken. Beter van niet.,Muhtemelen kendimi ateşe veririm. Daha iyi olmasın.
L_OW_ALCHEMY_CHOICE_MIX,1 = ingredient name,Let's mix it with the {1}.,{1}と混ぜてみよう。,Mischen wir es mit dem {1}.,Mélangeons-le avec le {1}.,Mezclémoslo con el {1}.,Vamos misturar isso com o {1}.,Давайте смешаем это с {1}.,Mescoliamolo con {1}.,讓我們將它與{1}混合。,让我们把它与{1}混合。,{1}과 섞어보자.,Wymieszajmy to z {1}.,Змішаймо це з {1}.,Laten we het mengen met de {1}.,{1} ile karıştıralım.
L_OW_ALCHEMY_CHOICE_PROMPT,,What would you like to combine with the {1}?,{1}と何を組み合わせますか？,Was möchtest du mit dem {1} kombinieren?,Qu'aimeriez-vous combiner avec le {1} ?,¿Qué te gustaría combinar con el {1}?,O que você gostaria de combinar com o {1}?,Что вы хотите объединить с {1}?,Cosa vorresti combinare con il {1}?,你想要將什麼與{1}結合？,你想要将什么与{1}结合？,{1}과 무엇을 조합하시겠습니까?,Co chciałbyś połączyć z {1}?,Що ви хочете поєднати з {1}?,Wat wil je combineren met de {1}?,{1} ile neyi birleştirmek istersin?
L_OW_ALCHEMY_COMBINED,"1 = ingredient name, 2 = ingredient name","You combine the {1} with the {2}.\n\nThe two ingredients bubble and fizz, erupting in a vibrant explosion.",{1}と{2}を組み合わせた。\n\n二つの材料が泡立ち、シュワシュワと音を立て、鮮やかな爆発を起こした。,"Du kombinierst {1} mit {2}.\n\nDie beiden Zutaten blubbern und zischen, bevor sie in einer lebhaften Explosion ausbrechen.","Tu combines le {1} avec le {2}.\n\nLes deux ingrédients bouillonnent et pétillent, éclatant en une explosion vibrante.","Combinas el {1} con el {2}.\n\nLos dos ingredientes burbujean y chisporrotean, estallando en una explosión vibrante.","Você combina o {1} com o {2}.\n\nOs dois ingredientes borbulham e espumam, explodindo em uma vibrante explosão.","Вы соединяете {1} с {2}.\n\nДва ингредиента пузырятся и шипят, извергаясь ярким взрывом.","Combini {1} con {2}.\n\nI due ingredienti ribollono e sfrigolano, eruttando in un'esplosione vibrante.",你將{1}與{2}結合。\n\n這兩種材料冒泡並發出嘶嘶聲，爆發出一陣絢麗的爆炸。,你将{1}与{2}结合。\n\n这两种材料冒泡并嘶嘶作响，爆发出一阵绚丽的爆炸。,{1}과(와) {2}을(를) 조합했습니다.\n\n두 재료가 거품을 내며 끓어오르다가 화려한 폭발을 일으킵니다.,"Łączysz {1} z {2}.\n\nDwa składniki bulgoczą i musują, wybuchając w żywej eksplozji.","Ви поєднуєте {1} з {2}.\n\nДва інгредієнти булькають і шиплять, вибухаючи яскравим спалахом.","Je combineert de {1} met de {2}.\n\nDe twee ingrediënten borrelen en bruisen, en barsten uit in een levendige explosie.","{1} ile {2} birleştirdin.\n\nİki malzeme kabarcıklanıp köpürüyor, canlı bir patlamayla fışkırıyor."
L_OW_ALCHEMY_RESULT1,,The resulting concoction is actually {RES_POWER}!,出来上がった調合物の効力は実に{RES_POWER}だ！,Die resultierende Mixtur ist tatsächlich {RES_POWER}!,La mixture obtenue est en réalité {RES_POWER} !,¡La mezcla resultante es en realidad {RES_POWER}!,A mistura resultante é na verdade {RES_POWER}!,Получившееся зелье на самом деле {RES_POWER}!,La mistura risultante è in realtà {RES_POWER}!,最終的調製品實際上是{RES_POWER}！,最终的调制品竟然是{RES_POWER}！,결과물은 실제로 {RES_POWER}입니다!,Powstała mikstura jest tak naprawdę {RES_POWER}!,Отриманий відвар насправді {RES_POWER}!,De resulterende brouwsel is eigenlijk {RES_POWER}!,Ortaya çıkan karışım aslında {RES_POWER}!
L_OW_ALCHEMY_RESULT2,,The resulting concoction is actually {RES_CRYSTAL}!,出来上がった調合物は実際には{RES_CRYSTAL}だった！,Die resultierende Mischung ist tatsächlich {RES_CRYSTAL}!,La mixture obtenue est en fait {RES_CRYSTAL} !,¡La mezcla resultante es en realidad {RES_CRYSTAL}!,A mistura resultante é na verdade {RES_CRYSTAL}!,Полученное зелье на самом деле {RES_CRYSTAL}!,La mistura risultante è in realtà {RES_CRYSTAL}!,煉製出來的結果竟然是{RES_CRYSTAL}！,最终的调制品竟然是{RES_CRYSTAL}！,결과물은 실제로 {RES_CRYSTAL}입니다!,Powstała mikstura to tak naprawdę {RES_CRYSTAL}!,Отриманий відвар насправді {RES_CRYSTAL}!,De resulterende brouwsel is eigenlijk {RES_CRYSTAL}!,Ortaya çıkan karışım aslında {RES_CRYSTAL}!
L_OW_ALCHEMY_RESULT3,,The resulting concoction is actually {RES_ESSENCE}!,出来上がった調合物は実際には{RES_ESSENCE}だ！,Die resultierende Mixtur ist tatsächlich {RES_ESSENCE}!,La mixture obtenue est en fait {RES_ESSENCE} !,¡La mezcla resultante es en realidad {RES_ESSENCE}!,A mistura resultante é na verdade {RES_ESSENCE}!,Получившееся зелье на самом деле {RES_ESSENCE}!,La mistura risultante è in realtà {RES_ESSENCE}!,煉製出來的結果其實是{RES_ESSENCE}！,最终的调制品竟然是{RES_ESSENCE}！,결과물은 실제로 {RES_ESSENCE}입니다!,Powstała mikstura to tak naprawdę {RES_ESSENCE}!,Отриманий відвар насправді {RES_ESSENCE}!,De resulterende brouwsel is eigenlijk {RES_ESSENCE}!,Ortaya çıkan karışım aslında {RES_ESSENCE}!
L_OW_ALCHEMY_RESULT4,,The resulting concoction is certainly nothing that you've ever seen before. {GOD_SORCERY} would be interested to learn about your findings.,出来上がった調合物は確かにあなたが今まで見たことのないものだ。{GOD_SORCERY}はあなたの発見について知ることに興味を持つだろう。,"Die resultierende Mixtur ist definitiv nichts, was du je zuvor gesehen hast. {GOD_SORCERY} wäre daran interessiert, von deinen Entdeckungen zu erfahren.",La mixture qui en résulte n'est certainement rien de ce que vous avez vu auparavant. {GOD_SORCERY} serait intéressé d'en apprendre davantage sur vos découvertes.,La mezcla resultante es sin duda algo que nunca antes habías visto. {GOD_SORCERY} estaría interesado en conocer tus hallazgos.,A mistura resultante certamente não é nada que você já tenha visto antes. {GOD_SORCERY} estaria interessado em saber sobre suas descobertas.,"Получившееся зелье определенно не похоже ни на что из того, что вы видели раньше. {GOD_SORCERY} был бы заинтересован узнать о ваших находках.",La mistura risultante è certamente qualcosa che non hai mai visto prima. {GOD_SORCERY} sarebbe interessato a conoscere le tue scoperte.,這個調製出來的混合物絕對是你從未見過的東西。{GOD_SORCERY}會對你的發現感興趣。,这种混合物肯定是你从未见过的东西。{GOD_SORCERY}会对你的发现感兴趣。,결과물은 확실히 당신이 전에 본 적 없는 것입니다. {GOD_SORCERY}는 당신의 발견에 대해 알게 되면 관심을 보일 것입니다.,"Powstała mikstura to z pewnością coś, czego nigdy wcześniej nie widziałeś. {GOD_SORCERY} byłby zainteresowany poznaniem twoich odkryć.","Отриманий відвар, безумовно, не схожий ні на що з того, що ви бачили раніше. {GOD_SORCERY} було б цікаво дізнатися про ваші відкриття.",Het resulterende brouwsel is zeker niets wat je ooit eerder hebt gezien. {GOD_SORCERY} zou geïnteresseerd zijn om over je bevindingen te horen.,Ortaya çıkan karışım kesinlikle daha önce hiç görmediğin bir şey. {GOD_SORCERY} bulgularını öğrenmekle ilgilenecektir.
L_OW_ALCHEMY_RESULT5,1 = amount of favor,You gained {1} favor with {GODT_SORCERY}.,{1}の好意を{GODT_SORCERY}から得ました。,Du hast {1} Gunst bei {GODT_SORCERY} erhalten.,Vous avez gagné {1} faveur avec {GODT_SORCERY}.,Has ganado {1} favor con {GODT_SORCERY}.,Você ganhou {1} favor com {GODT_SORCERY}.,Вы получили {1} благосклонности от {GODT_SORCERY}.,Hai guadagnato {1} favore con {GODT_SORCERY}.,你獲得了{1}點{GODT_SORCERY}的好感度。,你获得了{1}点{GODT_SORCERY}的恩惠。,{1}의 호감도를 {GODT_SORCERY}에게 얻었습니다.,Zyskałeś {1} przychylności {GODT_SORCERY}.,Ви отримали {1} прихильності від {GODT_SORCERY}.,Je hebt {1} gunst verkregen bij {GODT_SORCERY}.,{1} {GODT_SORCERY} ile itibar kazandın.
L_OW_ALCHEMY_RESULT6,Occurs when nothing happens. This text follows L_OW_ALCHEMY_COMBINED.,…and that's about it.,…以上です。,…und das war's im Großen und Ganzen.,…et c'est à peu près tout.,…y eso es todo.,…e é basicamente isso.,"…и это, пожалуй, всё.",…e questo è tutto.,……大概就是這樣。,……就是这样。,…그게 다야.,…i to by było na tyle.,"…і це, мабуть, усе.",…en dat is ongeveer alles.,…ve hepsi bu kadar.
L_OW_ALCHEMY_RESULT7,,The resulting concoction is actually a bunch of treasure!,出来上がった調合物は実は宝物の山だった！,Die resultierende Mixtur ist tatsächlich ein Haufen Schätze!,La mixture obtenue est en réalité un tas de trésors !,¡La mezcla resultante es en realidad un montón de tesoro!,A mistura resultante é na verdade um monte de tesouro!,Полученное зелье на самом деле оказалось кучей сокровищ!,La mistura risultante è in realtà un mucchio di tesori!,結果這個調製品實際上是一堆寶藏！,最终的调制品竟然是是一堆宝藏！,결과물은 사실 보물 뭉치였다!,Powstała mikstura to tak naprawdę mnóstwo skarbów!,Отриманий відвар насправді виявився купою скарбів!,Het resulterende brouwsel is eigenlijk een hoop schatten!,Ortaya çıkan karışım aslında bir yığın hazine!
L_OW_ALCHEMY_RESULT8,,The resulting concoction is actually {RES_BRIMSTONE}!,出来上がった調合物は実は{RES_BRIMSTONE}だ！,Die resultierende Mixtur ist tatsächlich {RES_BRIMSTONE}!,La mixture obtenue est en fait {RES_BRIMSTONE} !,¡La mezcla resultante es en realidad {RES_BRIMSTONE}!,A mistura resultante é na verdade {RES_BRIMSTONE}!,Получившееся зелье на самом деле {RES_BRIMSTONE}!,La mistura risultante è in realtà {RES_BRIMSTONE}!,煉製出來的結果其實是{RES_BRIMSTONE}！,最终的调制品竟然是{RES_BRIMSTONE}！,결과물은 실제로 {RES_BRIMSTONE}입니다!,Powstała mikstura to tak naprawdę {RES_BRIMSTONE}!,Отриманий відвар насправді {RES_BRIMSTONE}!,De resulterende brouwsel is eigenlijk {RES_BRIMSTONE}!,Ortaya çıkan karışım aslında {RES_BRIMSTONE}!
L_OW_ALCHEMY_RESULT9,,The resulting concoction is actually an Emblem!,出来上がった調合物は実はエンブレムだった！,Das resultierende Gebräu ist tatsächlich ein Emblem!,La mixture obtenue est en fait un Emblème !,¡La mezcla resultante es en realidad un Emblema!,A mistura resultante é na verdade um Emblema!,Полученное зелье на самом деле является Эмблемой!,La mistura risultante è in realtà un Emblema!,所產生的調製物實際上是一個紋章！,最终的调制品竟然是一个徽章！,결과물은 실제로 엠블렘입니다!,Powstała mikstura to tak naprawdę Emblemat!,Отриманий відвар насправді є Емблемою!,Het resulterende brouwsel is eigenlijk een Embleem!,Ortaya çıkan karışım aslında bir Amblem!
L_OW_ALCHEMY_RESULT10,,The resulting concoction is actually {RES_GRANITE}!,出来上がった調合物は実は{RES_GRANITE}だ！,Die resultierende Mischung ist tatsächlich {RES_GRANITE}!,La mixture obtenue est en fait {RES_GRANITE} !,¡La mezcla resultante es en realidad {RES_GRANITE}!,A mistura resultante é na verdade {RES_GRANITE}!,Получившееся зелье на самом деле {RES_GRANITE}!,La mistura risultante è in realtà {RES_GRANITE}!,煉製出來的結果其實是{RES_GRANITE}！,最终的调制品竟然是{RES_GRANITE}！,결과물은 실제로 {RES_GRANITE}입니다!,Powstała mikstura to tak naprawdę {RES_GRANITE}!,Отриманий відвар насправді {RES_GRANITE}!,De resulterende brouwsel is eigenlijk {RES_GRANITE}!,Ortaya çıkan karışım aslında {RES_GRANITE}!
L_OW_ARCANEORB,,Found the Arcane Sphere! ({1} Resources),アルケインスフィアを見つけた！（{1}リソース）,Arkane Sphäre gefunden! ({1} Ressourcen),Sphère Arcanique trouvée ! ({1} Ressources),Encontraste la Esfera Arcana! ({1} Recursos),Encontrou a Esfera Arcana! ({1} Recursos),Найдена Тайная Сфера! ({1} Ресурсов),Trovata la Sfera Arcana! ({1} Risorse),發現了奧術寶珠！({1} 資源),找到了奥术晶球！（{1}资源）,신비한 구체를 발견했습니다! ({1} 자원),Znaleziono Sferę Tajemną! ({1} Zasobów),Знайдено Таємничу Сферу! ({1} Ресурсів),De Arcane Sfeer gevonden! ({1} Grondstoffen),Gizemli Küre bulundu! ({1} Kaynak)
L_OW_FAVORGAIN,"1 = favor amount, 2 = god name",+{1} Favor ({2}),+{1} 好感度 ({2}),+{1} Gunst ({2}),+{1} Faveur ({2}),+{1} Favor ({2}),+{1} Favor ({2}),+{1} Благосклонность ({2}),+{1} Favore ({2}),+{1} 好感度 ({2}),+{1}恩惠（{2}）,+{1} 호감도 ({2}),+{1} Przychylność ({2}),+{1} Прихильність ({2}),+{1} Gunst ({2}),+{1} Teveccüh ({2})
L_OW_BLOODSTAIN,,The bloodstain reveals a vivid glimpse of a great battle once fought in this very realm.,血痕は、かつてこの領域で繰り広げられた壮大な戦いの鮮明な一瞬を映し出している。,"Die Blutspur offenbart einen lebhaften Einblick in eine große Schlacht, die einst in diesem Reich ausgetragen wurde.",La tache de sang révèle un aperçu saisissant d'une grande bataille autrefois livrée en ce royaume même.,La mancha de sangre revela un vívido destello de una gran batalla que una vez se libró en este mismo reino.,A mancha de sangue revela um vislumbre vívido de uma grande batalha outrora travada neste mesmo reino.,"Кровавое пятно открывает яркое видение великой битвы, некогда произошедшей в этом самом мире.",La macchia di sangue rivela un vivido scorcio di una grande battaglia combattuta un tempo in questo stesso regno.,血跡揭示了一場曾在此界域中進行的偉大戰役的生動景象。,血迹生动地揭示了一场曾在这片领域中进行的伟大战役。,핏자국은 이 영역에서 한때 벌어졌던 위대한 전투의 생생한 모습을 드러낸다.,"Plama krwi ukazuje wyraźny obraz wielkiej bitwy, która niegdyś rozegrała się w tej krainie.","Кривава пляма відкриває яскравий проблиск великої битви, що колись відбулася в цьому самому світі.",De bloedvlek onthult een levendige glimp van een grote veldslag die ooit in dit rijk werd uitgevochten.,"Kan lekesi, bir zamanlar tam bu diyarda yapılmış büyük bir savaşın canlı bir görüntüsünü ortaya çıkarıyor."
L_OW_CREATURE_EXP,1 = exp amount,+{1} Creature EXP,+{1} 生物経験値,+{1} Kreatur-EXP,+{1} EXP de créature,+{1} EXP de Criatura,+{1} EXP de Criatura,+{1} Опыт существа,+{1} EXP Creatura,+{1} 生物經驗值,+{1}生物经验,+{1} 생물 경험치,+{1} PD Stworów,+{1} Досвід істоти,+{1} Wezen EXP,+{1} Yaratık TP
L_OW_BOOK_DESTROYED,,It disintegrates the moment you try to pick it up.,拾おうとした瞬間に崩れ去ってしまう。,"Es zerfällt in dem Moment, in dem du versuchst, es aufzuheben.",Il se désintègre dès que vous essayez de le ramasser.,Se desintegra en el momento en que intentas recogerlo.,Ele se desintegra no momento em que você tenta pegá-lo.,"Оно рассыпается в тот момент, когда вы пытаетесь его поднять.",Si disintegra nel momento in cui provi a raccoglierlo.,當你試圖拾取它時，它立刻瓦解了。,当你试图拿起它时，它立刻分解了。,집으려고 하는 순간 그것은 분해됩니다.,"Rozpada się w momencie, gdy próbujesz to podnieść.","Воно розпадається в ту мить, коли ви намагаєтесь його підняти.",Het valt uiteen op het moment dat je het probeert op te pakken.,Almaya çalıştığın anda dağılıyor.
L_OW_BOOK_BATTLE,,These books are alive!\n\nThey attack!,これらの本は生きている！\n\n攻撃してきた！,Diese Bücher leben!\n\nSie greifen an!,Ces livres sont vivants !\n\nIls attaquent !,¡Estos libros están vivos!\n\n¡Atacan!,Estes livros estão vivos!\n\nEles atacam!,Эти книги живые!\n\nОни атакуют!,Questi libri sono vivi!\n\nAttaccano!,這些書是有生命的！\n\n它們發動攻擊！,这些书是有生命的！\n\n它们发起了攻击！,이 책들은 살아있다!\n\n그들이 공격한다!,Te książki żyją!\n\nAtakują!,Ці книги живі!\n\nВони атакують!,Deze boeken leven!\n\nZe vallen aan!,Bu kitaplar canlı!\n\nSaldırıyorlar!
